,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,37,1,37,1,28,31,28,1
1,1,28,1,28,30,35,3,35,45,35
2,2,16,32,16,35,0,1,28,1,25
3,3,35,30,28,31,11,31,35,45,35
4,4,16,32,35,37,35,22,28,31,28
5,5,6,29,24,1,19,46,35,33,35
6,6,26,35,29,10,17,35,18,35,44
7,7,19,1,19,0,19,48,23,48,23
8,8,35,18,35,22,35,26,35,18,35
9,9,32,16,39,9,39,47,23,29,32
10,10,17,13,44,35,33,35,33,35,38
11,11,9,19,1,28,43,28,1,24,29
12,12,9,14,9,14,9,39,29,23,16
13,13,47,49,16,32,16,28,29,19,38
14,14,29,32,35,16,23,48,19,9,14
15,15,29,12,9,14,40,14,29,23,16
16,16,49,47,50,16,28,30,28,31,28
17,17,10,29,28,13,1,0,19,9,36
18,18,35,20,35,47,15,16,39,9,19
19,19,1,35,27,6,5,6,37,6,27
20,20,35,26,39,9,12,9,19,29,50
21,21,23,21,23,29,13,28,30,28,1
22,22,28,30,35,9,36,29,15,29,14
23,23,16,23,21,23,16,6,37,1,35
24,24,1,19,48,24,48,19,9,36,9
25,25,1,28,43,28,13,29,10,17,13
26,26,35,33,35,3,35,16,49,29,24
27,27,35,29,10,17,35,32,9,39,16
28,28,43,28,43,13,17,13,26,35,42
29,29,14,29,6,27,6,26,13,47,39
30,30,13,30,35,16,39,16,32,9,39
31,31,11,9,36,29,50,47,49,47,39
32,32,16,39,29,11,9,39,29,14,9
33,33,35,17,35,33,35,30,28,1,19
34,34,35,47,19,1,19,1,28,29,49
35,35,29,13,30,35,21,35,20,35,43
36,36,29,50,29,36,9,39,16,4,29
37,37,35,47,4,16,2,16,39,16,39
38,38,19,7,19,7,19,1,37,6,5
39,39,9,36,9,35,46,19,47,23,47
40,40,24,40,24,48,19,48,24,47,39
41,41,35,27,35,0,19,1,35,44,13
42,42,35,37,1,35,47,24,40,24,46
43,43,28,31,28,1,37,35,34,35,17
44,44,35,32,16,35,26,6,27,6,5
45,45,28,30,28,30,28,45,28,47,19
46,46,35,26,35,32,16,32,9,32,29
47,47,15,47,24,40,24,40,14,40,24
48,48,24,40,14,29,36,9,12,9,39
49,49,47,50,29,6,37,35,43,35,16
50,50,47,49,16,23,16,39,29,11,9
51,0,1,19,7,19,9,36,29,24,48
52,1,35,18,35,21,23,48,24,46,19
53,2,16,35,32,29,32,9,36,9,14
54,3,35,43,35,21,23,47,4,47,24
55,4,16,50,29,23,21,23,47,13,29
56,5,6,29,4,29,11,29,28,13,43
57,6,27,6,37,1,19,47,23,47,35
58,7,19,48,19,7,19,0,35,27,35
59,8,35,3,35,30,35,43,35,43,35
60,9,19,38,19,29,12,9,32,35,42
61,10,29,6,29,11,9,39,16,39,47
62,11,29,28,47,35,45,35,26,13,17
63,12,9,36,29,19,0,1,28,1,28
64,13,47,39,16,4,16,39,16,32,9
65,14,29,15,16,28,31,11,31,35,37
66,15,16,23,47,19,48,23,48,19,29
67,16,39,26,35,22,28,16,39,9,36
68,17,35,38,19,0,19,47,49,47,35
69,18,35,30,28,29,36,29,50,29,15
70,19,38,19,0,1,28,31,11,29,4
71,20,35,43,35,26,35,29,14,40,14
72,21,23,21,23,16,32,16,13,29,32
73,22,28,1,25,1,0,1,19,47,49
74,23,47,24,48,19,7,19,7,19,38
75,24,48,24,40,24,1,28,29,15,29
76,25,1,37,35,38,19,7,19,46,35
77,26,39,9,32,16,6,5,6,26,35
78,27,6,5,6,29,24,48,24,48,19
79,28,22,28,22,28,22,35,16,23,47
80,29,15,16,39,9,36,29,15,47,24
81,30,28,43,28,9,11,9,32,9,39
82,31,35,22,28,16,32,29,35,3,35
83,32,29,23,48,24,29,49,47,13,30
84,33,35,16,35,33,35,27,6,27,35
85,34,35,26,6,37,1,28,1,0,1
86,35,27,6,27,35,31,35,37,35,21
87,36,29,13,16,32,35,1,28,29,32
88,37,1,28,44,35,45,28,44,28,30
89,38,35,44,13,47,15,16,39,9,11
90,39,9,35,0,19,1,35,3,35,43
91,40,24,29,49,29,6,16,39,26,35
92,41,35,41,35,1,24,40,14,9,39
93,42,35,29,39,29,28,1,28,30,35
94,43,35,33,35,43,35,47,49,47,23
95,44,28,1,37,35,26,35,17,10,17
96,45,35,30,35,42,35,26,39,16,32
97,46,35,26,35,32,29,35,30,28,47
98,47,35,33,35,3,35,32,29,11,9
99,48,24,40,24,48,24,48,19,48,19
100,49,47,50,16,39,29,6,5,6,5
101,50,29,32,16,13,1,0,1,28,1
102,0,19,46,19,38,19,38,35,27,6
103,1,37,6,27,6,37,35,27,6,27
104,2,16,4,16,15,16,39,29,24,46
105,3,35,22,35,27,6,27,6,27,6
106,4,47,19,29,36,9,19,1,35,33
107,5,6,5,6,27,35,45,35,32,16
108,6,37,1,24,40,14,9,28,31,35
109,7,19,9,11,9,11,29,15,16,32
110,8,35,9,12,29,49,29,19,46,19
111,9,36,9,32,9,32,35,3,35,33
112,10,17,35,43,35,3,35,33,35,30
113,11,9,19,47,23,29,39,16,50,16
114,12,29,35,47,50,47,23,16,49,29
115,13,17,10,17,10,29,32,9,19,29
116,14,9,32,9,35,30,13,29,14,40
117,15,16,15,16,4,16,23,29,28,13
118,16,13,29,11,9,32,9,12,9,32
119,17,35,17,13,17,35,26,6,16,2
120,18,35,42,35,8,35,44,13,1,19
121,19,29,14,29,19,7,19,0,19,0
122,20,35,30,35,20,35,0,1,28,1
123,21,23,16,49,16,32,16,13,44,35
124,22,28,44,35,27,6,29,4,47,15
125,23,21,23,48,19,47,50,16,49,29
126,24,48,19,1,28,29,12,29,35,32
127,25,1,25,1,35,21,23,48,19,47
128,26,35,8,35,37,6,5,6,16,13
129,27,6,37,1,13,28,30,28,29,4
130,28,29,4,16,50,47,24,48,24,1
131,29,15,29,39,16,35,44,35,21,23
132,30,35,41,35,27,35,30,35,0,19
133,31,28,29,50,29,19,7,19,38,19
134,32,29,28,43,28,9,32,16,32,35
135,33,35,33,35,32,9,36,9,39,29
136,34,35,0,1,28,43,35,0,1,28
137,35,26,35,1,37,35,41,35,21,35
138,36,29,36,9,35,33,35,33,35,26
139,37,35,26,35,20,35,26,35,47,15
140,38,35,32,29,32,29,4,29,50,47
141,39,16,32,9,32,16,39,16,15,16
142,40,14,29,50,47,35,33,35,1,13
143,41,35,0,1,24,40,14,9,12,9
144,42,35,31,28,16,4,47,35,9,14
145,43,13,29,12,9,36,9,39,16,39
146,44,35,30,28,13,30,28,43,28,30
147,45,28,30,28,30,28,1,19,1,19
148,46,24,1,28,30,28,13,26,13,1
149,47,49,47,23,47,23,47,49,47,4
150,48,24,29,39,16,32,16,2,16,32
151,49,16,28,13,1,13,16,23,16,32
152,50,47,49,47,19,0,1,37,1,25
153,0,35,37,1,25,1,28,1,0,35
154,1,28,29,28,47,50,29,19,46,35
155,2,16,2,16,32,29,49,29,19,7
156,3,35,27,6,5,6,5,6,27,6
157,4,16,6,5,6,16,32,16,50,47
158,5,6,29,4,29,13,16,23,21,35
159,6,27,35,32,9,39,9,36,29,19
160,7,19,1,0,1,0,35,16,23,47
161,8,35,43,35,37,35,32,9,19,47
162,9,32,9,32,16,13,30,13,43,13
163,10,29,12,9,19,9,39,47,50,47
164,11,29,6,26,6,27,6,27,6,27
165,12,29,11,31,28,13,26,13,43,35
166,13,30,28,30,13,47,13,17,10,17
167,14,40,14,40,14,29,36,29,35,31
168,15,16,35,42,35,21,23,16,35,16
169,16,4,29,4,16,35,9,32,35,27
170,17,35,42,35,38,19,48,24,1,28
171,18,35,21,35,33,35,34,35,33,35
172,19,7,19,9,39,29,13,29,23,16
173,20,35,47,49,29,14,40,14,40,24
174,21,35,26,35,32,16,23,48,19,0
175,22,28,1,19,9,12,29,12,29,36
176,23,21,35,33,35,21,35,21,35,33
177,24,40,24,48,19,0,1,28,29,35
178,25,1,37,35,8,35,26,35,33,35
179,26,13,44,13,43,13,43,35,8,35
180,27,6,29,6,5,6,5,6,5,6
181,28,1,25,1,28,44,28,16,15,47
182,29,36,9,36,9,36,9,39,9,36
183,30,28,29,49,47,49,29,24,48,23
184,31,35,30,28,29,32,16,6,5,6
185,32,9,12,9,11,9,39,26,13,30
186,33,35,31,35,31,11,29,10,17,35
187,34,35,44,28,30,28,31,28,30,35
188,35,42,35,34,35,37,35,3,35,16
189,36,29,36,29,14,9,32,9,32,16
190,37,6,16,4,29,15,16,6,37,1
191,38,35,22,35,0,35,3,35,27,6
192,39,9,32,9,39,16,32,9,36,9
193,40,14,40,14,9,12,9,36,9,32
194,41,35,38,35,30,28,1,28,30,35
195,42,35,41,35,32,9,11,29,36,9
196,43,13,1,19,48,19,1,28,1,0
197,44,35,31,35,31,28,16,32,35,16
198,45,28,31,28,47,15,47,35,26,35
199,46,24,1,37,6,5,6,27,35,42
200,47,23,48,19,48,24,48,19,38,19
201,48,19,29,36,29,28,16,39,9,12
202,49,29,10,17,13,28,47,19,48,19
203,50,16,23,48,19,29,11,31,28,30
204,0,35,32,9,14,9,36,9,35,20
205,1,25,1,37,35,37,35,16,32,16
206,2,16,15,29,32,9,14,40,24,48
207,3,35,31,28,22,35,0,1,19,48
208,4,47,50,47,15,29,11,9,14,40
209,5,6,27,6,37,35,16,6,16,50
210,6,26,35,16,32,29,50,29,13,43
211,7,19,7,19,7,19,1,19,29,49
212,8,35,31,28,9,14,9,32,29,14
213,9,32,9,39,9,14,9,12,9,11
214,10,29,35,42,35,26,39,16,15,16
215,11,9,32,16,32,9,32,29,32,35
216,12,29,19,38,19,1,0,1,13,30
217,13,16,6,26,35,31,28,13,30,28
218,14,29,24,48,23,47,50,47,19,7
219,15,29,13,44,28,9,39,16,2,16
220,16,39,16,49,47,49,16,39,9,12
221,17,10,29,19,7,19,7,19,48,19
222,18,35,9,39,16,15,47,24,46,35
223,19,7,19,48,23,29,36,29,32,35
224,20,35,37,35,44,28,1,13,17,13
225,21,35,45,35,22,28,13,1,37,6
