,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,30,34,27,16,47,45,26,34
1,1,43,28,23,32,10,35,19,36,32
2,2,32,33,9,16,1,29,9,31,30
3,3,27,46,38,0,35,13,24,32,35
4,4,50,28,50,4,15,32,27,37,3
5,5,27,32,36,14,28,50,49,6,2
6,6,35,16,26,20,31,30,37,20,0
7,7,46,34,30,45,37,38,26,42,22
8,8,26,43,47,16,21,16,9,47,44
9,9,30,3,34,22,43,31,29,26,3
10,10,24,19,1,30,9,29,9,1,22
11,11,13,39,23,24,4,35,19,23,39
12,12,36,12,36,28,39,11,12,11,36
13,13,35,23,49,28,13,28,16,47,9
14,14,32,39,32,6,39,11,10,12,28
15,15,49,50,23,36,15,50,49,15,49
16,16,26,27,43,46,8,31,43,26,32
17,17,33,43,9,16,44,47,38,22,30
18,18,9,29,0,47,41,32,39,49,28
19,19,12,32,12,23,10,13,39,32,39
20,20,27,31,29,33,41,34,33,47,29
21,21,33,32,46,1,30,31,38,18,16
22,22,43,16,9,29,16,9,16,1,46
23,23,50,24,12,39,32,30,27,9,48
24,24,15,39,23,13,19,36,11,28,35
25,25,19,0,19,12,35,19,23,32,36
26,26,38,42,41,22,37,3,34,42,9
27,27,32,27,37,5,27,31,0,44,30
28,28,39,32,19,28,4,6,35,28,35
29,29,47,44,9,1,16,29,16,48,46
30,30,29,9,29,43,34,38,18,32,23
31,31,26,37,45,29,22,45,17,1,19
32,32,37,38,32,1,30,28,35,9,1
33,33,35,0,24,12,36,32,14,11,28
34,34,30,26,16,1,38,44,22,13,35
35,35,36,32,39,12,32,19,50,49,15
36,36,39,23,11,36,39,49,39,32,45
37,37,44,37,8,33,41,32,39,28,24
38,38,9,29,46,33,8,20,3,37,21
39,39,36,19,49,35,36,10,15,12,19
40,40,48,1,44,30,32,39,23,36,32
41,41,37,27,29,16,26,21,22,30,45
42,42,18,21,38,37,31,29,47,9,29
43,43,22,16,9,29,16,32,12,36,12
44,44,1,17,29,1,47,45,1,7,48
45,45,38,48,16,9,31,47,26,3,43
46,46,33,32,39,4,28,13,35,19,11
47,47,8,44,34,29,16,35,32,36,12
48,48,47,16,26,16,1,19,35,39,11
49,49,39,32,11,39,15,13,50,28,35
50,50,15,6,32,39,49,35,9,16,35
51,0,37,22,47,16,31,8,22,26,30
52,1,44,22,1,7,9,16,3,31,47
53,2,50,15,35,16,1,41,32,44,47
54,3,34,33,20,30,34,8,34,30,16
55,4,49,28,39,35,4,36,12,39,11
56,5,37,41,30,31,20,47,46,32,6
57,6,49,23,19,23,39,50,15,36,24
58,7,29,16,47,9,29,47,29,48,40
59,8,47,1,17,26,9,26,3,34,26
60,9,16,21,30,45,0,13,15,4,19
61,10,11,32,39,10,13,10,32,33,17
62,11,23,39,36,35,14,10,32,14,36
63,12,14,39,12,32,13,11,19,12,11
64,13,23,13,50,35,9,31,3,32,47
65,14,11,19,50,32,28,11,4,11,39
66,15,50,13,23,36,14,12,28,6,32
67,16,9,43,44,26,32,24,15,39,28
68,17,38,16,29,20,43,31,29,27,16
69,18,31,30,0,34,33,31,45,33,18
70,19,15,19,50,6,23,39,32,4,50
71,20,16,1,43,45,3,44,47,40,29
72,21,47,1,30,44,43,20,43,16,29
73,22,26,1,48,0,22,16,29,26,29
74,23,4,28,11,32,27,9,16,1,19
75,24,39,36,15,28,11,36,13,28,23
76,25,28,35,23,15,4,50,28,23,32
77,26,46,37,34,22,44,47,27,9,16
78,27,16,47,32,36,12,49,2,23,10
79,28,24,15,13,31,29,9,30,22,42
80,29,47,16,30,22,16,35,49,50,39
81,30,44,38,26,43,44,27,46,32,44
82,31,44,30,43,0,19,1,16,29,38
83,32,33,22,45,31,13,28,35,29,27
84,33,31,30,29,46,3,27,37,27,1
85,34,0,26,30,8,31,41,27,5,16
86,35,9,29,37,46,7,46,38,32,39
87,36,32,16,29,47,44,22,0,13,35
88,37,29,26,3,18,3,22,29,7,1
89,38,32,49,50,49,39,36,35,39,32
90,39,32,39,32,12,15,4,39,32,39
91,40,47,29,27,46,33,37,30,22,31
92,41,26,9,35,0,24,39,13,30,31
93,42,47,9,16,9,16,26,16,35,39
94,43,32,35,28,10,39,32,33,32,39
95,44,34,26,43,17,20,37,28,36,39
96,45,29,27,29,27,37,19,13,29,22
97,46,26,32,4,28,39,23,24,0,24
98,47,42,33,29,9,16,44,18,30,33
99,48,1,29,48,1,32,34,0,32,18
100,49,24,12,14,11,14,28,39,32,39
101,50,39,32,30,47,16,9,29,43,26
102,0,33,16,5,27,26,29,9,29,30
103,1,9,41,21,32,23,12,32,49,32
104,2,28,14,4,24,28,39,6,11,36
105,3,34,26,17,45,30,31,30,16,26
106,4,6,2,50,28,32,33,34,8,22
107,5,27,34,9,30,0,28,32,16,31
108,6,23,32,27,32,36,24,49,24,39
109,7,47,33,26,16,9,37,27,37,27
110,8,45,30,1,43,18,32,33,34,17
111,9,29,47,9,27,18,30,22,18,29
112,10,14,36,39,32,2,49,32,13,24
113,11,19,32,28,0,41,32,39,35,33
114,12,10,24,23,2,32,50,39,28,16
115,13,44,26,20,30,32,12,36,39,32
116,14,28,15,23,11,19,14,28,0,27
117,15,19,12,28,13,35,13,30,44,47
118,16,29,13,24,32,39,36,39,36,12
119,17,1,31,32,26,16,47,45,16,47
120,18,26,42,30,3,26,44,22,30,27
121,19,13,36,39,32,29,9,16,35,39
122,20,41,31,32,39,15,2,39,24,32
123,21,46,32,31,43,38,9,33,22,37
124,22,30,9,7,0,3,37,31,8,33
125,23,50,35,6,39,19,35,23,15,35
126,24,14,11,39,14,11,19,24,19,24
127,25,28,35,6,35,10,4,23,15,28
128,26,42,20,0,28,35,39,28,35,29
129,27,1,35,36,11,39,12,32,12,36
130,28,12,36,49,36,4,32,41,33,26
131,29,22,26,38,1,37,33,41,21,17
132,30,29,30,38,47,1,9,29,9,44
133,31,43,45,44,29,47,38,33,32,4
134,32,2,39,32,3,38,46,16,1,9
135,33,0,1,32,28,32,39,12,11,39
136,34,8,31,0,48,46,40,48,1,22
137,35,6,2,39,35,1,30,33,44,1
138,36,32,39,12,32,39,49,23,19,13
139,37,1,30,29,9,16,17,18,44,31
140,38,0,28,15,28,43,45,1,48,40
141,39,49,28,39,12,36,32,41,30,31
142,40,1,19,23,39,36,4,35,15,6
143,41,33,32,36,50,2,39,28,19,1
144,42,30,27,9,47,43,1,45,21,26
145,43,28,11,39,23,24,23,35,13,47
146,44,21,30,43,42,31,46,29,1,13
147,45,44,28,10,11,36,32,39,32,39
148,46,32,0,32,10,28,6,23,50,39
149,47,29,9,21,38,21,22,37,47,29
150,48,16,29,47,29,16,29,46,1,44
151,49,24,19,1,30,1,41,17,34,26
152,50,24,19,35,39,28,39,13,39,35
153,0,17,31,30,47,16,47,31,21,16
154,1,26,30,43,21,37,31,47,16,29
155,2,28,44,30,29,47,40,48,40,9
156,3,42,33,37,43,18,27,21,16,29
157,4,32,13,1,8,22,41,42,20,9
158,5,29,16,26,45,1,13,32,19,12
159,6,49,15,49,50,28,24,23,39,32
160,7,38,34,22,1,29,1,48,21,30
161,8,27,33,32,39,15,19,28,23,6
162,9,29,9,29,9,16,9,29,38,47
163,10,13,24,50,28,23,4,28,49,13
164,11,32,4,13,30,1,48,16,29,16
165,12,39,32,39,4,35,39,35,49,24
166,13,45,20,17,3,33,42,31,1,48
167,14,28,39,19,28,25,24,23,15,50
168,15,50,49,4,39,50,32,8,26,33
169,16,1,48,47,1,47,31,45,31,21
170,17,29,44,30,47,18,33,35,29,9
171,18,44,8,20,44,30,31,26,31,1
172,19,15,13,35,12,11,36,39,4,15
173,20,26,16,26,1,41,27,42,30,13
174,21,8,37,32,39,6,24,36,39,4
175,22,43,26,18,3,33,9,29,9,29
176,23,32,36,32,6,32,12,19,24,19
177,24,0,38,9,43,20,45,42,26,9
178,25,0,38,0,26,20,27,29,16,1
179,26,1,38,45,21,31,44,37,25,0
180,27,18,20,37,0,28,15,35,16,9
181,28,19,15,23,2,15,19,24,35,11
182,29,9,8,21,43,41,44,0,19,32
183,30,1,44,31,18,30,1,38,48,46
184,31,47,0,1,16,30,26,30,1,30
185,32,16,29,31,1,47,30,47,7,38
186,33,43,1,35,19,28,6,32,37,27
187,34,0,32,11,50,35,4,24,4,2
188,35,28,50,6,49,32,9,47,1,29
189,36,35,28,32,31,30,16,29,35,16
190,37,43,29,13,35,1,45,38,46,48
191,38,1,48,29,26,47,46,48,47,21
192,39,13,10,15,2,32,39,49,15,32
193,40,1,35,33,26,37,30,0,19,36
