,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,33,0,18,30,44,43,29,31,30
1,1,35,13,15,28,15,4,23,49,6
2,2,39,2,32,19,13,28,36,39,23
3,3,27,29,44,9,30,34,46,26,18
4,4,13,30,47,26,46,40,47,29,38
5,5,16,30,42,33,35,12,4,23,11
6,6,35,39,28,36,11,14,11,19,6
7,7,1,44,43,29,45,3,9,26,47
8,8,42,27,37,38,48,1,21,31,9
9,9,29,28,39,35,16,37,31,43,27
10,10,11,14,49,23,11,36,32,41,34
11,11,6,10,28,39,4,12,15,50,4
12,12,36,32,42,26,46,9,30,26,44
13,13,4,49,32,39,32,33,44,30,20
14,14,28,39,32,28,49,23,28,6,32
15,15,24,32,33,18,44,30,20,26,31
16,16,31,1,9,29,0,17,30,45,46
17,17,26,27,33,46,26,38,42,33,21
18,18,3,31,38,20,37,19,28,35,28
19,19,24,19,49,39,50,39,32,26,31
20,20,1,30,43,30,47,0,41,32,4
21,21,30,31,33,26,37,33,31,30,31
22,22,27,16,22,26,33,31,45,42,0
23,23,32,15,32,28,13,10,6,1,0
24,24,35,11,39,11,39,19,37,19,0
25,25,28,35,23,15,36,39,32,3,41
26,26,0,37,26,20,34,26,32,19,28
27,27,31,44,43,27,37,32,4,13,39
28,28,32,39,12,11,19,12,35,16,30
29,29,27,26,42,26,27,37,29,47,40
30,30,21,30,9,29,26,27,16,26,41
31,31,9,16,47,16,20,37,33,31,3
32,32,36,4,23,39,15,24,19,35,19
33,33,16,35,28,47,16,1,9,22,26
34,34,37,33,31,47,29,26,8,21,27
35,35,23,12,4,32,1,43,22,29,31
36,36,13,32,11,32,29,47,1,13,9
37,37,22,9,29,47,1,31,29,47,1
38,38,29,22,17,1,31,37,33,41,37
39,39,32,2,39,49,39,49,2,35,50
40,40,9,35,33,45,1,30,29,1,31
41,41,45,41,27,47,29,17,26,30,20
42,42,26,43,29,47,48,40,48,38,16
43,43,13,11,32,21,46,8,32,13,11
44,44,47,46,1,42,16,9,16,29,1
45,45,26,28,13,32,36,12,28,12,39
46,46,1,48,1,48,40,46,0,1,44
47,47,30,31,26,34,33,17,27,38,30
48,48,46,0,46,1,37,3,30,37,18
49,49,15,28,32,16,32,39,32,39,28
50,50,28,13,28,13,0,29,16,35,39
51,0,29,16,47,29,32,11,14,28,39
52,1,22,27,1,22,30,47,16,29,47
53,2,39,4,13,30,1,44,8,31,26
54,3,42,30,47,9,26,45,34,46,47
55,4,32,19,32,28,11,28,32,35,32
56,5,29,30,45,42,43,31,22,37,26
57,6,23,32,39,50,23,6,28,37,29
58,7,48,40,29,47,44,1,30,29,16
59,8,37,32,46,22,30,43,29,16,30
60,9,29,31,46,27,26,46,47,1,37
61,10,28,39,14,39,19,11,35,29,9
62,11,36,39,11,10,19,28,35,28,35
