,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,26,39,9,36,29,19,1,0
1,1,25,1,28,9,39,29,36,9,35
2,2,16,4,16,39,9,32,16,4,29
3,3,35,33,35,27,6,16,32,16,39
4,4,47,35,30,28,16,39,26,35,27
5,5,6,16,2,16,13,29,39,16,28
6,6,27,35,3,35,30,35,9,36,9
7,7,19,48,19,1,25,1,28,22,28
8,8,35,37,6,37,1,37,35,16,23
9,9,19,48,19,0,19,7,19,38,35
10,10,29,24,47,13,1,35,27,6,16
11,11,31,11,9,14,29,6,37,35,41
12,12,29,15,47,50,29,19,47,13,43
13,13,47,19,38,35,27,6,5,6,5
14,14,29,32,16,13,26,6,27,35,17
15,15,47,49,47,50,47,13,16,28,44
16,16,32,9,11,29,32,16,49,47,35
17,17,13,16,4,16,39,9,12,9,39
18,18,35,45,35,18,35,47,39,16,39
19,19,47,49,47,49,47,49,47,35,0
20,20,35,33,35,31,35,26,35,45,28
21,21,23,48,24,40,24,46,19,1,28
22,22,28,1,24,47,39,16,23,29,50
23,23,29,14,40,24,40,14,29,4,16
24,24,1,13,47,13,43,13,44,35,3
25,25,1,0,35,43,28,45,35,32,16
26,26,39,9,14,29,28,44,35,37,1
27,27,6,27,6,5,6,37,35,38,35
28,28,1,24,46,19,38,35,20,35,29
29,29,4,29,19,9,32,35,34,35,3
30,30,28,45,28,30,28,22,28,47,15
31,31,35,37,35,27,35,9,32,35,27
32,32,9,39,29,12,9,36,9,39,16
33,33,35,26,13,44,35,17,13,17,13
34,34,35,18,35,27,35,41,35,37,1
35,35,1,28,47,13,30,28,9,36,29
36,36,9,36,9,32,16,23,16,23,47
37,37,35,17,10,29,36,29,14,29,28
38,38,35,9,32,16,23,16,39,9,39
39,39,9,36,29,32,35,43,28,1,35
40,40,14,29,49,16,23,16,49,16,50
41,41,35,47,49,47,19,46,35,43,13
42,42,35,9,39,9,28,31,11,31,35
43,43,13,17,10,29,39,26,35,32,35
44,44,35,31,28,1,28,29,6,37,35
45,45,35,27,35,41,35,26,13,17,35
46,46,24,40,14,40,24,47,39,16,15
47,47,13,28,30,35,33,35,34,35,33
48,48,23,48,24,40,24,48,24,40,14
49,49,16,49,47,50,47,35,43,28,22
50,50,47,49,16,23,29,14,40,14,29
51,0,19,9,39,29,32,35,18,35,45
52,1,28,30,35,43,28,22,28,9,32
53,2,16,2,16,35,34,35,46,19,47
54,3,35,31,35,44,35,18,35,31,28
