,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,28,47,24,48,24,47,39,9
1,1,35,20,35,26,6,37,35,26,35
2,2,16,39,16,23,48,19,48,24,40
3,3,35,27,6,27,6,5,6,27,6
4,4,29,10,17,13,43,35,18,35,45
5,5,6,37,6,27,6,27,6,26,35
6,6,5,6,16,32,9,11,9,35,18
7,7,19,46,24,48,24,1,28,29,39
8,8,35,34,35,31,28,30,28,29,28
9,9,39,9,32,16,2,16,13,30,28
10,10,17,10,29,23,16,23,21,35,9
11,11,9,14,40,14,29,23,48,24,47
12,12,29,24,48,24,29,50,47,23,47
13,13,16,4,16,32,29,36,9,14,9
14,14,29,19,47,50,47,23,29,28,16
15,15,16,35,22,35,20,35,1,28,43
16,16,28,47,4,16,6,26,35,30,35
17,17,35,9,32,9,12,29,39,16,39
18,18,35,9,19,46,24,29,39,26,39
19,19,1,28,30,28,1,28,13,16,23
20,20,35,30,28,13,28,16,50,16,13
21,21,23,47,23,29,13,44,35,27,6
22,22,35,26,39,9,39,16,32,29,13
23,23,47,24,47,49,47,15,29,19,9
24,24,46,19,47,50,16,49,29,12,9
25,25,1,37,35,0,1,19,7,19,7
26,26,13,43,13,1,28,13,47,13,1
27,27,6,5,6,27,35,33,35,29,19
28,28,1,28,44,35,34,35,26,6,26
29,29,4,47,23,16,28,29,19,1,35
30,30,28,29,6,37,1,19,1,19,48
31,31,28,47,28,43,35,3,35,34,35
32,32,9,14,40,24,40,24,47,39,29
33,33,35,46,35,37,35,9,11,29,15
34,34,35,38,35,26,13,28,16,32,16
35,35,9,36,29,49,29,10,29,36,9
36,36,9,36,9,32,29,11,9,35,9
37,37,35,44,13,43,13,28,1,0,1
38,38,19,7,19,0,1,19,47,24,46
39,39,9,12,29,12,29,4,47,4,16
40,40,14,40,14,40,24,47,50,16,32
41,41,35,45,35,42,35,32,16,35,33
42,42,35,38,19,9,36,9,28,9,36
43,43,28,29,28,22,35,1,19,9,12
44,44,35,38,35,41,35,21,35,27,6
45,45,28,30,28,1,0,19,7,19,9
46,46,24,46,35,37,35,0,35,43,28
47,47,49,47,23,29,19,46,35,22,28
48,48,19,29,32,16,32,9,12,9,28
49,49,29,11,31,28,30,28,30,35,46
50,50,16,15,29,19,1,35,9,11,9
51,0,1,28,29,36,29,13,17,35,31
52,1,28,1,0,19,48,24,40,14,29
53,2,16,32,9,36,29,36,29,14,29
54,3,35,32,16,39,26,13,17,35,8
55,4,29,36,9,39,29,36,29,32,16
56,5,6,29,50,16,23,47,19,7,19
57,6,29,32,29,39,9,35,30,28,44
58,7,19,46,35,18,35,3,35,3,35
59,8,35,38,19,0,1,25,1,0,1
60,9,39,26,13,43,28,9,36,29,49
61,10,17,10,17,35,0,35,22,35,9
62,11,29,28,47,23,29,36,9,28,30
63,12,9,39,16,4,29,32,29,10,29
64,13,26,35,37,6,16,35,30,35,26
65,14,29,39,47,13,43,28,31,11,31
66,15,16,39,16,2,16,23,48,19,0
67,16,28,31,28,47,19,48,24,29,49
68,17,10,29,23,47,49,47,50,47,19
69,18,35,43,13,29,4,29,35,26,35
70,19,46,19,38,19,29,39,47,35,27
71,20,35,44,28,9,14,40,24,48,19
72,21,23,21,35,31,28,1,28,30,28
73,22,35,26,13,26,35,18,35,32,9
74,23,29,32,16,6,27,6,29,50,16
75,24,29,35,37,35,38,19,1,0,35
76,25,1,0,35,17,10,29,32,16,6
77,26,13,44,35,26,6,5,6,16,39
78,27,6,5,6,26,6,27,6,37,35
