,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,26,29,30,32,19,0,27,30,33
1,1,33,30,1,30,29,13,28,49,35
2,2,39,50,19,28,32,28,36,28,12
3,3,29,16,3,20,44,37,28,12,36
4,4,23,49,39,32,15,23,19,23,2
5,5,37,44,20,33,27,29,16,35,36
6,6,32,12,36,4,23,2,23,13,50
7,7,38,45,31,20,44,46,48,29,9
8,8,16,35,13,39,49,39,36,39,28
9,9,16,29,9,29,47,27,26,0,9
10,10,39,11,36,35,6,35,19,35,28
11,11,28,39,12,36,35,28,11,4,49
12,12,32,36,6,35,28,0,33,16,47
13,13,23,15,23,19,11,32,39,50,39
14,14,39,19,35,50,4,15,23,39,6
15,15,35,13,30,13,35,39,19,50,39
16,16,1,29,46,47,16,29,16,20,33
17,17,29,44,47,37,9,29,9,1,31
18,18,33,35,32,36,28,13,30,3,38
19,19,39,35,1,13,4,23,15,13,11
20,20,47,31,46,38,33,3,27,44,1
21,21,17,44,1,27,43,9,41,45,30
22,22,34,20,27,3,41,31,21,33,46
23,23,32,23,15,23,15,28,0,43,41
24,24,23,32,13,28,11,36,39,11,35
25,25,28,13,28,19,28,50,36,39,23
26,26,1,47,16,9,21,45,47,26,8
27,27,1,34,22,1,16,9,16,43,38
28,28,35,6,32,20,26,29,1,30,47
29,29,31,43,1,47,13,25,28,30,16
30,30,17,33,3,17,31,27,34,42,20
31,31,46,1,48,47,48,1,31,1,32
32,32,13,28,49,35,50,39,32,39,50
33,33,21,0,24,28,50,4,36,11,35
34,34,26,45,1,9,29,30,3,30,44
35,35,32,12,39,35,13,28,13,39,23
36,36,39,19,36,32,37,5,27,18,34
37,37,33,27,20,8,26,30,33,35,32
38,38,22,16,29,44,1,30,32,37,0
39,39,32,39,49,39,35,9,8,16,47
40,40,29,26,42,22,3,30,21,1,0
41,41,44,29,16,26,20,29,1,31,43
42,42,17,30,16,47,43,30,13,28,0
43,43,44,1,43,44,20,34,20,33,45
44,44,27,3,37,16,47,9,26,17,38
45,45,27,43,34,37,0,1,47,26,41
46,46,29,9,29,44,22,27,44,45,22
47,47,45,22,9,29,1,46,44,38,29
48,48,29,16,9,1,9,16,9,37,0
49,49,6,35,28,11,50,28,10,36,11
50,50,23,39,6,28,4,49,13,50,28
51,0,3,27,38,22,31,37,0,30,27
52,1,46,48,1,31,44,26,0,32,23
53,2,6,50,36,39,12,19,50,35,39
54,3,21,47,29,32,4,32,13,15,39
55,4,14,32,39,12,4,32,2,32,19
56,5,27,20,27,1,29,16,9,32,13
57,6,23,35,39,12,11,19,11,32,50
58,7,47,37,28,4,12,15,50,28,39
59,8,17,42,31,41,33,27,45,33,22
60,9,16,47,1,47,1,8,21,32,9
61,10,15,4,23,39,35,15,24,23,19
62,11,36,32,31,29,9,16,26,18,9
63,12,32,35,23,2,4,49,4,13,2
64,13,31,45,30,33,20,33,20,21,0
65,14,24,0,29,47,30,31,33,44,38
66,15,28,12,39,15,50,10,35,28,6
67,16,1,31,29,30,16,9,35,33,37
68,17,26,9,29,1,45,47,26,45,33
69,18,0,32,14,39,23,13,49,50,32
70,19,24,19,39,32,38,30,1,35,13
71,20,33,31,18,17,16,26,9,16,45
72,21,32,39,32,29,0,48,47,16,0
73,22,46,32,39,32,16,42,16,35,28
74,23,39,32,39,19,36,32,28,13,19
75,24,23,49,11,12,36,15,19,37,32
76,25,37,47,7,38,32,39,50,6,28
77,26,27,26,30,33,35,29,20,46,21
78,27,1,0,16,29,37,31,37,27,29
79,28,35,6,39,2,15,32,22,41,33
80,29,9,47,1,43,16,26,46,30,33
81,30,13,50,39,23,39,50,49,28,35
82,31,26,27,42,18,38,9,26,21,37
83,32,39,19,39,23,28,39,50,23,49
84,33,46,47,32,1,41,44,34,42,0
85,34,46,9,16,48,1,9,29,47,33
86,35,32,31,13,50,19,35,28,12,23
87,36,39,2,4,13,23,2,32,14,32
88,37,9,16,27,29,9,45,46,27,42
89,38,47,26,37,20,32,4,32,49,50
90,39,35,28,39,35,28,26,27,41,17
91,40,29,30,1,7,46,48,29,26,3
92,41,34,1,30,31,30,26,33,3,31
93,42,41,37,41,33,31,1,35,13,39
