,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,37,35,21,23,29,10,17,10
1,1,19,47,15,47,28,47,24,1,35
2,2,16,39,26,39,16,32,9,32,35
3,3,35,33,35,33,35,0,1,0,1
4,4,29,11,29,24,46,35,31,35,34
5,5,6,27,35,44,35,31,28,30,28
6,6,27,6,5,6,37,6,16,49,16
7,7,19,47,4,47,39,26,13,47,49
8,8,35,32,29,13,17,13,26,39,9
9,9,36,29,10,17,10,29,28,43,13
10,10,17,13,28,9,39,29,14,40,14
11,11,31,28,16,13,17,10,29,4,47
12,12,9,39,9,36,9,11,9,12,29
13,13,29,6,5,6,5,6,16,23,47
14,14,29,14,9,14,40,14,40,14,29
15,15,16,2,16,4,47,13,44,28,45
16,16,32,35,30,35,37,35,46,19,46
17,17,13,30,13,28,1,19,46,35,47
18,18,35,33,35,22,35,46,19,9,36
19,19,9,11,29,36,29,28,30,28,31
20,20,35,16,28,1,28,47,49,47,4
21,21,23,16,2,16,32,9,11,31,28
22,22,28,30,28,1,35,37,35,33,35
23,23,21,35,21,23,48,23,16,32,9
24,24,40,14,9,32,29,28,13,1,37
25,25,1,28,47,19,9,32,35,37,35
26,26,39,9,39,9,36,9,12,9,11
27,27,6,27,35,30,28,29,24,40,14
28,28,1,0,19,1,37,6,26,39,16
29,29,32,16,2,16,4,16,35,32,16
30,30,28,31,11,29,39,16,15,16,49
31,31,35,43,35,3,35,18,35,26,13
32,32,9,39,16,28,1,28,30,35,0
33,33,35,29,23,16,39,29,32,16,32
34,34,35,33,35,37,6,27,6,37,1
35,35,9,36,9,11,31,35,27,35,31
36,36,9,19,29,35,30,28,31,35,27
37,37,35,29,4,47,13,47,23,16,15
38,38,35,18,35,33,35,8,35,27,35
39,39,9,28,29,11,9,12,9,39,9
40,40,14,29,50,16,35,31,28,1,0
41,41,35,34,35,17,13,1,28,30,13
42,42,35,37,1,13,1,24,47,23,16
43,43,35,44,35,20,35,47,50,16,35
44,44,13,16,50,29,13,43,35,31,28
45,45,35,31,28,13,26,35,42,35,22
46,46,19,7,19,48,19,7,19,47,23
47,47,28,30,28,30,28,30,35,33,35
48,48,23,48,24,40,14,40,24,47,49
49,49,47,50,47,15,47,49,16,32,29
50,50,47,15,16,39,26,13,26,39,9
51,0,1,28,13,29,19,47,50,47,49
52,1,24,48,23,48,19,46,35,32,29
53,2,16,23,21,35,27,6,5,6,27
54,3,35,1,28,22,35,44,35,17,13
55,4,16,13,43,13,26,39,47,49,47
56,5,6,27,35,20,35,26,35,16,6
57,6,29,28,31,35,31,35,9,39,16
58,7,19,9,32,16,32,9,11,31,28
59,8,35,33,35,44,13,29,6,29,23
60,9,36,29,23,16,35,37,35,32,9
61,10,17,35,34,35,17,35,21,23,48
62,11,9,39,26,13,17,35,34,35,45
63,12,29,11,9,39,9,39,9,12,9
64,13,26,35,32,16,32,9,32,16,15
65,14,29,36,9,11,31,28,44,35,34
66,15,29,24,46,35,27,35,26,6,29
67,16,32,29,35,45,28,31,28,31,35
68,17,35,18,35,38,19,1,13,29,13
69,18,35,34,35,47,50,29,28,9,39
70,19,48,24,48,24,48,24,48,24,48
71,20,35,47,23,48,24,46,24,46,35
72,21,35,38,35,26,35,45,28,43,35
73,22,28,30,35,31,35,43,28,9,19
74,23,47,50,16,35,43,28,47,35,18
75,24,29,12,9,36,9,35,27,6,27
76,25,1,19,48,23,47,15,16,13,17
77,26,35,33,35,22,28,30,28,47,4
