,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,7,48,9,29,9,16,44,18,31
1,1,7,29,16,29,17,29,18,27,20
2,2,50,10,19,4,50,32,28,32,47
3,3,30,45,47,46,43,8,38,31,33
4,4,2,49,36,10,13,36,32,12,4
5,5,16,47,16,29,1,26,34,31,27
6,6,35,28,35,23,39,15,28,13,39
7,7,0,30,16,9,16,0,35,19,12
8,8,33,18,9,16,21,22,33,21,47
9,9,16,29,31,43,29,16,46,16,31
10,10,13,39,50,19,1,46,9,16,9
11,11,36,19,36,39,2,32,28,0,48
12,12,35,39,35,28,10,49,32,11,39
13,13,23,39,32,50,39,4,36,6,39
14,14,19,28,32,27,37,19,39,32,20
15,15,13,23,2,39,32,6,23,39,15
16,16,5,29,47,22,1,42,26,45,26
17,17,3,32,39,19,23,19,11,28,50
18,18,30,47,26,0,37,18,31,3,44
19,19,39,4,32,39,49,24,39,19,36
20,20,47,1,43,27,34,37,27,18,21
21,21,20,22,1,30,34,8,33,26,16
22,22,1,16,29,21,3,18,26,32,3
23,23,24,19,28,25,19,23,19,4,49
24,24,28,49,36,39,32,15,23,4,2
25,25,35,32,6,15,32,41,22,26,41
26,26,27,3,21,47,16,9,35,13,39
27,27,37,27,1,47,29,47,16,17,28
28,28,36,35,28,36,39,23,15,50,35
29,29,31,43,30,29,45,31,27,37,24
30,30,18,44,30,16,38,16,9,27,16
31,31,13,39,19,13,15,24,15,12,32
32,32,19,0,1,13,31,33,42,26,33
33,33,31,27,44,16,31,33,35,16,9
34,34,20,37,21,37,30,22,30,31,30
35,35,32,6,50,19,15,13,6,10,12
36,36,32,31,26,0,47,9,22,45,21
37,37,33,18,42,33,26,31,1,44,34
38,38,47,16,5,37,26,43,47,43,38
39,39,32,15,23,32,13,30,22,0,38
40,40,46,26,3,33,46,30,44,26,29
41,41,0,28,39,32,39,28,26,33,45
42,42,33,8,26,47,16,29,47,21,33
43,43,1,43,44,26,9,29,16,31,0
44,44,30,26,5,16,27,18,46,16,30
45,45,43,1,38,43,30,9,30,27,33
46,46,47,1,29,9,29,43,32,39,28
47,47,38,9,1,47,0,28,36,28,19
48,48,7,0,29,34,27,5,29,48,29
49,49,50,32,33,27,29,30,1,31,1
50,50,15,39,12,50,15,12,32,28,35
51,0,32,19,39,11,39,32,6,39,36
52,1,47,1,0,43,9,29,27,20,32
53,2,32,3,16,35,13,30,29,31,29
54,3,31,20,21,47,29,31,16,9,46
55,4,32,36,19,39,23,24,13,6,23
56,5,16,29,20,27,26,43,44,1,48
57,6,24,28,12,50,11,12,11,36,28
58,7,48,38,43,31,44,3,27,44,0
59,8,1,27,5,16,5,27,37,30,17
60,9,29,46,18,26,22,31,16,21,17
61,10,6,35,39,28,32,14,32,9,8
62,11,35,28,35,16,9,30,33,3,32
63,12,36,32,39,35,33,34,44,30,20
64,13,39,28,35,32,39,49,39,32,14
65,14,32,1,44,32,23,28,36,24,15
66,15,32,28,32,39,50,23,2,39,12
67,16,32,9,29,9,29,1,9,16,21
68,17,47,21,30,41,30,13,15,32,35
69,18,32,33,37,33,27,17,26,30,9
70,19,15,4,39,49,13,29,16,5,16
71,20,27,41,26,20,26,22,1,6,23
72,21,16,35,11,32,6,28,35,28,32
73,22,29,16,44,29,16,5,26,30,31
74,23,50,32,17,26,3,46,44,43,0
75,24,11,39,11,12,39,32,4,50,13
76,25,0,19,39,28,39,15,50,23,13
77,26,29,16,47,29,16,9,48,1,30
78,27,26,30,18,8,42,32,23,39,35
79,28,19,24,35,16,32,39,32,20,46
80,29,27,16,9,16,5,27,26,28,24
81,30,1,0,25,24,23,39,35,33,37
82,31,45,44,17,21,44,28,6,39,6
83,32,39,50,23,39,6,10,12,32,39
84,33,47,46,16,29,1,31,30,13,50
85,34,37,27,29,9,29,31,34,32,0
86,35,15,13,35,32,28,23,35,39,23
87,36,39,36,32,26,1,22,30,22,1
88,37,28,49,13,35,33,9,40,29,9
89,38,46,1,44,41,22,30,29,33,0
90,39,28,19,24,28,19,1,30,45,30
91,40,29,8,18,43,42,46,32,36,19
92,41,30,22,41,26,1,6,10,14,39
93,42,45,30,26,47,46,27,5,27,37
94,43,21,47,1,37,29,9,0,22,44
95,44,30,18,45,16,46,34,37,33,17
96,45,29,30,29,35,28,35,0,37,26
97,46,1,47,29,9,35,39,15,50,49
98,47,28,23,39,36,35,28,11,28,19
99,48,29,16,9,29,48,29,9,29,44
100,49,32,39,50,4,32,29,9,16,22
101,50,32,23,39,32,19,35,9,29,16
102,0,19,39,13,35,36,35,39,2,32
103,1,9,29,47,29,16,20,9,0,41
104,2,39,28,32,23,24,19,39,32,39
105,3,26,42,27,43,33,26,16,9,16
106,4,19,0,32,31,45,30,29,22,43
107,5,26,29,21,27,46,48,38,26,0
108,6,15,28,23,13,35,32,29,44,21
109,7,47,29,30,32,12,11,49,14,39
110,8,32,49,6,28,49,35,28,13,50
111,9,0,13,35,16,17,9,16,29,9
112,10,14,24,13,44,9,29,16,47,0
113,11,39,32,8,38,37,30,18,26,21
114,12,28,11,39,28,39,32,22,47,8
115,13,28,35,0,33,0,44,21,33,30
116,14,49,23,32,39,36,39,32,39,6
117,15,19,35,1,16,47,46,31,38,42
118,16,26,27,5,27,5,29,47,48,1
119,17,37,5,26,18,3,37,45,1,44
120,18,9,42,22,1,35,16,42,9,26
121,19,35,33,21,37,41,43,13,50,35
122,20,43,26,34,33,46,29,27,5,29
123,21,33,3,8,32,17,26,29,16,26
124,22,1,32,35,23,50,15,32,24,19
125,23,4,28,19,28,39,32,35,16,32
126,24,23,35,19,35,19,23,28,11,19
127,25,0,33,27,26,9,30,1,26,46
128,26,3,32,36,15,39,11,35,28,36
129,27,37,41,31,44,30,22,38,1,18
130,28,39,36,19,50,24,0,17,29,9
131,29,17,43,8,27,22,17,43,29,26
132,30,43,37,8,37,22,31,29,30,46
133,31,30,43,1,38,45,30,37,16,9
134,32,39,35,39,35,39,36,6,14,35
135,33,44,1,3,45,18,42,46,22,13
136,34,21,41,30,26,30,47,16,31,18
137,35,32,49,50,39,32,14,10,36,11
138,36,39,32,22,1,6,13,35,49,23
139,37,44,33,20,44,37,3,18,37,9
140,38,29,47,16,26,0,18,31,29,30
141,39,6,39,23,24,19,12,39,35,10
142,40,48,47,16,33,30,37,32,39,50
143,41,8,33,37,0,26,9,29,22,3
144,42,16,29,45,9,29,1,9,29,9
145,43,29,9,47,9,16,9,29,21,33
146,44,22,34,37,3,33,22,29,30,31
147,45,41,3,26,5,26,16,29,28,23
148,46,32,39,19,28,11,35,13,15,36
149,47,29,30,27,31,47,16,26,17,45
150,48,47,31,26,32,15,28,14,36,28
151,49,23,39,13,32,45,30,31,30,1
152,50,13,32,12,13,35,32,13,31,29
153,0,22,46,22,34,30,22,31,34,1
154,1,29,16,48,47,44,43,44,37,41
155,2,39,32,49,2,50,39,23,6,35
156,3,43,8,26,43,30,20,18,33,20
157,4,13,35,10,28,19,23,35,28,11
158,5,37,0,20,8,9,16,5,29,42
159,6,4,12,39,32,11,12,39,32,39
160,7,48,38,30,43,20,31,26,8,27
161,8,46,48,47,42,21,33,27,18,16
162,9,29,45,29,9,35,6,35,24,12
163,10,32,13,32,11,6,39,15,49,4
164,11,36,32,38,48,7,46,1,43,32
165,12,49,50,19,39,50,2,39,36,39
166,13,35,33,27,0,20,0,27,26,16
167,14,32,39,32,31,18,30,16,26,33
168,15,32,11,19,28,35,32,49,15,32
169,16,29,33,44,30,13,35,33,37,5
170,17,16,9,29,3,26,38,29,47,34
171,18,20,27,29,9,31,27,5,27,41
172,19,50,39,32,39,32,19,39,35,16
173,20,27,0,37,38,27,42,31,0,42
174,21,33,34,42,30,33,32,39,32,9
175,22,30,29,32,50,32,11,12,14,10
176,23,13,50,14,6,35,39,35,29,16
177,24,13,39,36,39,36,11,39,35,6
178,25,28,35,4,15,39,35,29,9,45
179,26,27,32,26,27,47,44,47,9,1
180,27,37,45,38,33,38,47,21,42,16
181,28,14,39,10,32,36,15,39,36,10
182,29,16,9,16,29,9,33,41,32,33
183,30,1,26,32,19,36,39,32,41,33
184,31,27,31,27,20,31,21,31,13,23
185,32,12,13,49,4,23,11,36,32,39
186,33,17,37,27,16,30,18,3,0,1
187,34,1,16,29,22,30,31,29,30,34
188,35,28,32,31,45,29,47,9,32,39
189,36,15,50,28,29,9,16,44,1,18
190,37,44,43,44,30,41,16,29,16,47
191,38,9,29,47,16,37,31,45,37,22
192,39,28,36,11,28,4,32,15,23,49
193,40,1,29,45,21,26,42,46,32,9
194,41,29,17,33,31,33,22,21,38,33
195,42,9,1,29,13,35,36,19,13,4
196,43,9,13,29,27,42,37,35,36,32
197,44,31,1,29,9,16,29,16,9,47
198,45,31,30,31,20,9,29,9,31,34
199,46,27,26,32,12,39,6,4,50,23
200,47,29,16,1,29,47,31,20,26,38
201,48,47,26,3,43,29,16,9,16,37
202,49,2,6,50,4,23,6,39,50,32
203,50,15,39,28,19,36,19,24,19,24
204,0,16,5,16,43,27,31,30,26,45
205,1,29,47,21,18,44,1,9,43,1
206,2,35,37,16,9,1,48,47,29,13
207,3,17,16,26,33,30,38,1,26,27
208,4,36,12,39,23,12,14,36,14,24
209,5,27,17,21,31,26,44,33,18,33
210,6,28,15,28,39,50,36,12,39,36
211,7,1,31,37,0,24,23,15,35,33
212,8,33,41,43,38,0,48,16,9,16
213,9,1,9,43,20,0,41,31,26,47
214,10,39,32,19,4,39,11,12,14,11
215,11,39,11,36,11,39,32,12,32,35
216,12,32,26,33,3,8,42,46,43,20
217,13,1,30,27,32,33,43,8,16,9
218,14,4,23,50,15,12,39,24,39,2
219,15,23,32,37,26,16,9,16,9,16
220,16,1,9,47,9,16,29,30,29,30
221,17,27,47,9,27,32,39,28,13,36
222,18,32,39,12,19,35,37,8,0,47
223,19,36,32,8,33,0,19,35,39,50
224,20,1,48,1,31,1,38,33,16,29
225,21,26,44,26,27,26,27,33,45,37
226,22,1,33,26,8,46,26,9,29,16
227,23,2,39,32,46,22,20,29,16,32
228,24,23,4,49,50,19,24,28,32,39
229,25,37,27,5,29,16,9,44,38,21
230,26,29,9,18,33,35,39,32,18,26
231,27,29,30,29,0,21,22,46,17,30
232,28,24,32,19,12,19,23,50,32,23
233,29,44,22,30,47,3,33,3,41,18
234,30,28,12,35,24,50,19,28,23,36
235,31,0,37,27,33,21,31,0,48,40
236,32,39,2,39,24,12,15,49,15,39
237,33,30,1,44,17,26,47,0,33,26
238,34,1,30,13,30,13,39,15,6,35
239,35,16,37,34,26,38,30,43,9,47
240,36,10,39,12,28,49,24,19,35,32
241,37,43,26,47,29,48,47,46,29,21
242,38,33,37,31,37,41,26,31,1,31
243,39,49,2,32,36,32,43,37,27,34
244,40,29,9,26,18,1,48,29,33,0
245,41,20,46,27,41,29,16,13,39,32
246,42,32,35,1,44,1,29,16,29,35
247,43,44,9,43,26,18,38,1,16,43
248,44,33,27,37,28,24,23,39,14,36
249,45,16,26,8,31,26,28,35,16,26
250,46,29,1,35,28,30,17,44,17,29
251,47,1,47,29,47,7,46,33,31,30
252,48,1,47,16,29,44,17,47,33,35
253,49,28,37,38,33,35,4,32,39,2
254,50,15,23,28,35,33,47,45,37,1
255,0,41,30,1,18,44,33,41,17,16
256,1,29,47,9,16,48,46,26,17,37
