,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,0,19,46,35,44,35,32,16
1,1,37,35,38,35,31,35,37,35,33
2,2,16,4,16,39,9,12,9,14,40
3,3,35,43,28,13,47,28,13,47,15
4,4,47,4,47,50,47,13,16,13,29
5,5,6,5,6,27,6,37,6,29,32
6,6,27,35,29,13,47,4,16,39,29
7,7,19,7,19,0,19,1,37,35,47
8,8,35,26,39,9,32,16,28,1,28
9,9,36,9,14,40,14,40,24,1,37
10,10,17,35,41,35,33,35,43,28,30
11,11,9,36,9,12,9,32,9,36,9
12,12,29,24,1,28,1,0,1,37,35
13,13,44,28,9,39,29,14,9,39,9
14,14,29,24,29,35,21,35,31,35,46
15,15,16,39,29,10,29,50,47,23,47
16,16,35,37,35,26,35,47,39,29,19
17,17,35,17,10,29,35,18,35,9,19
18,18,35,44,35,3,35,27,6,16,32
19,19,1,19,0,1,0,1,25,1,19
20,20,35,41,35,9,39,16,35,21,35
21,21,23,21,35,32,9,39,9,36,9
22,22,28,43,35,31,35,26,6,26,13
23,23,16,32,9,39,9,35,3,35,42
24,24,40,24,40,24,47,23,16,28,29
25,25,1,0,1,35,8,35,8,35,43
26,26,6,26,39,29,36,29,28,31,28
27,27,6,27,6,16,28,31,11,9,28
28,28,30,28,13,16,13,47,28,43,28
29,29,14,9,39,9,39,16,32,16,49
30,30,13,29,4,47,50,47,49,29,23
31,31,11,31,35,44,28,16,50,29,49
32,32,9,39,16,35,32,29,11,9,14
33,33,35,46,19,46,24,1,24,46,19
34,34,35,21,35,43,13,1,0,19,47
35,35,31,28,22,28,44,35,30,13,17
36,36,9,32,16,32,35,32,9,39,29
37,37,1,37,1,0,19,47,50,47,39
38,38,35,37,1,13,47,49,47,15,16
39,39,16,39,29,11,9,36,9,36,9
40,40,24,46,24,29,13,1,19,46,19
41,41,35,31,28,9,32,9,11,31,11
42,42,35,16,35,38,19,48,24,48,19
43,43,28,31,28,45,28,47,24,48,19
44,44,35,20,35,0,19,46,19,0,1
45,45,35,33,35,21,23,21,23,21,35
46,46,24,48,19,48,24,1,37,1,19
47,47,19,38,35,47,39,9,11,9,35
48,48,19,48,23,47,50,47,50,29,50
49,49,47,13,26,39,47,23,16,4,16
50,50,16,39,47,23,29,50,29,6,27
51,0,19,48,19,9,36,29,35,27,6
52,1,19,48,24,48,19,38,35,17,10
53,2,16,39,9,14,40,24,48,24,29
54,3,35,29,13,28,31,28,45,35,42
55,4,47,13,17,13,16,4,29,4,47
