,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,24,1,25,1,13,16,32,9
1,1,0,19,46,19,47,49,47,15,47
2,2,16,50,47,49,47,50,29,28,29
3,3,35,20,35,18,35,20,35,16,2
4,4,16,49,29,12,29,35,29,39,16
5,5,6,16,32,29,36,29,32,9,36
6,6,26,35,30,28,30,35,31,35,26
7,7,19,48,19,38,19,47,49,47,49
8,8,35,33,35,37,1,19,7,19,46
9,9,39,16,32,16,13,44,35,33,35
10,10,29,36,9,36,29,4,29,11,29
11,11,31,35,33,35,30,28,16,13,30
12,12,9,11,31,11,31,28,29,50,16
13,13,17,10,29,24,46,24,1,35,3
14,14,29,12,9,32,16,23,47,23,29
15,15,47,13,1,28,30,28,31,28,29
16,16,39,9,39,9,32,16,15,29,50
17,17,35,0,1,25,1,0,1,19,48
18,18,35,43,28,44,13,43,28,31,28
19,19,38,35,27,6,5,6,27,6,37
20,20,35,18,35,34,35,21,23,29,36
21,21,35,42,35,45,35,31,35,31,11
22,22,28,9,36,29,39,29,32,35,38
23,23,21,35,26,35,31,28,44,28,31
24,24,46,24,48,19,46,35,26,6,5
25,25,1,25,1,24,47,24,47,50,47
26,26,6,5,6,27,6,27,6,29,14
27,27,35,46,19,0,1,0,1,37,6
28,28,13,44,35,47,35,30,28,44,28
29,29,24,47,49,47,23,16,50,47,23
30,30,28,22,35,41,35,29,6,26,35
31,31,11,9,36,29,35,37,35,1,28
32,32,16,2,16,50,47,19,0,1,24
33,33,35,18,35,30,28,1,13,26,39
34,34,35,9,19,47,19,9,36,9,36
35,35,32,16,32,29,19,29,35,20,35
36,36,29,24,48,23,16,39,16,6,27
37,37,1,28,47,23,21,23,21,23,29
38,38,19,7,19,29,39,29,32,9,39
39,39,16,15,16,49,47,19,9,39,16
40,40,24,48,23,48,19,7,19,48,19
41,41,35,30,28,13,1,13,26,35,46
42,42,35,33,35,18,35,21,35,33,35
43,43,28,29,50,47,23,16,49,47,19
44,44,35,26,13,47,28,13,17,13,43
45,45,35,16,32,16,6,5,6,29,32
46,46,19,48,23,29,28,30,28,1,25
47,47,49,16,28,29,11,29,10,17,10
48,48,23,29,49,29,36,29,6,27,35
49,49,29,50,47,50,47,23,48,19,1
50,50,47,24,40,24,46,19,48,24,48
51,0,19,29,36,29,32,35,27,6,27
52,1,37,6,16,32,16,6,27,6,27
53,2,16,32,9,11,31,28,45,35,33
54,3,35,30,13,47,49,47,50,16,23
55,4,29,32,9,19,9,32,9,39,29
56,5,6,27,6,27,35,29,32,29,32
57,6,27,35,32,16,39,9,39,29,35
58,7,19,0,19,0,35,16,6,5,6
59,8,35,33,35,26,35,33,35,16,35
60,9,32,29,19,29,28,29,6,26,35
61,10,29,19,48,19,48,19,1,25,1
62,11,9,12,9,39,9,36,9,36,9
63,12,9,28,44,28,1,35,33,35,29
64,13,16,15,16,13,29,50,47,23,48
65,14,9,36,9,35,29,32,35,3,35
66,15,16,39,16,39,9,32,9,35,26
67,16,28,44,13,29,39,9,28,31,35
68,17,13,30,28,29,11,29,28,30,35
69,18,35,3,35,18,35,31,28,43,35
70,19,38,35,33,35,45,35,31,35,34
71,20,35,26,35,33,35,33,35,32,35
72,21,23,29,28,22,28,30,28,47,13
73,22,35,26,35,0,1,37,35,20,35
74,23,16,39,29,39,9,32,16,4,16
75,24,47,23,47,39,9,39,47,4,16
76,25,1,25,1,28,44,35,34,35,34
77,26,13,28,13,44,28,45,28,47,50
78,27,6,16,6,37,35,44,35,26,6
79,28,9,11,9,32,9,28,30,28,31
80,29,6,27,35,32,9,32,16,6,5
81,30,28,47,15,16,13,29,24,1,35
82,31,28,30,28,30,35,41,35,31,35
83,32,16,28,22,35,32,16,39,16,32
84,33,35,26,35,18,35,33,35,21,35
85,34,35,3,35,3,35,30,13,17,10
86,35,47,15,47,50,47,15,29,36,9
87,36,9,28,31,35,33,35,45,35,43
88,37,6,27,6,29,32,35,45,28,30
