,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,16,35,28,35,2,32,19,13,50
1,1,27,18,30,22,31,22,43,34,26
2,2,28,24,50,19,23,50,11,19,25
3,3,37,16,44,21,8,30,47,1,42
4,4,35,33,1,46,9,31,47,30,16
5,5,27,18,31,30,1,35,11,35,13
6,6,39,19,28,32,24,19,50,39,32
7,7,38,47,16,26,44,3,29,27,32
8,8,37,16,29,44,33,32,39,6,23
9,9,0,29,16,0,45,1,38,16,3
10,10,32,39,32,39,28,35,28,25,35
11,11,23,15,23,39,6,1,21,8,30
12,12,36,39,50,28,25,0,28,11,50
13,13,29,9,16,21,41,42,21,18,17
14,14,24,39,35,13,16,9,31,27,41
15,15,49,24,50,15,23,39,36,39,32
16,16,28,24,14,32,33,43,22,31,37
17,17,27,41,46,26,27,18,45,21,27
18,18,1,22,27,5,16,29,9,27,26
19,19,36,23,4,39,4,32,23,49,35
20,20,32,39,32,4,14,35,9,29,1
21,21,41,31,26,30,29,47,16,3,32
22,22,46,26,42,37,32,50,13,28,4
23,23,4,23,24,19,24,37,26,37,38
24,24,23,49,32,30,44,29,16,9,29
25,25,13,39,11,35,23,2,39,15,11
26,26,43,47,43,22,31,43,47,22,29
27,27,43,37,16,29,16,20,3,26,31
28,28,13,35,36,28,15,28,39,35,16
29,29,9,42,30,18,44,0,26,37,26
30,30,47,30,37,18,42,33,26,42,0
31,31,1,19,11,32,23,32,49,39,15
32,32,13,0,9,29,9,16,9,29,16
33,33,42,29,16,29,31,16,27,29,16
34,34,44,30,1,48,1,26,5,37,47
35,35,23,6,23,15,36,19,28,49,39
36,36,12,28,35,28,32,4,13,6,23
37,37,27,33,26,29,16,9,30,3,17
38,38,20,34,33,35,19,32,39,50,2
39,39,2,32,39,28,6,32,31,37,21
40,40,9,16,35,36,32,46,33,38,21
41,41,42,27,5,26,41,29,1,45,37
42,42,44,45,37,27,46,26,37,41,3
43,43,33,18,32,11,35,24,36,19,32
44,44,9,29,9,29,30,38,37,26,22
45,45,41,1,7,48,47,40,47,16,29
46,46,41,30,29,9,32,12,39,50,32
47,47,30,16,9,8,37,38,34,26,30
48,48,21,43,30,44,27,16,33,29,47
49,49,39,12,14,35,13,39,12,39,32
50,50,19,0,29,16,45,26,32,39,6
51,0,8,41,37,8,27,17,8,27,29
52,1,37,20,45,13,28,24,32,39,15
53,2,39,32,49,6,36,6,39,23,50
54,3,45,33,30,45,43,16,29,30,1
55,4,28,4,50,49,13,28,35,14,36
56,5,27,37,32,39,36,39,2,49,23
