,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,33,34,29,9,47,17,42,20,45
1,1,48,29,1,47,30,37,35,6,32
2,2,23,24,4,24,6,32,2,32,39
3,3,0,29,31,1,31,0,32,12,11
4,4,39,23,13,19,11,32,39,32,13
5,5,27,33,37,43,33,32,50,36,19
6,6,28,11,12,32,19,28,0,38,17
7,7,47,30,16,3,16,35,19,28,6
8,8,0,16,46,26,3,47,29,30,29
9,9,29,16,3,37,26,47,29,1,16
10,10,11,50,4,10,39,15,23,35,9
11,11,49,32,28,16,26,30,43,26,16
12,12,28,49,19,23,49,50,35,9,29
13,13,28,35,28,4,2,6,39,15,10
14,14,36,39,6,32,38,26,5,27,37
15,15,12,32,23,13,28,35,37,28,24
16,16,29,9,22,27,5,26,9,48,40
17,17,42,30,43,47,46,29,47,1,30
18,18,26,16,47,1,30,47,38,41,44
19,19,39,28,35,28,39,6,13,12,32
20,20,33,0,24,39,49,23,50,49,32
21,21,17,26,38,34,29,32,1,47,48
22,22,33,47,29,30,1,35,10,36,11
23,23,28,32,39,32,38,26,31,29,35
24,24,28,35,50,13,11,36,28,49,4
25,25,19,28,49,35,6,15,36,14,24
26,26,29,0,33,38,44,46,42,8,27
27,27,3,21,18,46,26,42,30,31,42
28,28,35,25,24,13,36,12,36,12,14
29,29,48,9,16,30,29,9,29,22,30
30,30,46,16,30,13,32,12,15,49,15
31,31,1,35,28,35,28,35,24,36,35
32,32,14,36,35,36,12,15,50,32,22
33,33,16,29,16,29,9,20,18,1,48
34,34,33,45,9,33,22,44,27,43,30
35,35,16,18,0,19,24,23,28,35,32
36,36,28,35,13,49,50,32,39,35,19
37,37,45,3,18,34,47,31,44,32,35
38,38,43,26,1,29,9,35,23,2,23
39,39,4,13,35,33,35,39,49,24,32
40,40,46,33,29,9,33,43,45,1,22
41,41,30,32,23,6,1,9,30,29,30
42,42,32,23,19,12,36,15,13,15,50
43,43,29,47,29,30,29,47,1,44,13
44,44,34,0,38,41,26,47,9,16,1
45,45,37,0,29,47,48,46,38,21,38
46,46,1,29,47,44,32,35,23,39,23
47,47,26,1,19,35,49,19,28,50,4
48,48,47,21,38,30,44,28,35,39,49
49,49,35,9,13,0,26,16,35,28,35
50,50,23,32,24,28,0,33,26,33,8
51,0,31,43,1,43,31,22,44,43,33
52,1,31,30,47,38,18,29,0,29,40
53,2,13,28,35,1,44,22,37,44,43
54,3,8,3,17,43,31,1,45,31,37
