,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,45,35,42,35,33,35,22,35
1,1,28,31,35,26,35,33,35,8,35
2,2,16,28,9,39,9,11,9,12,9
3,3,35,32,9,36,29,32,16,39,47
4,4,16,39,29,50,47,15,29,11,29
5,5,6,27,6,5,6,26,35,20,35
6,6,5,6,5,6,27,35,42,35,31
7,7,19,1,35,26,35,32,16,6,5
8,8,35,43,28,16,32,16,32,9,39
9,9,32,29,32,9,36,29,14,40,24
10,10,17,35,30,28,45,28,13,28,16
11,11,31,28,22,28,30,28,1,19,1
12,12,9,12,9,12,29,28,30,28,31
13,13,29,49,47,15,47,23,47,28,1
14,14,40,14,29,15,29,13,26,35,8
15,15,47,4,47,23,47,28,22,35,16
16,16,23,16,39,26,39,9,12,9,11
17,17,35,45,35,33,35,38,19,0,35
18,18,35,18,35,34,35,41,35,41,35
19,19,38,35,30,28,30,13,44,35,26
20,20,35,32,9,35,44,35,29,10,17
21,21,35,3,35,27,6,29,36,9,39
22,22,28,43,13,16,28,13,44,35,33
23,23,21,23,16,32,29,36,29,19,1
24,24,40,14,29,13,47,19,29,32,9
25,25,1,28,1,19,0,35,43,28,1
26,26,35,30,13,47,23,16,35,42,35
27,27,35,27,6,29,15,47,23,47,4
28,28,9,39,9,12,9,12,9,39,9
29,29,50,16,6,29,13,29,4,29,11
30,30,35,41,35,0,19,29,36,9,12
31,31,35,38,35,26,13,47,50,29,39
32,32,35,33,35,17,35,41,35,27,6
33,33,35,41,35,34,35,46,24,1,28
34,34,35,8,35,30,35,18,35,37,6
35,35,44,13,29,13,44,13,47,50,29
36,36,9,12,29,35,30,28,44,13,1
37,37,1,13,26,35,31,35,32,9,32
38,38,35,33,35,30,35,31,35,45,28
39,39,16,15,16,15,29,49,29,10,29
40,40,24,46,19,1,25,1,0,35,32
41,41,35,42,35,34,35,3,35,42,35
42,42,35,27,35,1,37,1,25,1,28
43,43,28,45,35,31,11,31,11,31,35
44,44,35,9,36,29,12,29,4,47,4
45,45,28,1,25,1,35,32,16,39,47
46,46,24,47,13,16,39,9,32,9,36
47,47,23,47,23,16,6,29,28,22,35
48,48,19,38,35,3,35,26,13,29,49
49,49,29,39,47,13,17,13,28,29,15
50,50,47,24,47,13,17,13,17,35,37
51,0,35,17,10,17,35,9,32,16,23
52,1,25,1,0,19,9,39,26,6,27
53,2,16,32,9,14,40,24,48,24,48
54,3,35,44,35,45,35,33,35,26,35
55,4,47,39,9,36,9,39,29,36,9
56,5,6,5,6,16,39,16,6,5,6
57,6,26,6,27,6,16,35,30,35,30
58,7,19,0,1,19,1,28,44,28,43
59,8,35,27,6,5,6,16,32,9,12
60,9,39,9,32,16,32,35,37,35,17
61,10,17,13,29,10,17,13,28,31,35
62,11,9,36,29,13,44,35,47,39,9
63,12,9,14,40,14,40,14,29,13,28
64,13,29,39,9,14,40,24,40,24,40
