,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,29,50,47,49,16,39,29,24
1,1,28,47,15,16,39,16,39,9,32
2,2,16,6,26,35,33,35,22,35,27
3,3,35,38,35,0,1,37,35,8,35
4,4,16,32,16,28,30,13,17,13,26
5,5,6,5,6,16,32,9,35,29,32
6,6,29,28,29,28,31,35,18,35,16
7,7,19,29,35,44,13,29,49,29,13
8,8,35,22,35,30,13,30,35,29,12
9,9,32,29,24,40,14,40,14,40,24
10,10,17,13,44,35,37,1,35,9,11
11,11,9,35,18,35,32,16,32,9,35
12,12,9,32,9,36,9,39,9,39,9
13,13,43,35,20,35,20,35,38,35,0
14,14,29,13,29,23,47,23,48,24,48
15,15,16,23,48,24,46,24,40,14,9
16,16,6,29,4,47,49,29,39,16,23
17,17,10,17,35,17,13,28,30,13,47
18,18,35,20,35,9,32,9,19,1,28
19,19,48,23,16,39,16,6,37,35,26
20,20,35,27,6,26,35,41,35,33,35
21,21,23,47,49,47,50,29,35,26,39
22,22,35,32,16,13,43,13,26,35,0
23,23,48,19,1,13,17,13,28,1,24
24,24,47,13,16,23,16,49,29,36,9
25,25,1,28,22,28,30,13,43,35,26
26,26,35,41,35,20,35,41,35,0,1
27,27,35,16,39,29,15,29,6,26,39
28,28,31,11,29,6,5,6,5,6,16
29,29,28,30,28,9,39,16,23,48,24
30,30,28,30,28,45,35,34,35,42,35
31,31,35,8,35,22,28,45,28,9,12
32,32,29,32,35,32,16,50,47,23,16
33,33,35,43,35,21,23,16,23,16,15
34,34,35,37,1,0,1,0,1,25,1
35,35,27,6,16,39,9,36,9,32,35
36,36,9,39,16,49,47,49,16,39,29
37,37,35,37,35,3,35,26,39,9,35
38,38,35,29,28,13,16,4,47,24,40
39,39,29,36,9,39,9,39,9,14,9
40,40,14,9,39,9,35,29,39,29,35
41,41,35,30,28,47,15,47,23,16,4
42,42,35,43,35,1,25,1,0,1,13
43,43,13,30,28,30,28,1,28,45,28
44,44,28,31,28,31,28,47,23,29,4
45,45,35,42,35,38,35,9,12,29,49
46,46,35,0,1,37,1,37,35,3,35
47,47,50,16,23,16,4,16,39,26,39
48,48,19,47,15,29,39,26,35,43,28
49,49,29,6,5,6,5,6,5,6,26
50,50,47,4,16,39,29,35,46,35,8
51,0,35,33,35,3,35,26,35,37,35
52,1,19,1,25,1,35,42,35,26,6
53,2,16,23,16,15,16,2,16,32,29
54,3,35,27,6,5,6,5,6,26,39
55,4,47,4,16,39,16,32,29,24,1
56,5,6,16,32,16,39,16,28,29,11
57,6,29,49,47,39,26,35,38,19,48
58,7,19,0,1,0,1,28,44,28,31
59,8,35,27,6,26,13,26,6,26,35
60,9,14,29,15,16,13,44,13,17,10
61,10,17,10,29,36,29,24,48,24,1
62,11,31,11,29,11,9,19,38,19,48
63,12,9,39,29,13,43,28,30,28,13
64,13,29,50,16,32,16,13,1,0,1
65,14,9,12,29,35,1,35,27,35,43
66,15,29,50,16,6,5,6,27,6,27
67,16,23,16,15,29,28,30,28,44,28
68,17,13,28,45,35,8,35,26,6,5
69,18,35,31,28,29,19,47,39,16,6
70,19,38,19,9,12,29,19,9,36,9
71,20,35,30,35,26,35,33,35,9,39
72,21,35,33,35,18,35,26,13,17,35
73,22,35,27,6,5,6,27,6,29,35
74,23,16,28,31,28,43,13,1,19,38
75,24,1,19,1,28,22,35,1,19,1
76,25,1,28,9,32,16,32,16,32,29
77,26,39,9,14,9,39,16,39,9,39
78,27,35,32,35,26,35,30,28,43,35
79,28,30,35,8,35,30,28,29,14,29
80,29,19,46,35,34,35,33,35,26,39
81,30,28,30,35,42,35,42,35,38,35
82,31,35,33,35,30,28,30,35,26,6
83,32,35,18,35,26,13,30,13,17,35
84,33,35,18,35,46,35,22,28,13,43
85,34,35,22,35,17,10,17,13,17,10
86,35,1,19,29,23,47,13,43,13,1
87,36,29,36,29,13,16,2,16,23,16
88,37,1,35,33,35,27,35,31,35,31
89,38,35,18,35,31,35,33,35,8,35
90,39,9,11,9,14,29,4,16,50,47
91,40,14,29,39,16,49,29,19,9,14
92,41,35,0,1,37,6,29,12,29,32
93,42,35,17,35,32,29,32,9,39,9
94,43,28,30,28,30,35,37,1,19,9
95,44,35,18,35,22,35,45,28,43,28
96,45,28,29,32,9,19,0,1,0,1
97,46,19,7,19,1,19,0,1,28,1
98,47,24,40,14,40,24,1,0,35,16
99,48,19,48,19,48,24,40,14,9,12
100,49,47,4,47,28,22,28,30,28,47
101,50,29,49,29,35,41,35,22,28,1
102,0,1,28,1,0,1,0,1,0,1
103,1,0,35,45,35,47,49,47,49,47
104,2,16,4,16,6,16,49,29,6,29
105,3,35,31,35,9,11,31,35,45,28
106,4,29,24,47,49,47,49,29,12,29
107,5,6,27,6,5,6,27,6,26,35
108,6,16,35,26,39,9,39,26,35,27
109,7,19,29,32,16,39,26,35,26,39
110,8,35,26,35,46,24,29,11,9,32
111,9,11,9,36,29,49,47,50,29,32
112,10,29,11,29,12,9,35,3,35,8
113,11,29,11,9,36,29,39,16,4,29
114,12,9,28,31,35,20,35,30,35,30
115,13,30,13,1,19,1,28,45,28,29
116,14,29,13,47,49,29,28,29,24,1
117,15,29,39,9,39,29,35,26,35,37
118,16,32,29,11,31,28,47,23,47,15
119,17,35,43,13,29,15,29,4,47,50
120,18,35,33,35,33,35,27,6,16,32
121,19,1,35,21,35,18,35,31,28,31
122,20,35,22,35,37,1,28,13,26,35
123,21,23,47,49,47,24,46,24,47,19
124,22,28,45,35,32,29,14,40,14,40
125,23,16,32,16,39,9,35,31,11,31
126,24,48,24,40,24,29,50,47,15,29
127,25,1,24,48,23,21,35,31,11,29
128,26,6,27,6,27,35,34,35,41,35
129,27,6,29,35,38,35,32,16,23,16
130,28,45,35,46,24,47,24,48,24,48
131,29,14,29,10,29,4,29,39,9,39
132,30,28,22,28,30,28,9,19,47,35
133,31,11,9,14,29,6,5,6,29,39
134,32,16,28,31,35,44,13,30,35,27
135,33,35,1,28,45,35,26,13,1,28
136,34,35,30,28,43,28,29,19,48,24
137,35,16,39,9,28,31,35,16,23,47
138,36,9,32,9,32,35,27,35,30,13
139,37,35,30,13,28,31,35,20,35,37
140,38,19,48,24,47,23,47,35,26,35
141,39,26,35,43,13,47,50,47,50,47
142,40,24,46,19,48,19,48,19,1,0
143,41,35,38,35,47,23,47,49,47,35
144,42,35,43,28,31,28,13,1,28,30
145,43,13,28,30,13,28,16,39,26,35
146,44,13,30,13,26,6,5,6,27,35
147,45,28,43,13,1,13,17,35,27,6
148,46,24,29,19,7,19,38,19,29,36
149,47,49,47,39,16,23,21,23,16,2
150,48,19,47,49,29,19,48,19,38,19
151,49,47,4,29,23,48,24,48,23,47
152,50,47,50,29,6,16,28,31,28,22
153,0,35,44,13,1,0,35,41,35,33
154,1,25,1,0,19,46,35,32,16,32
155,2,16,39,16,32,16,2,16,39,9
156,3,35,43,35,31,35,26,6,37,6
157,4,47,13,16,13,47,13,47,24,1
158,5,6,27,6,29,36,9,36,9,39
159,6,5,6,29,6,29,23,21,35,38
160,7,19,1,19,47,23,48,19,48,24
161,8,35,32,35,26,39,9,39,16,39
162,9,14,9,28,29,39,16,13,28,30
