,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,38,1,30,17,44,31,0,24,49
1,1,26,33,32,24,23,15,32,28,37
2,2,23,39,14,11,39,23,36,32,9
3,3,30,43,42,26,37,8,0,46,29
4,4,50,13,31,30,44,9,29,9,33
5,5,27,37,9,16,29,30,43,30,43
6,6,35,28,23,28,37,16,9,16,30
7,7,0,30,44,16,45,30,29,27,30
8,8,38,44,1,6,35,19,12,35,15
9,9,16,8,30,1,22,8,33,26,29
10,10,32,42,21,29,8,33,32,30,17
11,11,36,10,13,23,6,23,2,39,28
12,12,36,4,35,33,31,46,26,29,43
13,13,19,14,12,23,10,11,39,28,11
14,14,28,35,32,19,1,0,44,26,32
15,15,13,39,19,24,13,11,28,24,28
16,16,47,16,47,31,20,33,31,16,22
17,17,3,1,9,16,29,7,0,46,17
18,18,33,29,1,7,1,30,32,39,13
19,19,39,49,36,49,28,10,39,28,35
20,20,26,33,0,1,43,27,26,47,16
21,21,27,16,47,16,9,29,1,30,9
22,22,31,30,1,28,32,39,13,35,13
23,23,49,23,4,13,43,27,21,18,31
24,24,32,23,39,32,36,12,36,13,39
25,25,37,30,45,44,22,13,31,29,37
26,26,47,46,16,17,26,21,33,47,45
27,27,26,8,0,30,44,21,48,47,29
28,28,35,33,45,30,9,46,38,22,17
29,29,26,16,47,26,47,32,16,26,30
30,30,16,1,35,36,23,15,23,39,36
31,31,29,9,42,27,41,30,16,47,37
32,32,39,32,49,6,1,16,47,33,43
33,33,46,47,16,37,20,0,35,19,1
34,34,27,8,1,30,21,29,47,17,26
35,35,39,11,28,24,49,28,35,36,11
36,36,32,12,15,39,36,12,32,33,1
37,37,28,32,23,50,49,13,50,28,49
38,38,47,43,44,0,44,17,37,30,1
39,39,32,28,32,3,9,30,34,41,47
40,40,48,29,9,16,26,30,31,33,26
41,41,18,29,47,30,29,0,8,34,27
42,42,38,9,47,43,1,22,9,29,37
43,43,31,47,22,34,44,30,44,16,31
44,44,28,0,32,35,16,5,37,27,29
45,45,16,30,31,1,16,26,34,22,47
46,46,8,26,9,47,16,26,20,41,26
47,47,7,48,47,29,16,47,29,1,22
48,48,1,27,5,27,0,20,38,29,9
49,49,32,35,25,37,34,45,37,5,37
50,50,36,12,39,32,23,4,49,23,12
51,0,37,21,37,38,29,31,13,22,30
