,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,27,35,32,16,23,16,50,47
1,1,19,0,19,48,24,48,24,1,25
2,2,16,23,21,35,18,35,17,35,42
3,3,35,0,35,26,35,44,28,1,35
4,4,16,50,47,35,32,9,39,16,32
5,5,6,27,6,29,6,37,35,26,35
6,6,27,6,5,6,27,35,43,13,29
7,7,19,48,24,29,10,29,28,1,24
8,8,35,33,35,33,35,30,35,33,35
9,9,36,29,32,9,36,29,32,16,4
10,10,29,39,9,19,7,19,46,19,38
11,11,31,35,42,35,26,35,45,28,30
12,12,9,39,29,10,17,10,29,23,16
13,13,1,0,1,28,45,35,30,28,13
14,14,29,4,29,36,9,39,29,28,30
15,15,16,23,16,13,1,28,1,28,9
16,16,32,16,39,9,11,31,35,37,1
17,17,10,17,35,43,28,43,13,1,0
18,18,35,31,28,1,0,19,29,11,29
19,19,48,23,16,49,47,49,16,39,29
20,20,35,43,35,34,35,8,35,33,35
21,21,23,47,23,47,35,16,6,27,6
22,22,28,30,28,30,28,30,28,16,32
23,23,47,35,44,13,29,49,29,24,29
24,24,40,24,40,14,9,35,41,35,21
25,25,1,24,48,24,47,28,30,28,30
26,26,13,1,28,45,35,26,35,18,35
27,27,6,5,6,27,6,27,6,27,35
28,28,30,28,31,28,30,35,31,28,30
29,29,32,16,28,16,32,9,19,29,14
30,30,28,31,28,30,28,1,28,31,28
31,31,28,1,28,29,15,29,49,47,50
32,32,16,32,9,32,16,39,16,32,35
33,33,35,3,35,27,6,5,6,37,1
34,34,35,21,35,43,28,1,35,29,28
35,35,1,13,43,28,1,24,46,19,0
36,36,9,11,31,28,1,19,46,19,48
37,37,1,0,19,48,24,48,19,47,39
38,38,19,1,28,1,13,43,13,43,35
39,39,26,35,9,28,30,28,13,30,35
40,40,24,40,24,29,49,47,39,26,13
41,41,35,3,35,27,6,29,32,16,23
42,42,35,0,1,28,1,28,9,28,44
43,43,28,31,35,32,9,36,9,28,30
44,44,13,43,28,31,28,16,15,16,39
45,45,28,13,1,28,1,28,16,39,16
46,46,24,47,50,16,23,47,15,47,49
47,47,24,29,36,9,39,9,36,29,35
48,48,19,29,35,45,28,30,35,18,35
49,49,47,28,1,19,48,19,1,19,38
50,50,47,49,47,4,16,28,31,11,29
51,0,1,19,46,19,0,1,28,16,32
52,1,19,38,35,26,35,17,35,34,35
53,2,16,39,9,12,29,32,29,39,29
54,3,35,26,35,29,35,26,39,29,14
55,4,16,23,21,23,48,23,29,12,9
56,5,6,27,6,27,35,30,28,45,28
57,6,27,6,27,6,27,35,9,11,9
58,7,19,46,24,48,23,16,2,16,4
59,8,35,16,2,16,2,16,39,16,32
60,9,36,9,36,29,24,46,24,47,28
61,10,29,32,16,35,45,28,30,28,16
62,11,9,32,9,39,9,39,16,6,29
63,12,9,39,9,14,29,28,31,28,29
64,13,1,35,42,35,41,35,16,32,9
65,14,9,39,9,19,29,23,48,19,46
66,15,47,23,21,35,31,11,31,28,13
67,16,39,16,32,16,4,16,2,16,39
68,17,10,29,15,29,19,48,24,40,24
69,18,35,33,35,17,13,44,28,45,28
70,19,1,28,16,2,16,13,26,6,29
71,20,35,44,35,20,35,33,35,16,15
72,21,35,1,28,44,13,44,35,45,35
73,22,35,38,19,1,13,43,13,17,10
74,23,29,6,26,35,47,50,16,6,16
75,24,48,23,48,24,1,28,13,28,29
76,25,1,0,35,27,6,29,10,17,10
77,26,35,20,35,47,49,29,49,47,15
78,27,6,5,6,27,6,27,35,31,35
79,28,16,32,9,39,26,35,31,35,44
80,29,10,29,35,32,9,11,31,28,1
81,30,13,30,35,26,39,29,35,26,35
82,31,28,29,4,29,15,29,19,48,19
83,32,9,11,9,39,9,32,9,28,44
84,33,35,33,35,22,35,21,23,29,49
85,34,35,9,12,29,6,27,35,20,35
86,35,26,35,41,35,22,28,9,35,26
87,36,29,35,42,35,18,35,34,35,37
88,37,1,24,40,14,29,10,17,13,43
89,38,19,38,35,27,35,26,35,33,35
90,39,9,32,9,32,16,6,5,6,5
91,40,24,40,24,40,24,29,32,9,36
92,41,35,31,28,43,35,37,1,19,48
93,42,35,42,35,16,39,47,49,47,39
94,43,35,33,35,46,24,40,14,9,36
95,44,13,16,32,29,6,29,11,29,49
96,45,28,47,15,47,28,16,6,27,6
97,46,35,32,9,12,9,39,29,32,29
98,47,4,47,4,29,11,9,36,29,35
99,48,23,16,13,43,28,30,35,22,35
100,49,29,39,16,13,30,28,22,28,22
101,50,47,49,29,19,48,19,29,19,48
102,0,35,16,13,1,0,35,21,23,16
103,1,28,44,28,31,35,43,28,29,23
104,2,16,23,48,19,48,19,46,35,43
105,3,35,22,35,34,35,0,35,17,35
106,4,47,49,47,4,47,35,33,35,33
107,5,6,27,35,34,35,16,13,47,50
108,6,27,6,27,6,26,35,47,15,29
109,7,19,1,37,35,33,35,38,35,30
110,8,35,20,35,33,35,33,35,38,35
111,9,11,29,39,26,35,31,35,18,35
112,10,29,49,16,28,31,35,41,35,33
113,11,29,12,29,50,16,6,29,32,9
114,12,29,36,29,35,42,35,44,28,13
115,13,30,28,1,13,26,39,47,39,16
116,14,9,36,9,32,35,26,39,9,19
117,15,47,50,29,35,27,6,5,6,5
118,16,2,16,32,9,12,9,12,29,36
119,17,35,30,28,9,36,9,39,9,32
120,18,35,1,0,19,29,11,9,36,9
121,19,38,35,27,6,27,6,5,6,27
122,20,35,37,1,0,1,19,0,35,26
