,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,38,33,43,29,1,33,44,27,18
1,1,48,46,42,22,0,19,28,24,19
2,2,49,35,13,39,14,13,39,14,24
3,3,43,28,13,39,28,35,16,47,32
4,4,6,11,24,13,32,39,4,39,15
5,5,27,29,46,18,41,33,45,33,26
6,6,28,39,12,19,35,0,28,19,14
7,7,1,45,20,21,9,31,29,1,33
8,8,31,22,26,21,43,45,32,12,11
9,9,31,33,35,28,35,16,9,16,9
10,10,32,36,39,35,32,0,45,37,17
11,11,39,24,23,50,35,24,28,39,36
12,12,36,39,19,36,32,4,23,19,13
13,13,19,35,4,35,28,13,49,35,28
14,14,19,15,19,49,14,12,35,37,47
15,15,24,6,4,50,23,39,49,50,23
16,16,9,7,29,47,13,28,25,35,11
17,17,18,31,26,38,1,30,17,18,30
18,18,44,20,8,1,29,9,37,26,47
19,19,25,13,1,40,29,16,37,31,30
20,20,3,46,31,3,41,44,30,43,46
21,21,18,30,13,35,11,39,32,17,16
22,22,44,29,9,30,17,33,1,29,16
23,23,32,29,9,1,45,30,1,47,30
24,24,13,28,0,1,9,22,32,28,35
25,25,24,11,35,28,0,30,44,26,30
26,26,37,9,0,7,48,46,30,41,27
27,27,47,29,9,22,30,29,43,29,16
28,28,35,9,1,48,9,37,3,31,1
29,29,1,0,19,14,10,36,14,32,33
30,30,21,27,30,45,26,47,32,14,39
31,31,30,29,31,16,29,9,41,29,1
32,32,39,19,28,35,0,3,30,33,30
33,33,34,33,31,33,16,9,35,36,39
34,34,3,46,33,37,16,21,16,26,21
35,35,13,30,26,44,18,44,47,16,46
36,36,11,14,36,49,23,50,32,36,35
37,37,0,30,3,42,30,44,29,5,37
38,38,32,37,16,29,16,30,43,1,29
39,39,4,23,32,37,3,9,16,32,49
40,40,48,0,27,38,9,32,39,11,28
41,41,16,1,46,3,29,18,1,29,9
42,42,16,26,44,8,26,16,9,26,0
43,43,29,9,29,16,30,45,33,29,47
44,44,47,46,22,26,32,31,45,43,17
45,45,9,16,30,9,47,26,9,16,27
46,46,34,29,16,31,45,16,43,18,41
47,47,26,38,32,28,6,49,13,50,28
48,48,16,9,26,33,35,39,35,25,0
49,49,12,11,14,6,35,28,37,26,27
50,50,15,10,13,39,24,6,35,39,23
51,0,47,16,21,30,8,31,30,29,9
52,1,30,16,47,17,44,31,27,26,8
53,2,50,4,11,32,39,4,39,6,28
54,3,33,46,17,1,33,17,42,37,30
55,4,49,2,32,4,39,15,13,44,34
56,5,27,37,1,29,22,21,29,1,16
57,6,23,28,13,0,18,29,9,16,21
58,7,47,29,9,46,26,30,16,29,9
59,8,37,31,27,44,34,26,41,34,33
60,9,0,31,9,29,35,6,32,0,28
61,10,19,4,24,35,9,29,9,46,21
62,11,35,19,15,24,10,13,25,13,28
63,12,32,39,49,23,19,35,6,32,13
64,13,35,28,29,47,48,47,17,26,20
65,14,19,12,36,6,36,39,35,9,29
66,15,23,50,24,15,49,50,23,35,33
67,16,26,17,44,3,0,26,29,9,29
68,17,32,27,41,44,30,32,31,17,27
69,18,27,22,30,43,34,33,32,31,30
70,19,24,19,35,11,39,14,12,32,39
71,20,1,40,1,26,18,26,34,26,33
72,21,8,30,33,32,39,10,15,23,32
73,22,30,47,29,9,22,0,13,23,13
74,23,32,4,50,15,4,2,15,4,28
75,24,13,32,11,28,1,27,16,9,48
76,25,35,28,39,50,49,28,16,47,29
77,26,33,31,26,16,9,29,9,47,13
78,27,33,31,27,16,47,32,18,20,21
79,28,50,14,11,32,4,23,13,12,19
80,29,1,37,17,8,20,30,16,9,29
81,30,22,31,30,31,1,30,43,9,47
82,31,16,29,47,29,47,41,1,29,47
83,32,33,27,37,44,43,45,30,16,20
84,33,32,21,18,37,28,23,35,19,36
85,34,26,17,0,13,35,6,23,32,9
86,35,13,32,31,1,16,1,29,9,16
87,36,14,28,11,32,37,26,27,34,27
88,37,16,22,26,44,42,44,29,17,30
89,38,8,31,43,31,22,8,46,34,32
90,39,36,39,32,28,35,2,50,12,36
91,40,29,33,35,33,42,20,38,18,38
92,41,20,3,29,8,33,8,26,18,31
93,42,27,17,26,30,29,9,30,29,47
94,43,1,31,26,45,29,7,29,9,27
95,44,30,22,30,3,8,34,3,33,35
96,45,1,48,1,44,1,44,43,18,27
97,46,34,33,26,1,41,27,16,30,31
98,47,13,49,28,4,39,14,23,50,11
99,48,1,7,38,0,28,37,30,18,37
100,49,13,15,24,19,39,2,32,39,32
101,50,32,12,39,32,45,44,42,33,31
102,0,13,47,29,1,16,41,46,1,48
103,1,48,46,37,31,0,29,26,16,0
104,2,39,13,50,39,13,35,14,28,15
105,3,47,31,18,47,0,33,42,45,31
106,4,13,39,12,11,39,36,19,23,13
107,5,29,33,22,30,44,46,0,27,30
108,6,39,50,24,10,6,4,24,36,12
109,7,38,46,45,43,18,17,29,43,1
110,8,37,43,9,29,17,20,33,1,26
111,9,31,21,38,0,38,33,35,29,16
112,10,28,19,35,32,10,23,49,15,32
113,11,39,13,24,19,24,23,39,12,39
