,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,25,19,35,36,12,36,11,6,32
1,1,43,1,31,33,1,47,29,9,17
2,2,39,12,39,32,2,15,39,6,35
3,3,31,46,31,33,26,8,33,30,29
4,4,32,33,41,31,16,29,33,20,31
5,5,27,30,31,41,47,1,9,35,10
6,6,35,28,25,28,37,32,4,32,26
7,7,1,0,28,13,24,4,39,28,10
8,8,38,16,27,43,30,26,33,8,20
9,9,17,18,8,27,16,26,29,47,27
10,10,19,0,37,38,43,44,31,37,45
11,11,12,49,4,6,35,39,50,49,28
12,12,11,28,0,27,43,22,43,30,31
13,13,28,35,1,47,22,3,33,35,39
14,14,13,39,28,19,39,15,10,36,19
15,15,39,50,28,36,32,37,0,17,31
16,16,26,30,1,30,27,42,31,38,3
17,17,21,42,47,16,26,41,42,31,1
18,18,20,26,9,16,27,22,29,16,44
19,19,23,11,14,35,29,9,1,32,49
20,20,26,27,29,30,22,27,26,0,46
21,21,20,26,37,9,26,8,47,16,32
22,22,32,12,36,39,32,28,49,2,39
23,23,49,15,14,32,26,38,32,20,32
24,24,50,35,33,20,26,38,31,41,33
25,25,19,35,28,26,1,30,22,43,20
26,26,37,33,3,21,1,46,9,47,29
27,27,42,37,31,43,13,39,23,13,4
28,28,35,10,39,36,12,14,19,0,37
29,29,16,44,1,31,1,47,30,26,27
30,30,31,45,18,26,37,47,29,28,6
31,31,17,43,13,19,23,28,11,32,37
32,32,4,32,39,23,32,46,7,38,37
33,33,1,42,37,29,44,30,41,31,9
34,34,33,32,19,24,39,49,39,13,49
35,35,39,36,6,14,19,24,39,49,39
36,36,28,19,0,1,30,16,27,33,41
37,37,22,43,1,9,16,43,30,3,18
38,38,43,1,29,5,16,9,29,21,37
39,39,32,13,39,4,39,32,28,19,11
40,40,1,30,26,5,29,26,37,33,26
41,41,29,47,9,16,45,38,48,47,29
42,42,34,27,30,44,22,46,1,31,33
