,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,30,43,1,43,30,1,9,33
1,1,0,37,32,47,21,46,47,29,27
2,2,23,35,11,32,39,50,12,14,23
3,3,33,31,29,47,17,16,43,31,47
4,4,28,49,15,32,33,43,0,42,46
5,5,37,27,26,22,37,28,36,39,23
6,6,39,24,6,2,6,39,6,50,23
7,7,48,40,29,1,29,9,29,43,16
8,8,44,30,37,22,26,34,37,8,30
9,9,16,29,48,1,32,4,24,13,23
10,10,14,19,13,35,32,12,11,39,50
11,11,35,11,39,32,39,23,50,13,35
12,12,36,11,28,4,6,39,15,39,15
13,13,39,35,28,32,10,36,11,39,49
14,14,39,11,12,39,13,1,26,33,41
15,15,39,28,17,16,43,16,32,50,39
16,16,9,16,38,31,29,30,17,33,0
17,17,29,9,16,38,0,29,21,27,47
18,18,16,9,17,29,9,47,1,47,30
19,19,25,24,19,13,32,39,4,6,35
20,20,18,33,26,44,32,4,23,35,32
21,21,30,33,32,20,42,26,34,47,1
22,22,37,33,3,21,46,31,29,22,37
23,23,39,12,13,22,29,30,26,43,1
24,24,19,39,36,32,3,27,37,46,33
25,25,28,39,19,35,10,35,13,45,38
26,26,22,45,17,1,16,26,33,27,29
27,27,26,30,3,44,34,37,34,41,17
28,28,35,4,49,23,35,13,50,49,32
29,29,1,46,1,46,27,37,28,13,39
30,30,43,30,26,31,26,22,33,16,30
31,31,9,29,9,22,47,1,43,41,27
32,32,20,44,33,27,5,37,16,9,47
33,33,35,6,15,11,28,25,0,1,6
34,34,37,16,9,46,21,27,37,31,21
35,35,39,15,24,19,12,32,15,23,49
36,36,35,13,28,39,4,39,32,39,28
37,37,32,20,17,29,1,22,30,31,30
38,38,32,39,35,49,28,39,50,39,23
39,39,32,36,12,28,36,15,24,19,14
40,40,48,16,33,27,5,37,29,1,16
41,41,1,42,0,45,44,1,16,45,26
42,42,22,20,26,17,26,18,44,43,30
43,43,26,27,42,30,1,7,1,29,1
44,44,3,33,21,31,1,30,38,29,16
45,45,33,31,13,28,35,13,39,2,4
46,46,42,37,32,44,33,20,37,20,37
