,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,29,19,9,14,29,36,9,12
1,1,13,29,32,9,35,42,35,29,23
2,2,16,50,16,39,47,39,16,39,9
3,3,35,31,28,30,28,1,24,29,14
4,4,47,50,47,15,47,28,16,6,27
5,5,6,27,35,38,19,29,24,46,19
6,6,37,35,17,10,17,13,1,28,30
7,7,19,7,19,38,19,46,19,29,15
8,8,35,26,35,32,29,6,5,6,27
9,9,14,40,24,29,6,29,19,1,37
10,10,17,10,17,35,29,4,47,4,16
11,11,29,23,47,23,47,50,47,23,16
12,12,9,36,29,11,29,32,35,41,35
13,13,43,35,32,9,39,47,28,43,28
14,14,40,24,47,35,47,23,21,35,26
15,15,29,14,40,24,1,35,43,35,38
16,16,39,16,39,16,32,9,36,9,36
17,17,10,29,28,30,28,30,13,43,28
18,18,35,37,35,1,37,35,16,32,16
19,19,48,24,48,23,16,39,9,32,9
20,20,35,31,28,30,28,1,13,43,35
21,21,23,16,23,21,35,29,36,9,39
22,22,28,30,28,1,19,47,23,47,23
23,23,47,24,48,19,0,19,38,35,18
24,24,29,36,9,12,9,39,29,39,9
25,25,1,28,31,11,31,11,31,28,1
26,26,35,31,35,37,1,25,1,0,19
27,27,6,37,6,16,50,47,24,29,6
28,28,30,13,26,6,5,6,27,6,5
29,29,50,47,49,47,4,16,35,45,35
30,30,35,43,28,16,39,9,39,16,35
31,31,11,31,35,31,11,9,39,16,6
32,32,29,6,27,35,29,49,47,23,29
33,33,35,20,35,26,13,28,1,13,16
34,34,35,22,35,17,10,17,13,26,13
35,35,31,35,30,28,43,28,13,30,28
36,36,9,39,26,39,9,14,40,24,46
37,37,35,16,6,27,6,29,24,29,11
38,38,19,0,19,7,19,38,19,48,23
39,39,16,32,9,11,31,28,31,28,43
40,40,14,29,49,47,28,47,35,32,35
41,41,35,33,35,44,28,30,35,8,35
42,42,35,29,11,31,28,30,28,30,28
43,43,28,45,28,1,28,47,35,37,6
44,44,28,29,15,16,2,16,49,29,49
45,45,28,1,28,9,12,9,11,29,32
46,46,19,46,35,32,35,46,24,47,4
47,47,50,47,49,16,32,29,12,29,49
48,48,19,48,19,9,36,9,32,29,15
