,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,0,1,28,43,28,29,15,16
1,1,0,19,1,35,37,1,37,1,24
2,2,16,39,16,49,47,50,16,13,47
3,3,35,33,35,44,28,47,23,16,23
4,4,16,32,16,50,29,14,9,36,29
5,5,6,5,6,5,6,16,15,47,13
6,6,26,6,27,35,27,35,43,35,0
7,7,19,9,12,9,39,16,49,16,15
8,8,35,33,35,32,16,49,16,32,35
9,9,12,9,39,29,19,0,1,28,1
10,10,29,13,16,39,29,39,9,36,29
11,11,9,32,35,37,35,18,35,30,28
12,12,9,12,29,28,1,13,28,47,19
13,13,16,35,31,35,27,35,31,11,9
14,14,9,35,29,12,9,39,16,23,16
15,15,29,13,17,10,29,14,29,12,9
16,16,32,9,39,29,36,9,28,9,39
17,17,13,29,12,29,23,16,39,29,32
18,18,35,26,35,46,35,16,23,16,39
19,19,46,35,16,39,9,39,16,49,16
20,20,35,0,19,0,35,9,32,16,2
21,21,35,31,35,3,35,38,35,47,15
22,22,28,1,25,1,35,47,49,47,15
23,23,16,50,16,49,16,23,47,49,16
24,24,48,19,48,23,47,28,47,15,29
25,25,1,19,0,19,38,35,18,35,47
26,26,35,44,35,18,35,33,35,26,13
27,27,6,29,36,9,32,29,12,9,35
28,28,43,35,38,35,30,28,30,35,32
29,29,15,16,39,9,12,9,35,16,35
30,30,28,29,32,29,6,26,35,32,16
31,31,35,18,35,31,11,31,28,45,28
32,32,9,12,9,35,8,35,33,35,38
33,33,35,44,28,16,4,16,13,30,13
34,34,35,41,35,26,35,47,49,29,39
35,35,27,6,37,35,38,19,9,32,9
36,36,9,11,31,35,1,24,48,19,48
37,37,35,3,35,42,35,27,6,5,6
38,38,19,29,32,9,19,1,25,1,28
39,39,26,35,37,1,0,35,46,35,37
40,40,24,47,13,28,30,35,22,28,30
41,41,35,30,28,29,19,48,24,1,19
42,42,35,26,35,30,35,8,35,33,35
43,43,13,26,35,37,35,0,1,37,6
44,44,13,26,35,26,13,16,49,29,50
45,45,35,18,35,32,16,39,29,11,9
46,46,19,29,15,16,23,47,24,47,28
47,47,49,47,4,16,39,26,35,45,28
48,48,23,48,23,48,19,0,1,24,1
49,49,47,39,47,28,43,35,29,39,16
50,50,16,28,45,28,30,35,27,35,20
51,0,35,8,35,33,35,42,35,38,19
52,1,37,1,24,47,49,16,32,29,36
53,2,16,39,16,2,16,13,16,6,29
54,3,35,9,36,29,36,29,4,47,23
55,4,47,13,47,4,47,4,16,39,9
56,5,6,27,35,22,28,30,35,30,28
57,6,27,6,27,6,27,6,26,13,1
58,7,19,9,28,45,35,43,13,44,35
59,8,35,27,6,27,35,38,35,8,35
60,9,39,16,32,29,6,26,6,27,35
61,10,17,13,47,28,43,13,44,13,26
62,11,9,12,9,35,18,35,47,15,47
63,12,29,23,48,24,40,14,9,39,16
64,13,17,35,8,35,20,35,27,35,42
65,14,40,14,29,36,29,24,29,39,26
66,15,29,11,9,19,48,24,48,23,48
67,16,32,16,39,47,50,16,6,16,32
68,17,10,17,35,46,35,26,13,16,39
69,18,35,33,35,17,13,17,13,47,24
70,19,1,25,1,0,35,26,39,29,28
71,20,35,38,35,37,1,19,1,25,1
72,21,35,27,6,29,35,46,19,46,35
73,22,35,26,35,45,35,34,35,1,13
74,23,48,19,1,28,30,35,37,35,0
75,24,48,19,48,19,7,19,9,32,16
76,25,1,25,1,0,19,48,19,7,19
77,26,6,26,35,21,23,47,39,29,28
78,27,35,30,28,30,28,30,35,3,35
79,28,9,12,9,32,16,32,9,11,29
80,29,32,16,2,16,32,16,49,47,24
81,30,35,21,23,29,12,9,39,9,36
82,31,35,17,10,17,13,16,6,27,35
83,32,35,38,19,0,1,0,1,28,31
84,33,35,37,6,26,35,9,39,9,28
85,34,35,16,50,29,50,47,28,9,11
86,35,38,19,48,24,1,19,48,23,16
87,36,9,32,9,11,29,32,29,35,1
88,37,6,16,32,16,32,16,15,47,49
89,38,19,47,39,16,28,45,28,16,39
90,39,47,13,43,28,22,35,45,28,43
91,40,14,29,49,47,28,44,28,31,28
92,41,35,30,28,31,28,47,13,30,35
93,42,35,3,35,44,13,29,35,44,28
94,43,13,44,13,30,13,43,13,29,28
95,44,28,30,13,1,28,31,28,1,35
96,45,35,8,35,22,35,29,32,35,30
97,46,35,21,23,47,4,29,24,29,49
98,47,24,48,24,40,24,1,35,18,35
99,48,19,1,28,30,28,30,28,29,10
100,49,29,4,16,2,16,50,29,39,16
101,50,29,35,43,35,34,35,33,35,33
102,0,1,35,34,35,43,13,1,0,1
103,1,0,35,26,6,5,6,5,6,26
104,2,16,39,9,35,21,35,33,35,26
105,3,35,20,35,31,28,9,19,7,19
106,4,16,39,16,4,29,6,27,35,1
107,5,6,27,35,32,35,27,6,27,6
108,6,37,35,41,35,33,35,31,35,43
109,7,19,1,28,29,49,29,15,29,14
110,8,35,41,35,21,23,48,23,48,23
111,9,36,9,32,9,39,29,28,30,28
112,10,29,11,9,36,9,39,26,39,16
113,11,9,14,40,14,40,24,48,19,38
114,12,9,39,16,2,16,23,16,32,9
115,13,47,23,16,39,29,49,29,10,17
116,14,9,35,32,16,35,9,39,9,28
117,15,29,4,29,13,43,28,1,37,35
118,16,35,21,35,30,28,43,28,1,35
119,17,13,47,49,29,6,29,39,9,11
120,18,35,34,35,27,35,16,28,45,28
121,19,48,23,48,23,16,35,20,35,3
122,20,35,33,35,17,10,17,10,17,13
123,21,23,29,24,29,28,30,28,16,39
124,22,35,8,35,31,35,32,35,0,35
125,23,47,13,17,10,29,4,47,50,16
126,24,47,19,47,28,47,50,47,39,9
127,25,1,28,44,13,30,28,43,35,32
128,26,6,27,35,44,35,30,28,13,26
129,27,6,37,1,35,17,10,29,6,27
130,28,22,35,43,28,47,23,16,32,16
131,29,28,30,13,30,35,38,35,1,24
132,30,28,31,35,20,35,17,13,43,13
133,31,28,30,28,30,28,29,11,9,32
134,32,9,19,38,35,26,35,26,13,43
135,33,35,1,37,1,35,20,35,33,35
136,34,35,26,35,26,13,28,43,13,47
137,35,34,35,17,10,29,11,29,28,31
138,36,9,11,29,10,17,13,26,6,27
139,37,35,9,36,29,35,32,16,49,16
140,38,35,8,35,38,19,7,19,38,35
141,39,16,32,16,32,16,6,16,13,28
142,40,14,9,39,9,11,31,35,33,35
143,41,35,42,35,33,35,27,6,27,6
144,42,35,29,15,47,39,16,23,16,6
145,43,35,27,35,26,35,45,35,1,0
146,44,28,30,28,1,19,48,23,48,24
147,45,28,13,47,50,16,32,16,32,35
148,46,19,38,19,9,36,9,32,29,24
149,47,39,26,6,29,35,46,19,38,35
150,48,24,46,19,0,1,19,9,39,47
151,49,29,35,32,29,39,29,36,29,14
