,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,22,27,21,8,17,26,46,1,44
1,1,45,1,47,16,9,16,29,38,8
2,2,39,32,28,19,39,14,39,50,39
3,3,33,35,36,35,49,6,35,11,28
4,4,19,1,35,11,28,0,29,47,13
5,5,37,33,47,29,47,16,30,31,46
6,6,13,35,13,6,35,6,39,50,24
7,7,29,33,3,37,26,33,35,19,23
8,8,17,16,29,35,32,39,12,36,39
9,9,30,22,1,30,43,30,47,28,13
10,10,36,19,35,24,19,36,39,35,39
11,11,32,36,11,32,13,44,16,9,31
12,12,32,39,32,31,22,20,31,37,24
13,13,32,26,9,35,28,10,19,50,49
14,14,32,11,35,49,28,37,26,1,46
15,15,49,50,24,32,31,26,29,43,30
16,16,9,34,43,20,1,21,33,31,22
17,17,30,9,8,27,26,16,29,9,44
18,18,31,21,22,1,31,1,29,0,42
19,19,12,36,39,32,39,15,28,49,24
20,20,29,43,33,41,42,3,9,16,9
21,21,16,30,16,47,27,21,37,44,34
22,22,42,43,8,30,27,44,31,43,9
23,23,32,31,30,27,44,21,30,47,33
24,24,36,12,23,39,12,32,47,30,9
25,25,28,32,17,38,0,26,45,29,9
26,26,32,35,28,2,28,19,35,39,36
27,27,32,36,28,35,28,6,49,28,35
28,28,13,32,41,26,42,22,33,46,30
29,29,3,37,29,37,27,20,33,31,13
30,30,29,5,29,30,44,43,17,31,34
31,31,30,43,45,31,29,47,18,29,9
32,32,46,38,0,35,19,36,49,32,35
33,33,38,27,9,1,38,33,26,21,0
34,34,16,35,32,23,35,39,6,23,28
35,35,50,23,49,32,23,49,4,39,23
36,36,13,50,6,14,10,28,14,39,12
37,37,22,32,39,4,50,19,35,36,39
38,38,8,18,42,43,30,26,17,45,22
39,39,36,11,12,32,20,32,29,16,27
40,40,29,5,27,5,27,38,34,43,47
41,41,33,44,1,30,31,26,1,47,38
42,42,29,9,29,16,46,33,38,27,45
43,43,30,31,34,18,3,43,30,8,44
44,44,17,20,33,32,33,21,32,11,39
45,45,21,37,16,21,33,31,43,30,16
46,46,42,38,29,9,33,0,16,9,16
47,47,32,39,14,13,35,28,0,25,28
48,48,46,8,33,27,29,1,30,31,47
49,49,50,23,28,15,4,28,35,6,39
50,50,49,10,36,4,23,50,14,50,32
51,0,26,22,30,29,21,31,21,47,44
52,1,16,1,22,21,46,17,29,16,9
53,2,39,24,23,13,4,23,36,14,39
54,3,46,30,29,45,46,9,29,45,1
55,4,35,33,20,26,9,43,26,1,3
56,5,29,31,29,16,44,17,26,32,10
57,6,39,35,28,35,13,24,23,19,23
58,7,47,29,31,43,45,9,16,29,47
59,8,26,16,9,26,16,13,31,32,6
60,9,45,31,16,37,26,1,7,1,22
61,10,6,39,2,23,35,13,49,32,17
62,11,32,18,29,9,38,1,29,20,38
63,12,36,11,36,39,32,35,6,49,15
64,13,4,39,28,11,35,32,23,15,39
65,14,36,13,19,50,39,6,50,23,49
66,15,50,49,39,32,15,10,36,12,36
67,16,29,48,40,9,26,42,9,29,47
68,17,37,33,26,27,31,32,49,15,4
69,18,30,26,1,29,47,8,22,41,27
70,19,28,24,0,1,47,16,37,29,47
71,20,32,39,32,47,16,35,28,32,39
