,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,30,17,30,33,34,17,32,28,13
1,1,29,27,20,18,41,30,22,33,26
2,2,49,4,28,15,35,23,15,32,33
3,3,20,37,34,33,38,1,16,5,37
4,4,28,30,27,5,16,22,44,27,45
5,5,26,44,30,47,3,34,18,46,8
6,6,23,36,35,19,36,39,35,28,39
7,7,1,22,17,26,22,47,28,14,32
8,8,42,9,29,9,29,16,17,44,27
9,9,8,37,30,41,33,9,29,16,43
10,10,6,39,2,28,12,32,36,24,13
11,11,15,23,24,49,2,32,39,49,36
12,12,36,19,28,13,39,35,9,16,5
13,13,2,4,39,35,9,30,29,16,1
14,14,10,49,4,39,32,3,33,44,42
15,15,32,11,12,32,26,30,13,6,35
16,16,9,16,47,31,41,47,1,0,17
17,17,20,1,47,26,8,31,30,9,26
18,18,47,26,16,21,34,3,27,16,35
19,19,50,39,6,32,26,30,21,16,9
20,20,32,18,45,30,29,34,22,21,26
21,21,41,42,30,31,43,38,0,19,35
22,22,30,1,35,6,35,12,32,11,35
23,23,35,39,19,14,39,32,39,35,13
24,24,23,49,35,28,39,4,32,36,14
25,25,19,10,35,39,2,23,6,35,1
26,26,5,26,29,30,47,1,46,47,30
27,27,42,37,34,32,33,46,0,33,29
28,28,15,49,19,35,50,4,23,39,19
29,29,44,45,17,33,9,30,47,48,9
30,30,47,27,44,33,38,27,31,30,32
31,31,26,22,31,44,30,37,30,47,26
32,32,39,32,33,0,35,11,10,35,13
33,33,42,31,9,33,37,9,16,1,35
34,34,27,5,27,37,43,9,29,9,16
35,35,19,11,39,35,16,44,42,3,33
36,36,15,36,12,39,32,35,39,14,35
37,37,33,27,22,33,37,26,16,33,16
38,38,31,32,28,35,9,16,29,1,13
39,39,11,19,25,19,6,14,39,23,49
40,40,46,41,34,27,18,43,1,30,8
41,41,17,37,27,44,27,33,22,43,37
42,42,20,43,26,17,44,31,1,35,28
43,43,33,31,42,30,37,1,17,3,30
44,44,29,26,46,34,26,34,0,13,39
45,45,33,31,42,1,43,47,34,0,21
46,46,30,33,26,1,48,47,33,21,18
47,47,1,32,39,32,39,6,35,39,32
48,48,46,1,26,30,1,9,34,30,28
49,49,13,31,26,38,1,19,39,36,32
50,50,24,50,12,36,24,19,24,13,28
51,0,46,40,29,44,8,27,37,5,26
52,1,27,34,3,32,13,23,24,28,44
53,2,39,32,24,50,12,32,28,15,13
54,3,20,30,22,26,0,26,32,26,46
55,4,23,4,13,1,48,29,8,26,29
56,5,27,30,33,32,22,33,22,47,26
57,6,24,19,0,21,45,33,45,46,26
58,7,29,9,16,33,21,47,16,9,29
59,8,21,0,29,47,16,31,30,22,42
60,9,29,16,29,48,38,29,9,29,16
61,10,24,19,15,32,12,39,36,50,10
62,11,35,14,23,13,32,14,10,13,10
63,12,11,32,15,39,28,12,36,32,49
64,13,4,15,14,10,49,39,6,50,23
65,14,12,32,36,32,28,35,23,13,35
66,15,32,16,22,46,29,30,18,33,37
67,16,29,30,37,35,33,43,1,31,45
68,17,26,16,47,16,29,16,29,31,29
69,18,43,33,31,45,1,46,7,38,33
70,19,36,32,8,30,31,22,38,33,41
71,20,26,41,45,29,9,26,47,0,26
72,21,9,16,21,37,47,30,29,7,48
73,22,37,20,30,1,44,31,21,9,29
74,23,35,24,50,19,50,28,32,22,37
75,24,36,32,6,19,35,9,16,47,8
76,25,28,35,28,15,32,1,0,37,43
77,26,27,31,16,29,47,26,37,43,17
78,27,33,44,45,43,37,38,30,9,29
79,28,39,6,49,24,11,19,28,36,23
80,29,16,9,16,9,31,38,9,35,36
81,30,43,44,26,30,43,26,33,35,33
82,31,30,43,45,1,31,41,29,48,40
83,32,6,49,28,35,28,13,50,24,19
84,33,20,44,3,37,22,30,29,26,18
85,34,26,27,30,9,16,35,13,28,39
86,35,16,9,1,31,8,30,3,29,27
87,36,14,24,14,24,35,28,14,12,32
88,37,26,9,29,47,29,32,2,35,39
89,38,16,26,29,9,13,10,49,15,35
90,39,12,28,0,25,19,50,49,39,35
91,40,9,16,47,1,0,38,31,32,2
92,41,31,42,26,9,30,29,47,16,43
93,42,37,41,45,32,22,16,9,35,36
94,43,33,27,47,44,18,47,46,26,38
95,44,30,1,47,16,45,27,5,27,26
96,45,29,16,47,9,29,37,22,30,17
97,46,27,47,22,30,26,44,29,9,31
