,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,26,35,16,50,47,24,40,14
1,1,19,9,39,16,50,16,50,16,32
2,2,16,49,29,14,9,32,35,9,28
3,3,35,46,24,40,14,40,14,9,39
4,4,29,14,40,14,40,24,1,37,35
5,5,6,27,6,26,35,37,35,22,28
6,6,16,4,47,39,16,2,16,4,29
7,7,19,48,19,9,39,29,13,26,13
8,8,35,37,35,33,35,18,35,37,35
9,9,39,16,39,9,11,31,28,22,28
10,10,17,35,1,0,1,0,1,19,7
11,11,9,32,35,33,35,34,35,20,35
12,12,29,32,35,1,0,35,18,35,8
13,13,47,50,47,39,16,35,45,28,31
14,14,9,36,9,39,9,39,29,4,47
15,15,16,39,47,23,47,28,44,35,31
16,16,39,16,15,29,39,29,35,16,15
17,17,10,17,35,33,35,3,35,27,35
18,18,35,37,6,5,6,26,35,17,35
19,19,48,24,48,24,46,19,7,19,0
20,20,35,34,35,1,19,1,28,43,13
21,21,23,16,39,16,32,29,49,47,39
22,22,35,46,35,33,35,26,35,26,13
23,23,47,50,47,23,47,23,29,49,47
24,24,47,49,29,15,47,13,44,13,44
25,25,1,28,30,28,1,19,38,19,0
26,26,39,9,39,16,32,9,32,16,32
27,27,35,43,13,47,49,47,35,38,35
28,28,29,28,9,39,29,15,29,14,9
29,29,36,9,32,29,10,17,13,17,35
30,30,28,30,28,30,28,30,28,30,35
31,31,35,46,19,46,35,46,19,47,28
32,32,35,37,35,33,35,33,35,33,35
33,33,35,45,35,18,35,34,35,18,35
34,34,35,31,11,29,28,30,13,43,28
35,35,31,28,30,35,33,35,30,13,1
36,36,29,36,9,39,16,39,16,15,47
37,37,1,28,30,28,1,28,9,39,47
38,38,35,21,23,47,49,29,6,37,35
39,39,9,39,26,13,43,28,13,17,13
40,40,24,47,50,16,6,26,35,37,35
41,41,35,45,28,22,28,30,13,1,35
42,42,35,17,35,44,13,16,35,18,35
43,43,13,16,32,16,32,35,3,35,33
44,44,13,17,13,29,39,29,23,16,28
45,45,35,37,35,44,13,17,10,17,13
46,46,24,29,6,37,1,13,29,11,29
47,47,50,47,23,47,28,16,15,29,10
48,48,23,47,50,47,50,29,13,29,14
49,49,47,23,47,15,29,32,16,23,48
50,50,47,19,46,19,7,19,47,49,16
51,0,1,25,1,37,35,37,35,38,35
52,1,19,29,32,9,32,35,34,35,38
53,2,16,13,47,24,48,24,48,24,48
54,3,35,0,19,29,12,9,32,16,50
55,4,47,50,16,28,30,28,29,39,9
56,5,6,27,35,41,35,30,35,38,35
