,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,28,6,35,28,23,50,39,14,36
1,1,48,7,47,48,46,22,20,42,29
2,2,15,49,36,35,28,12,15,50,39
3,3,0,21,8,29,18,33,32,6,28
4,4,49,28,49,23,13,30,22,16,29
5,5,27,21,32,4,35,1,38,3,33
6,6,32,6,1,44,13,35,13,39,4
7,7,9,17,8,21,45,29,16,29,16
8,8,32,13,50,49,4,39,49,39,4
9,9,29,45,22,26,37,21,46,43,47
10,10,28,11,36,28,16,9,0,16,9
11,11,12,50,39,32,23,19,24,19,11
12,12,19,23,11,36,32,6,1,31,29
13,13,0,13,35,13,49,35,24,32,19
14,14,11,49,23,15,24,50,32,31,18
15,15,24,50,2,23,19,39,12,24,25
16,16,17,32,39,19,1,46,45,22,29
17,17,26,18,9,30,44,30,22,1,29
18,18,34,33,18,0,47,45,1,38,33
19,19,13,39,32,23,50,15,39,12,50
20,20,42,31,30,9,29,35,13,39,28
21,21,16,29,8,37,35,28,35,50,49
22,22,37,0,26,16,26,37,0,25,28
23,23,28,35,39,13,23,28,39,35,39
24,24,15,39,49,15,12,4,19,23,39
25,25,28,39,35,15,50,32,36,32,39
26,26,41,37,43,20,42,32,11,49,32
27,27,26,32,33,47,43,29,1,43,22
28,28,24,19,36,32,41,32,39,13,15
29,29,44,30,31,9,0,26,27,26,3
30,30,16,47,16,34,26,43,27,26,32
31,31,22,29,16,9,29,16,9,31,26
32,32,35,28,35,50,15,36,32,15,36
33,33,35,19,39,32,42,46,33,41,31
34,34,47,34,8,16,30,43,26,41,1
35,35,32,6,28,49,15,39,13,19,28
36,36,39,32,49,39,32,10,13,4,12
37,37,45,17,45,30,9,26,9,27,42
38,38,9,43,44,0,35,19,37,33,42
39,39,4,23,13,28,23,32,11,15,13
40,40,29,1,27,37,16,34,22,31,1
41,41,27,26,37,31,18,33,9,22,26
42,42,17,8,33,32,3,17,30,0,27
43,43,22,3,33,17,16,13,6,28,19
44,44,26,20,31,16,27,5,27,26,9
45,45,34,32,26,30,31,0,26,16,9
46,46,17,28,24,32,21,16,28,32,12
47,47,41,45,22,47,16,32,11,36,35
48,48,1,30,26,5,26,42,33,30,16
49,49,50,35,13,49,28,11,36,14,39
50,50,15,23,32,24,32,37,43,42,37
51,0,22,34,30,47,29,9,26,37,47
52,1,45,32,36,49,4,39,11,35,39
53,2,4,6,35,23,39,12,36,28,44
54,3,33,27,8,38,43,33,20,30,47
55,4,32,15,49,23,15,4,35,23,32
56,5,29,8,26,16,47,7,47,1,29
57,6,35,50,28,32,28,36,14,11,32
58,7,0,28,0,31,34,22,13,49,32
59,8,30,46,0,35,32,50,28,43,30
60,9,31,41,21,20,3,32,4,14,36
61,10,12,36,49,6,4,15,19,28,39
62,11,12,28,25,35,16,21,41,32,11
63,12,28,39,28,6,35,16,31,41,47
64,13,4,11,12,39,11,19,35,49,23
65,14,19,35,19,23,32,39,36,19,28
66,15,35,23,36,15,50,24,13,1,16
67,16,33,35,0,47,16,9,29,3,38
68,17,43,32,49,4,39,36,35,29,9
69,18,21,38,31,1,48,46,21,47,9
70,19,24,49,23,49,12,11,12,11,35
71,20,33,30,22,9,47,30,20,16,47
72,21,26,32,16,35,28,49,4,32,6
73,22,42,26,17,31,26,1,0,9,32
74,23,24,15,32,15,2,32,11,39,23
75,24,10,23,15,13,24,28,16,30,34
76,25,24,32,18,45,27,22,42,44,27
77,26,32,33,32,39,36,32,23,50,39
78,27,17,16,29,30,43,30,18,44,29
