,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,1,28,47,19,9,14,29,50,47
1,1,25,1,19,47,49,47,28,47,23
2,2,16,2,16,39,16,32,9,39,26
3,3,35,33,35,32,16,49,47,50,29
4,4,29,14,9,32,9,32,16,32,9
5,5,6,5,6,26,35,3,35,30,28
6,6,26,35,44,13,1,19,7,19,47
7,7,19,1,28,1,28,9,39,9,35
8,8,35,45,28,47,49,47,49,47,24
9,9,39,47,15,29,6,27,35,37,6
10,10,17,13,16,15,29,32,9,35,18
11,11,9,32,9,14,40,24,47,39,9
12,12,29,39,9,39,16,39,16,35,21
13,13,1,24,47,4,47,28,16,4,16
14,14,29,28,16,23,16,32,9,11,31
15,15,29,4,47,13,47,4,47,49,47
16,16,15,29,32,9,12,9,36,9,36
17,17,35,31,35,27,6,27,6,27,6
18,18,35,27,35,46,19,0,35,26,6
19,19,48,24,40,24,29,15,47,49,47
20,20,35,33,35,20,35,43,13,47,19
21,21,23,29,10,17,10,17,13,16,6
22,22,35,34,35,3,35,30,35,21,35
23,23,47,50,16,39,29,32,35,37,35
24,24,48,23,21,23,16,39,9,39,16
25,25,1,0,35,26,13,43,13,26,35
26,26,39,16,39,9,39,9,32,9,11
27,27,6,27,6,5,6,5,6,27,6
28,28,47,13,1,28,22,35,17,10,17
29,29,12,9,14,29,11,31,28,16,39
30,30,35,32,29,13,29,32,29,35,0
31,31,35,17,35,32,9,35,38,19,0
32,32,35,37,35,45,35,1,35,17,10
33,33,35,33,35,46,19,38,19,46,19
34,34,35,41,35,44,28,30,28,43,28
35,35,32,29,28,43,28,1,28,29,32
36,36,9,12,9,39,9,12,29,13,30
37,37,35,33,35,30,28,30,28,1,28
38,38,19,46,19,1,19,47,23,47,13
39,39,16,23,47,4,16,13,47,4,16
40,40,24,47,49,47,28,1,35,9,36
41,41,35,16,4,16,39,9,32,16,6
42,42,35,33,35,21,23,29,24,40,24
43,43,35,31,11,29,39,16,50,47,19
44,44,35,29,12,9,19,29,35,31,28
45,45,28,1,28,45,35,37,6,27,35
46,46,19,46,19,48,19,1,19,1,24
47,47,49,47,19,48,23,48,19,29,36
48,48,23,16,32,29,11,9,36,9,39
49,49,16,35,18,35,8,35,38,35,31
50,50,16,32,9,36,9,12,9,39,29
51,0,35,37,6,16,32,29,14,40,14
52,1,24,47,24,40,24,48,24,48,24
53,2,16,6,29,13,29,49,47,24,1
54,3,35,32,35,21,35,22,35,32,9
55,4,47,15,47,28,13,28,43,13,26
56,5,6,16,23,16,35,31,28,44,28
57,6,16,32,35,47,49,47,28,30,35
58,7,19,7,19,1,0,35,44,28,30
59,8,35,41,35,26,13,26,35,33,35
60,9,19,29,39,29,15,16,15,47,39
61,10,17,13,26,35,27,35,33,35,30
62,11,31,11,9,35,27,6,27,6,26
63,12,9,36,9,11,9,12,29,50,29
64,13,16,32,16,32,9,28,30,28,30
65,14,40,24,40,14,29,32,16,39,16
66,15,29,14,40,24,29,36,9,14,40
67,16,39,26,6,29,35,9,11,31,35
68,17,10,29,24,46,19,7,19,29,10
69,18,35,29,6,5,6,16,39,9,12
70,19,1,0,19,46,24,48,23,29,35
71,20,35,26,13,17,13,47,39,9,39
72,21,35,43,28,31,28,43,13,44,35
73,22,28,1,19,46,35,32,29,39,9
74,23,29,32,16,50,29,23,16,32,29
75,24,47,28,1,19,1,25,1,19,0
76,25,1,0,35,46,24,48,24,1,0
77,26,35,30,13,44,13,43,13,26,6
78,27,35,30,28,29,35,32,16,32,9
79,28,45,35,37,35,29,28,30,28,22
80,29,24,1,28,43,35,33,35,43,28
81,30,35,8,35,3,35,26,6,5,6
82,31,35,37,6,27,6,29,13,30,35
83,32,9,32,16,39,29,10,29,19,1
84,33,35,33,35,33,35,43,28,30,35
85,34,35,37,35,0,1,35,47,13,47
86,35,41,35,33,35,18,35,26,6,29
87,36,29,39,16,39,26,6,5,6,37
88,37,6,5,6,27,35,26,35,17,10
89,38,35,27,6,27,6,16,49,16,35
90,39,16,32,16,23,48,23,48,19,47
91,40,14,40,24,46,35,0,19,38,35
92,41,35,18,35,33,35,41,35,38,35
93,42,35,3,35,43,35,33,35,0,19
94,43,28,29,50,47,23,47,23,16,6
95,44,13,30,35,31,28,16,35,0,35
96,45,28,1,19,47,50,47,4,16,35
97,46,35,33,35,34,35,30,35,21,35
98,47,23,48,23,47,24,1,0,1,0
99,48,19,0,19,7,19,38,35,29,4
100,49,16,32,16,13,47,49,47,23,47
101,50,47,50,16,50,47,24,1,19,29
102,0,19,1,28,31,11,9,36,9,11
103,1,19,1,0,1,19,0,1,28,9
104,2,16,28,1,24,29,14,29,24,1
105,3,35,17,10,29,6,5,6,27,6
106,4,29,39,9,28,13,29,15,29,39
107,5,6,5,6,37,35,34,35,47,35
108,6,37,6,27,6,5,6,27,6,5
109,7,19,47,35,17,35,9,35,37,35
110,8,35,27,6,5,6,27,35,44,35
111,9,19,48,24,48,24,48,23,21,23
112,10,29,39,9,32,9,32,16,39,29
113,11,29,12,29,19,1,19,46,19,46
114,12,29,13,17,13,16,39,16,39,26
115,13,43,35,46,24,48,24,46,19,38
116,14,9,12,9,14,9,39,29,32,29
117,15,29,49,29,12,9,36,9,19,48
118,16,4,47,13,44,13,44,13,28,43
119,17,35,26,35,27,6,27,6,5,6
120,18,35,8,35,31,28,31,28,13,29
121,19,1,0,35,0,35,47,39,9,39
122,20,35,18,35,33,35,47,24,40,14
123,21,35,45,35,33,35,1,35,46,35
124,22,28,13,17,13,43,35,46,24,48
125,23,47,50,29,14,29,28,16,13,17
126,24,48,24,29,19,46,19,47,4,16
127,25,1,35,32,16,23,16,39,16,50
128,26,13,29,39,26,39,29,15,16,39
129,27,35,33,35,44,13,44,13,43,13
130,28,30,28,30,28,44,13,44,35,16
131,29,39,47,23,47,15,16,32,9,36
132,30,28,22,28,43,28,13,26,13,29
133,31,35,37,1,28,29,6,37,1,28
134,32,29,39,16,32,16,15,29,50,16
135,33,35,43,13,16,6,5,6,29,39
136,34,35,9,32,16,39,29,24,48,23
137,35,27,35,29,39,16,49,47,28,29
138,36,9,35,33,35,30,28,29,13,30
139,37,35,30,28,22,35,38,19,47,23
140,38,19,1,25,1,28,30,28,44,35
141,39,16,32,35,29,39,9,19,0,19
142,40,24,1,28,44,13,28,30,28,9
143,41,35,22,28,1,25,1,28,9,39
144,42,35,16,15,47,23,21,23,29,28
145,43,28,30,28,1,0,1,28,44,13
146,44,28,22,28,1,35,20,35,17,13
147,45,28,22,28,43,28,29,23,47,24
148,46,35,33,35,42,35,9,36,29,28
149,47,4,16,39,29,12,9,32,9,19
150,48,24,29,39,16,23,16,32,29,49
151,49,29,6,27,6,5,6,27,35,26
152,50,47,35,9,36,9,19,0,19,0
153,0,35,31,35,8,35,27,6,37,6
154,1,28,30,28,30,13,26,35,44,28
155,2,16,28,1,19,29,6,5,6,26
156,3,35,1,28,45,28,13,44,13,43
157,4,29,10,29,19,46,35,34,35,44
158,5,6,29,24,47,15,16,50,47,23
159,6,16,39,26,35,29,4,47,13,16
160,7,19,38,19,29,24,29,23,47,4
161,8,35,33,35,20,35,42,35,33,35
162,9,39,9,39,47,49,29,10,29,39
163,10,17,10,17,35,29,49,29,36,29
164,11,9,12,29,10,17,13,16,49,47
165,12,29,10,29,24,47,19,38,35,33
166,13,29,39,16,2,16,23,48,19,38
167,14,29,12,29,4,47,15,29,11,9
168,15,29,19,38,19,0,1,28,30,35
169,16,32,16,13,16,13,30,35,34,35
170,17,35,21,35,18,35,17,10,29,12
