,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,29,9,47,41,31,9,16,9,29
1,1,30,20,33,37,41,34,30,9,16
2,2,28,32,39,2,35,15,49,35,28
3,3,42,16,26,29,16,29,38,1,17
4,4,10,36,50,39,12,35,11,39,35
5,5,37,32,50,35,29,7,48,16,1
6,6,32,39,23,28,35,29,9,30,16
7,7,9,37,42,26,32,30,8,31,30
8,8,47,43,30,16,37,34,27,26,33
9,9,48,47,37,27,5,27,32,36,24
10,10,19,6,49,15,35,9,44,32,30
11,11,12,39,32,39,13,24,10,4,39
12,12,50,28,14,39,12,35,6,35,28
13,13,19,49,35,33,8,30,47,1,29
14,14,39,36,39,32,50,36,28,23,39
15,15,49,50,6,32,35,33,46,1,32
16,16,22,16,27,17,26,5,27,26,31
17,17,30,21,27,8,32,37,33,29,16
18,18,47,21,16,45,27,31,44,47,26
19,19,50,49,4,50,15,39,32,13,1
20,20,21,17,33,37,31,27,33,18,42
21,21,33,34,33,29,9,33,31,29,47
22,22,21,16,29,30,8,47,26,31,30
23,23,32,36,39,6,19,24,4,24,28
24,24,19,15,49,36,32,27,37,27,42
25,25,28,39,14,36,49,39,36,39,23
26,26,47,37,31,20,33,47,43,33,35
27,27,33,34,41,18,31,44,17,31,29
28,28,25,0,47,9,16,31,9,16,47
29,29,43,30,45,27,37,28,6,49,24
30,30,1,31,30,46,33,3,0,3,27
31,31,37,27,44,16,47,30,31,29,43
32,32,15,23,32,28,35,32,36,28,32
33,33,30,8,38,37,27,31,29,21,37
34,34,45,30,1,27,34,27,33,17,31
35,35,39,19,35,36,11,36,13,35,11
36,36,35,13,23,32,42,41,33,35,28
37,37,44,47,30,16,35,25,24,23,24
38,38,48,9,26,37,5,29,9,43,30
39,39,32,11,36,24,14,35,28,11,32
40,40,29,9,16,29,1,16,48,1,16
41,41,17,26,47,16,46,9,16,37,27
42,42,3,30,31,8,29,40,1,45,34
43,43,34,16,29,9,26,46,9,33,8
44,44,17,8,30,9,30,34,33,21,34
45,45,26,45,44,17,28,39,11,39,11
46,46,29,46,18,27,37,41,37,0,37
47,47,16,42,33,32,9,29,9,16,9
48,48,40,48,1,16,9,47,16,37,31
49,49,24,35,32,39,28,23,15,32,26
50,50,49,13,39,2,32,1,13,35,0
51,0,26,38,44,16,26,0,28,25,19
52,1,35,39,12,28,35,9,0,17,33
53,2,32,30,1,13,6,14,36,4,23
54,3,27,33,47,0,37,29,30,22,3
55,4,11,50,28,14,39,6,39,28,50
56,5,29,16,9,29,30,0,25,28,30
57,6,10,49,50,35,36,32,6,28,12
58,7,29,16,34,30,42,8,22,1,37
59,8,37,5,27,5,37,32,2,4,10
60,9,29,9,44,30,32,44,1,29,31
61,10,39,6,35,28,49,6,35,9,35
62,11,36,11,39,49,14,39,32,38,47
63,12,36,11,39,13,28,35,32,33,26
64,13,0,28,35,49,15,49,50,13,19
65,14,23,32,14,32,10,32,14,24,0
66,15,39,49,13,30,29,21,32,35,4
67,16,47,29,16,5,16,47,27,3,1
68,17,32,50,13,35,23,2,13,28,13
69,18,47,29,47,48,1,30,26,29,18
70,19,23,50,4,39,49,35,29,40,29
71,20,44,29,32,37,29,1,9,26,16
72,21,26,3,20,26,37,46,26,47,16
73,22,26,37,31,32,23,10,28,19,35
74,23,49,4,50,19,15,23,4,13,30
75,24,23,35,16,29,40,47,1,13,30
76,25,13,28,23,24,23,19,36,12,36
77,26,5,27,42,32,26,16,9,44,37
78,27,21,45,44,30,28,19,49,19,39
79,28,37,17,42,31,46,32,38,31,3
80,29,35,12,11,39,50,12,39,35,23
81,30,47,33,45,29,44,33,9,44,27
82,31,29,22,46,20,3,0,32,50,23
83,32,27,26,32,45,26,46,0,24,49
84,33,22,45,3,37,26,37,26,45,0
85,34,8,47,33,29,33,46,37,9,16
86,35,12,32,4,13,28,13,24,39,15
87,36,39,4,28,49,23,19,28,26,34
88,37,42,27,31,13,50,15,14,35,14
89,38,33,1,31,27,3,33,17,33,35
90,39,2,39,23,39,12,28,15,2,35
91,40,48,16,47,16,46,9,16,9,29
92,41,26,38,41,17,42,31,26,29,48
93,42,30,47,45,1,45,30,27,26,3
94,43,26,30,32,33,34,27,22,16,9
95,44,16,35,19,36,28,36,39,11,36
96,45,30,29,9,16,29,1,47,16,35
97,46,21,37,0,26,32,39,2,39,32
98,47,16,26,16,47,22,29,1,45,16
99,48,47,16,9,26,8,32,50,39,12
100,49,23,39,4,23,4,23,13,28,19
101,50,32,2,49,35,6,39,11,28,24
102,0,26,17,3,41,33,31,29,16,37
103,1,47,30,43,16,33,3,31,30,44
104,2,39,24,32,0,16,9,16,22,32
105,3,26,27,33,29,9,26,30,43,16
106,4,19,0,34,20,1,29,47,26,27
107,5,26,16,29,1,35,9,0,17,20
108,6,24,36,39,32,36,4,24,0,24
109,7,38,48,46,41,1,47,29,16,47
110,8,27,47,48,40,47,16,29,26,32
111,9,30,34,21,48,29,47,30,26,9
112,10,32,23,39,11,15,4,19,35,28
113,11,36,10,4,50,24,19,35,33,27
114,12,50,39,32,33,38,16,20,1,18
115,13,0,19,28,32,19,28,39,19,36
116,14,12,35,28,23,13,50,13,35,32
117,15,35,36,11,39,14,28,39,49,13
118,16,26,33,37,8,34,8,3,26,22
119,17,9,30,3,32,1,9,16,35,39
120,18,22,31,9,30,31,30,34,31,1
121,19,35,15,23,32,39,23,50,28,26
122,20,22,31,16,30,31,33,0,33,34
123,21,26,45,34,9,16,35,16,0,38
124,22,32,39,50,39,12,39,35,39,28
125,23,49,39,50,23,49,28,11,36,28
126,24,25,0,1,33,34,0,26,47,13
127,25,35,29,30,47,29,37,21,18,8
128,26,30,45,31,1,28,24,19,35,39
129,27,31,16,9,26,41,26,38,31,13
130,28,13,44,41,38,32,39,11,36,32
131,29,13,35,39,2,32,11,36,32,6
132,30,16,9,30,47,9,16,26,16,9
133,31,13,1,7,38,16,38,0,28,36
134,32,39,13,28,35,49,15,23,11,39
135,33,18,45,20,32,34,38,17,44,42
136,34,32,26,37,27,46,3,32,39,28
137,35,28,35,19,28,13,14,4,32,45
138,36,19,28,25,28,24,49,39,35,32
139,37,19,39,2,39,13,12,11,12,32
140,38,41,37,30,33,18,33,35,24,28
141,39,32,30,31,29,47,16,45,33,26
142,40,48,7,9,46,47,44,29,30,32
143,41,33,31,1,16,27,42,31,18,21
144,42,26,18,1,30,41,34,1,44,32
145,43,31,27,32,2,39,12,32,23,6
146,44,26,27,26,37,30,26,47,31,30
147,45,30,47,29,21,17,37,47,16,29
148,46,48,47,8,17,41,32,42,45,30
149,47,21,8,0,19,35,9,41,18,37
150,48,29,27,32,6,13,39,35,4,6
151,49,36,32,39,13,16,9,16,47,26
152,50,24,19,37,0,17,29,47,30,26
153,0,37,28,19,13,32,4,32,11,19
154,1,48,38,30,43,30,13,32,37,3
155,2,28,35,39,36,12,32,49,12,15
156,3,34,37,46,44,47,43,1,35,33
157,4,6,28,13,6,35,32,20,37,17
158,5,37,27,21,33,42,30,1,30,1
159,6,49,6,28,47,9,33,30,22,30
160,7,47,29,41,46,48,40,48,7,1
161,8,32,23,24,37,46,32,39,36,39
162,9,0,28,50,35,9,0,25,19,11
163,10,28,37,34,26,45,26,44,16,34
164,11,39,4,6,50,39,23,35,19,1
165,12,35,16,26,45,1,48,47,26,17
166,13,35,28,39,11,15,4,24,23,39
167,14,39,14,32,20,9,30,37,47,32
168,15,4,50,28,14,50,10,24,49,32
169,16,38,1,48,21,17,37,26,34,45
170,17,28,32,2,35,13,30,1,31,30
171,18,26,17,16,32,39,13,23,14,32
172,19,24,10,11,36,15,2,35,33,9
173,20,16,1,26,21,16,1,37,43,32
174,21,8,26,28,12,11,19,1,0,3
175,22,26,1,19,32,11,50,19,25,19
176,23,13,19,28,39,12,11,35,6,35
177,24,4,49,15,32,23,36,11,36,32
178,25,0,32,26,33,32,39,14,12,32
179,26,21,16,20,45,47,9,26,38,43
180,27,33,26,38,32,39,23,49,15,39
