,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,24,13,35,1,47,1,22,43,31
1,1,44,13,36,12,39,32,33,45,30
2,2,49,13,47,29,48,46,9,42,32
3,3,37,20,26,17,37,26,47,29,16
4,4,39,13,32,10,28,35,15,23,50
5,5,37,19,12,14,19,28,35,33,21
6,6,1,43,16,26,9,16,9,45,32
7,7,47,46,45,22,29,9,1,22,26
8,8,31,37,27,34,31,3,33,26,27
9,9,26,33,45,8,18,43,30,32,23
10,10,50,4,13,1,40,1,46,41,44
11,11,39,4,23,36,15,50,15,4,23
12,12,11,12,36,6,35,28,32,33,30
13,13,12,32,23,50,23,14,24,50,23
14,14,28,11,23,39,19,13,15,2,50
15,15,13,32,39,32,34,31,30,1,9
16,16,30,44,9,29,46,30,33,26,33
17,17,43,3,37,1,31,44,27,22,13
18,18,47,48,1,9,38,37,31,30,18
19,19,50,39,32,6,23,39,32,21,46
20,20,46,1,29,16,26,1,47,30,37
21,21,17,30,1,7,48,47,43,16,47
22,22,38,32,28,30,18,1,42,33,32
23,23,39,32,41,27,47,26,21,47,0
24,24,19,23,50,23,39,11,36,6,35
25,25,24,19,28,50,13,39,50,28,24
26,26,46,0,46,9,16,31,30,26,47
27,27,8,46,1,43,26,46,29,9,35
28,28,50,13,35,13,23,39,11,28,35
29,29,35,24,14,39,15,6,49,15,4
30,30,20,30,1,19,39,32,31,33,18
31,31,45,21,30,16,9,46,33,1,40
32,32,39,11,32,36,32,18,21,38,41
33,33,27,32,35,28,0,43,45,44,8
34,34,26,20,37,27,22,8,34,30,22
35,35,36,28,19,24,35,1,30,37,30
36,36,14,28,6,39,13,19,23,49,10
37,37,44,26,3,37,5,27,1,37,5
38,38,9,16,29,17,32,27,9,29,13
39,39,28,10,13,35,28,4,15,49,2
40,40,48,47,17,43,1,16,29,33,45
41,41,46,48,47,16,47,26,9,3,22
42,42,27,29,16,22,43,20,33,32,12
43,43,18,22,27,16,47,29,30,1,46
44,44,22,31,9,29,1,7,47,29,9
45,45,31,47,29,17,30,16,26,37,33
46,46,48,47,1,45,30,29,8,37,20
47,47,21,33,17,26,16,9,29,9,16
48,48,1,44,43,3,21,16,47,9,30
49,49,23,15,49,15,36,19,32,19,24
50,50,32,19,50,15,50,32,39,35,19
51,0,9,38,46,38,20,32,38,34,32
52,1,0,27,3,17,29,48,40,48,0
53,2,32,27,5,26,38,27,32,42,44
54,3,18,30,17,0,35,28,50,23,35
55,4,6,32,4,50,10,35,28,32,39
56,5,29,9,1,17,8,43,32,15,49
57,6,13,28,35,32,20,9,38,30,13
58,7,48,9,13,28,35,13,47,43,9
59,8,22,16,9,1,26,43,45,30,31
60,9,34,33,18,27,21,37,33,37,43
61,10,13,23,24,25,37,26,29,47,42
62,11,24,36,39,35,39,2,32,36,32
63,12,32,33,16,28,11,39,13,16,29
64,13,50,6,28,13,28,12,14,32,31
65,14,49,4,32,12,49,39,35,15,32
66,15,11,39,2,32,14,28,35,16,27
67,16,47,31,22,47,0,16,31,47,26
68,17,30,43,47,3,16,47,30,21,48
69,18,21,16,27,5,16,31,47,16,44
70,19,4,6,14,32,39,14,28,30,47
71,20,37,43,31,20,45,31,0,41,31
72,21,31,43,1,48,40,1,26,8,43
73,22,37,8,33,30,1,30,37,46,32
74,23,49,4,39,23,19,25,24,23,4
75,24,23,39,32,49,23,35,11,39,28
76,25,19,39,12,35,15,19,50,12,28
77,26,27,5,16,29,30,13,30,32,11
78,27,42,21,8,26,30,16,29,47,16
79,28,32,28,50,39,15,49,50,23,32
80,29,16,29,8,29,9,33,29,30,8
81,30,32,22,3,32,21,33,17,47,32
82,31,45,44,43,17,30,29,17,26,27
83,32,30,9,16,30,1,29,26,8,31
84,33,8,29,44,46,27,30,26,32,23
85,34,33,0,9,16,43,9,8,31,33
86,35,4,15,12,36,11,39,12,39,11
87,36,23,32,50,15,50,32,12,36,39
88,37,18,26,16,9,16,9,16,26,44
89,38,31,18,31,42,31,30,9,16,29
90,39,32,47,30,28,25,24,39,4,28
91,40,48,7,1,29,27,42,43,32,46
92,41,43,17,32,39,23,24,23,32,28
93,42,37,9,26,45,1,9,29,9,16
94,43,37,18,33,44,43,20,31,42,37
95,44,20,3,33,44,38,22,21,29,13
96,45,1,19,39,6,36,28,35,49,35
97,46,33,26,3,37,26,9,47,30,43
98,47,48,46,18,32,23,19,0,3,41
99,48,40,9,29,9,47,48,16,47,16
100,49,13,35,49,39,35,49,35,36,12
101,50,28,35,6,19,15,35,23,4,13
102,0,27,18,47,44,8,37,31,37,30
103,1,40,47,45,13,47,16,31,38,27
104,2,23,14,10,23,13,49,4,39,35
105,3,9,31,26,30,34,42,22,44,30
106,4,49,28,6,28,23,39,32,33,26
107,5,26,32,28,35,28,35,13,4,35
108,6,4,19,13,28,35,12,6,35,19
109,7,1,13,15,32,28,39,32,28,32
110,8,33,22,31,37,5,26,44,37,8
111,9,31,32,14,23,12,32,50,39,4
112,10,32,36,23,15,35,11,19,11,39
113,11,15,19,24,50,39,15,35,19,39
114,12,39,50,32,6,35,39,23,32,0
115,13,43,27,16,41,42,21,31,32,36
116,14,32,23,32,35,23,32,39,15,49
117,15,50,49,19,35,19,50,32,36,11
118,16,47,29,35,29,1,43,17,34,1
119,17,28,14,10,49,23,19,50,49,23
120,18,30,47,16,20,27,32,4,39,28
121,19,12,36,6,10,28,35,33,27,33
122,20,42,43,38,44,30,29,47,1,29
123,21,16,30,8,3,34,0,31,26,33
124,22,45,32,36,11,10,39,32,12,32
125,23,6,35,28,4,49,19,14,36,19
126,24,49,39,28,49,32,36,11,35,6
127,25,19,24,37,18,17,29,30,3,26
128,26,20,30,1,0,29,26,9,16,29
129,27,32,39,35,15,23,35,28,25,37
130,28,32,1,31,16,48,47,43,28,36
131,29,35,6,32,31,29,47,16,38,47
132,30,18,8,22,30,34,44,0,31,44
133,31,30,27,45,20,21,43,9,16,35
134,32,11,14,11,39,35,28,39,28,13
135,33,37,16,33,37,19,39,32,35,25
136,34,38,9,29,21,38,41,29,16,29
137,35,13,39,32,36,4,39,23,39,12
138,36,10,24,50,39,24,49,15,23,36
139,37,32,11,39,6,49,32,4,50,49
140,38,26,3,8,34,18,32,39,12,4
141,39,35,19,39,14,32,39,28,23,35
142,40,48,29,1,28,35,4,32,19,13
143,41,43,31,43,29,35,11,50,32,39
144,42,16,29,9,1,30,31,37,42,17
145,43,26,9,43,27,29,22,1,47,16
146,44,1,27,18,22,26,41,8,33,30
147,45,30,31,29,48,46,9,16,31,37
148,46,9,47,40,47,29,9,45,32,4
149,47,9,29,31,33,27,47,29,16,26
150,48,9,16,9,31,26,31,29,30,20
151,49,39,49,23,35,19,32,15,39,23
152,50,39,10,39,49,6,39,36,39,50
153,0,31,30,31,9,44,38,22,0,35
154,1,42,1,43,31,29,45,3,45,31
155,2,39,11,35,23,15,6,15,24,35
156,3,47,29,30,22,32,39,11,6,35
157,4,36,12,49,4,11,36,39,32,33
158,5,27,45,32,4,32,49,24,23,28
159,6,4,32,11,50,49,4,39,35,36
160,7,0,45,26,29,1,29,16,26,9
161,8,33,38,26,46,27,31,1,28,13
162,9,37,27,17,32,13,32,12,11,10
163,10,23,6,19,23,35,6,39,11,35
164,11,35,6,35,23,32,39,12,28,6
165,12,36,49,6,35,13,10,28,17,33
166,13,35,19,28,12,32,23,4,28,24
