,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,32,0,20,47,48,1,47,29,16
1,1,47,7,48,46,31,43,32,39,36
2,2,39,19,28,47,9,29,44,18,3
3,3,30,47,26,46,32,39,36,11,19
4,4,32,36,23,24,23,50,2,50,35
5,5,26,33,27,37,31,9,29,38,27
6,6,49,23,39,23,19,49,50,49,4
7,7,47,30,44,9,35,4,28,24,23
8,8,1,43,16,29,9,45,32,39,36
9,9,29,9,29,16,9,29,33,20,8
10,10,35,19,0,43,30,47,16,29,9
11,11,39,49,23,4,28,32,26,42,26
12,12,14,35,50,28,19,36,11,14,32
13,13,50,35,36,35,32,33,37,31,37
14,14,11,19,28,6,50,24,11,36,6
15,15,4,24,19,24,13,28,35,28,35
16,16,47,21,32,6,13,50,6,50,24
17,17,45,27,26,30,32,3,16,9,31
18,18,9,29,43,1,31,37,38,32,11
19,19,28,37,30,29,9,16,9,43,41
20,20,32,28,29,16,29,9,17,29,16
21,21,30,8,33,27,1,9,29,32,28
22,22,44,21,31,47,30,29,37,32,1
23,23,14,28,50,4,23,2,35,6,35
24,24,19,10,6,35,28,36,39,15,39
25,25,28,49,50,10,28,19,4,23,15
26,26,44,34,33,17,45,31,47,26,45
27,27,45,22,41,21,26,32,12,39,32
28,28,35,49,39,23,24,23,39,11,12
29,29,30,1,44,43,29,16,29,47,45
30,30,46,48,46,47,32,41,33,38,20
31,31,9,33,47,43,30,17,28,14,39
32,32,35,23,12,23,19,23,39,49,28
33,33,47,1,34,30,16,22,1,33,8
34,34,43,30,42,26,47,16,29,32,39
35,35,6,39,36,39,4,35,0,19,28
36,36,19,24,15,50,2,32,12,39,35
37,37,35,28,15,19,50,14,28,25,19
38,38,45,47,16,21,33,35,6,11,39
39,39,2,39,28,29,32,13,28,14,19
40,40,47,9,30,43,1,33,8,34,27
41,41,42,16,1,9,16,27,5,27,37
42,42,33,37,35,13,23,39,32,23,4
43,43,27,26,44,33,3,29,44,30,44
44,44,26,30,0,8,30,21,9,22,29
45,45,34,0,16,26,31,21,44,1,17
46,46,40,29,9,18,22,26,18,26,21
47,47,29,1,31,20,41,31,30,43,28
48,48,29,31,45,29,44,16,33,18,8
49,49,15,11,36,28,15,39,13,28,25
50,50,39,6,35,0,8,27,43,22,17
51,0,25,19,39,49,19,35,32,24,19
52,1,44,1,37,19,39,32,29,47,1
53,2,49,39,32,49,12,28,50,28,37
54,3,42,32,28,39,12,28,49,24,39
55,4,32,26,16,48,29,47,32,9,34
56,5,27,32,28,35,23,32,36,11,36
57,6,35,15,4,24,23,35,28,14,12
58,7,47,29,21,43,27,26,42,45,32
59,8,31,22,31,26,17,43,16,32,47
60,9,1,26,17,29,20,41,26,44,30
61,10,36,19,14,32,19,23,39,15,6
62,11,49,2,6,35,39,23,28,13,35
63,12,11,39,32,23,2,49,35,28,13
64,13,50,23,49,15,32,37,28,19,32
