,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,46,20,37,33,18,27,32,39,23
1,1,30,16,9,1,41,47,29,47,20
2,2,15,13,31,42,18,34,38,27,18
3,3,32,39,28,19,24,19,11,35,28
4,4,13,28,25,19,32,46,21,16,9
5,5,26,42,33,18,0,29,47,27,45
6,6,50,24,19,25,19,35,6,49,23
7,7,0,28,13,47,43,13,23,19,28
8,8,37,31,9,1,29,47,29,16,29
9,9,29,48,46,20,9,35,36,15,36
10,10,36,35,39,36,39,28,36,19,11
11,11,4,32,46,40,1,7,48,1,33
12,12,36,11,23,28,19,23,35,6,28
13,13,24,35,28,39,11,10,19,12,11
14,14,19,49,32,44,37,26,8,20,27
15,15,28,13,31,9,35,33,16,33,41
16,16,1,34,41,31,46,26,28,37,16
17,17,3,33,42,26,41,43,32,35,9
18,18,26,37,20,37,27,0,32,21,27
19,19,49,32,35,6,23,49,28,35,24
20,20,26,0,19,28,19,14,24,13,10
21,21,26,3,9,16,47,1,8,33,17
22,22,47,42,30,37,33,3,22,38,37
23,23,39,28,35,6,49,23,39,28,13
24,24,25,19,10,13,50,15,32,0,20
25,25,13,39,35,11,32,23,49,28,35
26,26,27,47,40,46,48,46,33,26,18
27,27,37,33,46,26,27,38,34,9,35
28,28,19,15,23,39,6,49,24,23,13
29,29,9,29,47,1,43,37,38,37,38
30,30,47,30,42,17,42,33,26,29,48
31,31,30,26,18,22,46,31,26,5,37
32,32,15,10,28,0,9,16,31,45,43
33,33,32,23,35,13,39,13,1,35,28
34,34,16,30,26,33,31,47,33,29,17
35,35,28,36,32,19,12,39,13,14,11
36,36,32,39,50,4,39,2,23,35,32
37,37,3,1,42,8,16,29,1,31,41
38,38,0,22,33,30,32,14,36,12,14
39,39,35,1,44,17,26,16,27,34,31
40,40,48,9,41,33,27,16,46,0,19
41,41,17,42,32,14,39,32,15,39,14
42,42,30,9,29,16,33,35,39,23,32
43,43,13,14,6,14,36,32,35,39,35
44,44,43,30,45,31,22,17,30,1,22
45,45,31,18,21,44,43,13,16,47,9
46,46,31,20,31,43,1,47,16,34,38
47,47,16,27,20,46,26,27,16,1,31
48,48,46,48,16,3,38,44,29,17,47
49,49,28,11,14,50,19,11,39,13,28
50,50,36,19,39,32,28,50,39,49,39
51,0,19,13,49,39,15,32,35,28,35
52,1,30,38,48,9,31,0,34,1,26
53,2,32,12,36,32,36,32,44,45,16
54,3,37,45,33,42,32,12,24,28,11
55,4,6,35,13,28,13,49,32,26,32
56,5,37,22,31,38,1,31,46,29,30
57,6,24,35,36,39,49,15,32,39,6
58,7,0,32,13,50,39,19,49,23,49
59,8,45,38,31,33,1,48,7,0,27
60,9,1,47,30,29,9,16,9,29,43
61,10,39,32,31,47,16,29,13,49,36
62,11,36,35,28,11,12,28,39,12,19
