,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,42,43,8,17,9,16,47,48,21
1,1,29,16,9,37,38,8,21,48,46
2,2,49,4,50,39,2,39,50,49,28
3,3,16,48,9,29,16,30,17,31,18
4,4,23,32,27,29,32,47,45,27,30
5,5,27,37,20,32,39,32,15,39,35
6,6,32,4,39,14,12,39,6,13,28
7,7,48,9,17,33,45,32,46,47,44
8,8,27,37,0,24,37,27,42,8,33
9,9,29,47,45,16,29,9,29,47,16
10,10,19,50,13,23,19,28,35,4,39
11,11,28,37,1,43,45,26,1,30,31
12,12,36,39,23,49,35,23,32,11,35
13,13,35,19,23,32,49,28,23,49,2
14,14,12,39,11,39,11,12,36,39,36
15,15,32,29,9,29,21,17,37,26,8
16,16,47,16,29,26,20,3,37,44,43
17,17,30,1,29,1,29,9,26,44,31
18,18,32,28,49,32,14,6,39,15,4
19,19,0,43,31,1,35,32,12,35,19
20,20,30,26,37,34,44,30,16,29,33
21,21,32,28,32,0,37,26,9,26,16
22,22,29,0,26,29,47,32,13,35,13
23,23,35,9,31,30,31,1,33,47,28
24,24,19,23,32,50,35,28,49,15,35
25,25,0,27,20,37,32,39,28,10,15
26,26,37,18,26,30,44,37,27,5,37
27,27,17,26,17,27,20,26,30,26,45
28,28,35,33,27,9,29,26,27,26,44
29,29,9,40,46,48,0,31,29,16,33
30,30,1,44,33,47,26,37,33,9,7
31,31,27,42,46,47,16,35,24,37,29
32,32,41,20,30,13,30,47,26,27,9
33,33,30,41,37,42,8,45,34,32,35
34,34,1,30,1,0,9,30,22,16,47
35,35,16,47,16,9,47,32,23,11,36
36,36,35,28,35,9,27,18,37,17,28
37,37,43,26,16,0,18,27,45,47,29
38,38,26,8,37,30,21,26,37,33,38
39,39,32,50,19,24,19,50,23,15,11
40,40,29,9,29,30,16,26,9,33,30
41,41,30,38,1,28,11,28,13,35,39
42,42,26,37,21,27,9,16,34,1,30
43,43,34,44,30,31,22,1,40,29,34
44,44,26,20,31,27,33,46,30,42,18
45,45,22,26,17,47,17,46,18,29,37
46,46,33,18,31,29,32,39,36,50,39
47,47,30,22,31,1,30,1,0,32,24
48,48,40,29,9,26,22,31,1,9,40
49,49,39,12,28,37,5,27,33,3,32
