,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,28,50,4,49,32,37,30,43,33
1,1,30,37,34,30,46,1,38,26,37
2,2,35,6,35,33,22,42,37,18,42
3,3,34,22,38,27,26,27,26,5,16
4,4,23,28,26,44,20,8,3,33,37
5,5,27,16,29,16,22,46,16,21,37
6,6,32,29,1,16,45,43,32,28,19
7,7,38,45,26,33,47,26,44,43,30
8,8,41,37,28,35,13,49,23,6,50
9,9,16,9,16,9,30,44,47,1,21
10,10,28,4,12,36,32,30,37,27,29
11,11,35,16,46,27,26,22,1,33,46
12,12,32,14,35,50,35,28,23,39,6
13,13,39,13,23,28,39,2,15,49,39
14,14,36,50,19,35,23,39,13,50,39
15,15,39,11,28,17,0,33,3,29,48
16,16,47,16,30,1,38,47,29,48,1
17,17,32,43,31,26,34,27,30,13,23
18,18,32,39,4,49,23,39,36,35,32
19,19,13,39,32,0,33,26,16,26,30
20,20,37,35,39,12,32,31,26,30,31
21,21,31,41,45,18,33,43,29,9,30
22,22,30,29,16,33,41,44,45,31,45
23,23,28,0,41,43,45,1,13,32,36
24,24,28,14,39,15,39,32,22,37,38
25,25,13,35,6,39,15,13,23,50,23
26,26,3,34,22,30,37,44,26,9,29
27,27,5,16,33,30,45,22,3,31,44
28,28,49,13,35,6,32,33,31,9,44
29,29,16,29,40,9,47,21,27,44,1
30,30,44,22,27,26,22,44,31,8,42
31,31,13,28,19,24,39,49,15,6,15
32,32,10,35,16,22,30,34,33,44,3
33,33,16,27,32,15,23,24,12,36,32
34,34,27,1,34,41,0,37,1,30,31
35,35,32,1,17,32,34,37,33,34,43
36,36,19,25,19,24,36,28,35,1,30
37,37,32,50,15,23,13,16,46,26,43
38,38,45,22,1,7,46,0,7,29,22
39,39,13,6,32,39,10,14,36,14,6
40,40,29,35,13,35,28,13,4,39,50
41,41,1,29,9,1,16,9,0,24,28
42,42,46,33,45,46,43,16,29,16,29
43,43,47,1,29,16,29,47,21,37,27
44,44,16,45,26,1,17,32,36,6,32
45,45,3,17,27,20,43,30,1,30,29
46,46,9,44,16,47,37,35,28,15,6
47,47,31,30,31,27,32,50,15,4,39
48,48,0,33,47,33,29,42,45,47,37
49,49,24,39,6,35,4,39,32,2,32
50,50,23,4,13,39,12,28,36,11,39
51,0,24,39,35,1,30,21,47,16,17
52,1,30,1,34,26,38,26,46,37,26
53,2,4,49,35,9,29,32,46,44,34
54,3,16,9,16,29,31,17,3,33,22
55,4,32,27,26,33,41,27,37,26,27
56,5,27,34,27,42,3,47,30,1,46
57,6,32,11,28,13,30,13,43,30,43
58,7,1,27,3,18,16,9,29,33,34
59,8,27,43,47,33,45,1,37,3,26
60,9,16,29,22,26,33,44,32,39,50
61,10,39,35,50,4,39,36,28,25,13
62,11,50,35,23,49,50,23,39,32,28
63,12,39,11,23,49,36,12,11,35,13
64,13,12,19,11,32,10,6,23,39,13
65,14,36,19,32,19,23,35,13,4,49
66,15,23,49,39,32,35,28,23,50,13
67,16,31,21,26,22,26,5,27,44,21
68,17,31,30,33,3,38,42,26,17,47
69,18,47,41,22,17,26,30,21,26,8
70,19,0,25,37,42,26,30,8,43,45
71,20,30,27,21,32,31,16,42,16,29
72,21,47,48,46,37,8,34,33,32,12
73,22,43,30,47,43,44,43,30,29,27
74,23,19,11,36,6,1,29,16,46,34
75,24,13,30,45,26,33,45,30,31,16
76,25,37,28,35,16,35,32,38,18,26
77,26,3,9,35,6,15,50,19,32,26
78,27,29,16,27,31,44,47,48,38,1
79,28,10,39,36,11,35,29,16,9,38
80,29,31,47,20,33,47,1,30,22,29
81,30,47,26,9,1,43,31,41,33,38
82,31,22,18,37,34,41,33,1,47,29
83,32,28,36,39,28,35,9,29,40,46
84,33,27,26,27,26,27,34,3,47,16
85,34,18,37,42,26,46,16,9,29,47
86,35,36,12,49,39,12,19,24,28,35
87,36,39,35,13,1,45,31,37,33,22
88,37,33,0,28,23,24,35,23,39,32
89,38,33,27,16,26,32,50,28,44,16
90,39,28,6,49,39,32,42,20,27,9
91,40,47,21,37,19,35,28,12,32,26
92,41,18,33,32,39,28,47,48,40,46
93,42,29,45,30,45,17,37,45,26,17
94,43,1,27,37,29,9,29,16,30,18
95,44,0,19,37,27,1,33,20,18,43
96,45,27,45,33,27,45,16,26,44,43
97,46,26,47,48,16,48,47,32,11,6
98,47,9,31,18,27,16,9,16,9,16
99,48,9,20,8,3,31,33,20,9,26
100,49,4,32,24,12,35,9,29,9,16
101,50,39,24,23,35,39,6,19,28,35
102,0,1,45,22,1,43,38,26,42,44
103,1,42,31,8,9,16,18,22,38,29
104,2,15,49,4,32,28,50,24,28,32
105,3,9,48,29,27,29,9,29,16,30
106,4,49,39,12,14,6,35,1,38,37
107,5,27,38,33,43,37,26,37,5,29
108,6,35,28,49,24,0,16,27,22,47
109,7,0,44,45,30,16,35,39,23,39
110,8,37,41,21,32,4,6,23,13,35
111,9,26,16,20,33,45,46,45,30,37
112,10,19,36,39,11,32,21,46,1,47
113,11,50,49,32,21,1,47,26,47,22
114,12,11,28,13,35,28,23,49,19,35
115,13,47,1,38,1,48,38,32,9,30
116,14,28,35,50,10,32,37,35,6,36
117,15,4,14,35,6,36,39,28,35,9
118,16,47,1,45,30,42,3,33,0,19
119,17,21,1,26,27,17,29,1,18,26
120,18,16,29,16,27,30,38,0,46,1
121,19,0,17,9,29,9,16,30,45,30
122,20,27,8,33,46,9,0,47,29,43
123,21,27,38,47,48,47,48,1,16,47
124,22,31,29,16,35,23,35,29,16,37
125,23,32,2,49,24,50,32,39,15,11
126,24,19,39,24,13,49,28,35,13,32
127,25,28,36,39,36,11,4,12,39,32
128,26,38,48,47,31,17,30,27,18,41
129,27,18,33,27,16,33,3,44,17,37
130,28,35,6,35,39,36,39,32,23,32
131,29,9,16,47,38,30,45,29,9,40
132,30,46,8,33,38,16,47,28,11,19
133,31,42,37,1,26,17,27,37,28,39
134,32,19,39,12,15,49,15,23,32,23
135,33,37,47,16,9,16,1,47,48,7
136,34,27,30,0,48,16,9,30,1,46
137,35,24,19,11,10,28,19,24,28,50
138,36,39,36,32,23,39,6,35,39,19
139,37,0,9,16,26,17,8,37,22,26
140,38,48,16,47,17,21,27,0,45,37
141,39,11,12,4,23,39,15,50,23,49
142,40,46,34,1,48,7,9,26,28,0
143,41,45,33,30,13,35,9,47,1,46
144,42,33,30,20,26,46,9,29,16,1
145,43,1,44,33,37,32,11,35,16,47
146,44,8,44,29,9,26,16,26,33,31
147,45,37,28,24,50,23,39,32,23,4
148,46,32,39,12,39,35,28,24,4,32
149,47,48,0,25,0,46,18,3,20,33
150,48,47,9,41,0,24,32,24,35,39
151,49,6,10,11,32,34,26,8,17,22
152,50,24,19,36,11,32,36,32,16,33
153,0,31,1,48,47,29,9,29,38,9
154,1,44,1,45,29,48,46,45,37,30
155,2,23,28,35,0,37,0,22,44,31
156,3,30,31,44,30,13,32,36,32,46
157,4,39,32,23,39,50,4,39,35,49
158,5,37,28,13,44,1,35,16,29,18
159,6,14,36,32,26,33,20,47,29,16
160,7,38,42,38,0,26,1,46,16,17
161,8,41,47,17,28,44,9,29,34,9
162,9,30,33,46,9,35,0,26,32,31
163,10,14,39,35,16,27,43,30,13,50
164,11,36,14,32,4,50,6,23,19,39
165,12,36,28,19,24,0,1,48,46,30
166,13,35,32,6,35,4,39,36,6,50
167,14,11,32,46,18,31,1,31,27,31
168,15,49,32,31,38,33,32,23,12,50
169,16,1,45,1,22,37,16,27,41,34
170,17,32,28,35,9,16,29,26,32,39
171,18,27,26,17,0,29,5,27,29,31
172,19,23,50,2,49,32,28,49,19,36
173,20,42,31,38,30,31,30,1,29,9
174,21,16,17,31,21,27,26,47,1,7
175,22,43,29,30,34,17,29,31,45,18
176,23,36,12,11,23,39,36,49,28,35
177,24,19,6,35,39,32,12,39,2,13
178,25,24,13,39,13,50,32,36,28,32
179,26,47,46,20,42,27,33,34,37,8
180,27,33,41,47,22,1,30,27,31,38
181,28,24,32,41,27,33,30,45,33,1
182,29,1,47,33,38,33,8,17,16,31
183,30,1,32,39,32,13,32,12,4,39
184,31,41,9,26,16,0,28,39,32,24
185,32,4,19,13,31,33,45,32,14,6
186,33,31,26,41,29,16,31,33,37,0
187,34,20,1,22,45,27,33,18,22,43
188,35,33,32,11,39,12,39,28,39,14
189,36,35,6,35,28,35,23,32,39,36
190,37,26,9,16,29,1,7,0,29,31
191,38,7,29,16,30,43,44,43,33,41
192,39,6,28,24,19,35,39,28,0,34
193,40,29,16,18,29,33,20,31,29,27
194,41,27,0,28,39,36,14,12,15,28
195,42,26,31,16,29,16,35,50,35,28
196,43,9,16,9,29,16,30,43,1,47
197,44,31,30,21,22,31,1,19,25,0
198,45,1,29,9,31,1,35,28,6,49
199,46,29,47,34,44,42,32,36,35,24
200,47,48,1,48,46,40,48,7,46,47
201,48,1,38,27,16,29,26,28,32,27
202,49,32,3,18,37,9,26,37,34,33
203,50,24,10,13,28,1,47,26,42,1
204,0,37,26,31,1,30,45,29,43,47
205,1,42,33,41,18,45,8,30,44,26
206,2,4,24,35,32,39,32,35,6,12
207,3,31,9,29,21,37,29,48,29,27
208,4,12,11,32,30,17,33,18,3,16
209,5,16,9,29,30,29,31,17,21,20
210,6,35,1,35,28,23,32,26,9,45
211,7,48,7,29,9,16,29,30,16,45
212,8,30,1,9,32,42,3,42,47,37
213,9,16,34,21,38,9,34,42,30,16
214,10,14,50,23,49,2,4,12,11,50
215,11,19,1,20,27,47,26,20,41,26
216,12,32,36,28,50,39,14,36,15,36
217,13,28,39,24,49,23,15,4,36,11
218,14,11,6,11,39,32,13,19,15,13
219,15,32,12,50,24,49,50,39,28,12
220,16,9,29,16,30,1,43,30,1,30
221,17,22,37,45,43,33,8,33,42,17
222,18,31,46,1,48,16,31,9,16,29
223,19,37,33,38,37,30,16,31,3,38
224,20,9,29,33,32,49,50,4,32,49
225,21,32,39,49,19,32,11,28,35,39
226,22,31,16,47,16,29,47,28,35,4
227,23,35,16,38,31,33,17,26,9,0
228,24,39,28,15,24,19,35,36,35,19
229,25,0,33,22,46,38,47,48,16,9
230,26,31,43,22,30,37,22,30,31,45
231,27,30,47,48,1,26,33,32,36,11
232,28,19,50,15,10,50,4,49,39,11
233,29,31,47,44,29,13,35,10,24,36
234,30,8,34,8,45,0,17,26,29,47
235,31,43,9,33,47,21,18,41,38,47
236,32,38,44,16,9,29,31,30,1,30
237,33,35,50,24,6,13,35,24,12,19
238,34,38,47,16,9,16,35,33,22,9
239,35,12,28,37,0,46,26,0,19,25
240,36,12,11,32,47,44,30,13,14,50
241,37,13,24,19,24,35,16,29,16,28
242,38,33,0,25,37,21,44,31,37,31
243,39,49,39,32,39,19,12,19,28,39
244,40,29,1,26,34,29,9,38,37,41
245,41,34,47,29,37,27,42,33,26,17
246,42,32,35,28,35,36,35,49,15,50
247,43,30,33,27,1,0,26,47,16,47
248,44,47,0,20,31,1,27,29,9,47
249,45,1,47,1,46,47,16,9,0,28
250,46,0,38,1,44,46,29,9,16,18
251,47,31,26,20,31,29,45,31,9,16
252,48,1,42,32,11,32,27,33,32,13
253,49,15,35,33,9,29,30,0,28,10
254,50,32,17,9,34,32,29,9,16,9
255,0,31,26,22,1,30,29,31,17,16
256,1,48,46,1,47,9,16,9,29,26
257,2,28,12,15,14,11,36,19,36,28
258,3,45,3,33,30,45,27,26,5,37
259,4,50,49,11,35,6,32,3,31,42
260,5,26,46,33,37,18,27,33,44,16
261,6,50,23,15,50,23,4,28,16,9
262,7,9,48,47,9,16,26,38,22,3
263,8,26,3,16,9,16,43,9,26,41
264,9,33,26,33,45,27,34,26,1,0
265,10,13,15,12,4,15,4,23,4,13
266,11,32,0,47,16,28,39,32,12,39
267,12,11,36,32,49,28,23,50,15,6
268,13,49,50,49,15,12,32,24,28,36
269,14,24,11,12,35,13,23,2,32,39
270,15,39,32,38,20,37,9,41,18,37
271,16,29,30,31,47,1,6,39,28,35
272,17,0,41,34,43,1,29,48,47,27
273,18,29,16,9,43,29,43,16,31,45
274,19,32,23,4,39,50,13,30,31,20
275,20,3,9,48,7,1,29,30,13,4
276,21,22,45,43,17,1,26,16,27,30
277,22,9,29,35,12,32,49,10,50,4
278,23,28,36,39,6,39,35,32,28,35
279,24,50,4,50,49,24,10,12,49,4
280,25,37,33,16,35,6,32,6,39,35
