,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,16,9,16,30,16,43,33,31,30
1,1,16,9,13,35,37,33,17,21,1
2,2,39,32,36,10,36,39,50,49,23
3,3,33,32,13,28,24,11,36,11,19
4,4,23,28,36,32,15,39,24,0,42
5,5,27,41,33,31,44,43,9,45,42
6,6,35,49,28,17,16,44,47,20,32
7,7,38,18,37,1,22,16,9,16,29
8,8,38,47,31,27,0,7,29,0,22
9,9,26,27,1,30,45,43,31,42,30
10,10,4,36,11,35,13,32,13,39,6
11,11,23,4,36,14,11,36,35,6,15
12,12,39,35,6,13,35,24,35,19,37
13,13,49,2,13,49,32,39,50,49,50
14,14,32,23,12,11,6,4,12,19,35
15,15,6,50,49,39,32,3,17,20,31
16,16,20,1,35,9,29,16,29,34,26
17,17,22,30,27,37,26,9,29,1,29
18,18,43,46,7,48,7,47,30,44,27
19,19,28,0,44,46,40,47,16,9,44
20,20,17,26,0,37,26,47,40,46,31
21,21,47,0,37,26,38,1,34,30,1
22,22,13,16,9,17,32,6,39,13,6
23,23,2,13,24,23,35,36,32,6,39
24,24,23,49,24,4,50,49,50,32,35
25,25,28,4,24,35,32,36,39,50,36
26,26,37,22,47,30,38,33,22,16,47
27,27,1,31,37,1,3,34,31,29,9
28,28,49,19,4,28,4,32,44,1,30
29,29,42,27,26,9,30,34,0,26,22
30,30,1,30,1,29,47,44,30,26,31
31,31,43,27,30,37,13,36,11,12,11
32,32,34,1,29,1,27,17,26,33,46
33,33,18,9,16,47,38,34,26,37,26
34,34,45,31,9,30,1,13,14,11,35
35,35,4,49,28,29,26,27,37,3,33
36,36,39,12,19,39,11,36,39,23,32
37,37,27,43,26,33,38,33,26,47,26
38,38,33,46,3,27,31,1,30,41,37
39,39,12,28,4,24,23,28,13,1,47
40,40,1,30,26,27,42,37,20,26,16
41,41,34,22,30,29,9,16,45,42,45
42,42,26,37,0,38,31,43,47,21,41
43,43,44,30,43,26,27,33,1,31,9
44,44,26,45,26,16,44,16,9,30,29
