,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,45,47,26,22,30,37,33,22,9
1,1,7,48,7,47,30,1,41,45,30
2,2,35,14,12,14,23,39,32,4,32
3,3,20,27,29,47,16,33,1,31,32
4,4,28,49,19,35,24,23,24,36,32
5,5,27,5,37,33,18,33,16,9,29
6,6,39,23,4,6,39,23,39,50,23
7,7,29,44,30,1,43,1,29,47,22
8,8,27,41,9,47,31,30,45,0,32
9,9,43,13,49,4,6,10,39,32,2
10,10,14,11,28,39,32,2,49,13,1
11,11,12,36,50,23,35,32,46,32,12
12,12,28,13,28,35,28,19,35,37,33
13,13,28,36,14,23,24,35,49,32,19
14,14,32,15,6,35,13,32,22,17,16
15,15,2,32,14,32,0,17,29,47,44
16,16,9,16,21,17,16,13,28,13,49
17,17,44,18,32,45,33,20,43,33,31
18,18,17,26,18,41,43,26,1,31,16
19,19,13,28,35,32,6,35,25,24,35
20,20,33,21,22,47,31,26,42,0,46
21,21,8,30,22,33,22,16,41,27,5
22,22,21,32,14,50,28,35,32,4,32
23,23,32,8,47,48,38,37,3,31,27
24,24,19,50,24,25,0,48,16,9,29
25,25,24,35,39,49,24,39,49,15,19
26,26,33,27,31,18,43,34,26,43,33
27,27,38,33,47,44,32,39,32,39,12
28,28,39,12,39,28,13,32,23,50,32
29,29,38,45,43,9,29,37,16,26,47
30,30,29,9,0,48,40,48,47,31,3
31,31,30,26,37,31,30,34,29,9,32
32,32,15,39,28,36,28,12,36,32,47
33,33,8,38,16,0,20,43,32,47,9
34,34,26,38,47,30,8,21,33,17,26
35,35,50,24,23,13,30,43,41,45,31
36,36,32,20,44,31,0,31,1,30,9
37,37,28,32,6,13,50,13,35,39,6
38,38,1,30,37,32,23,49,12,19,10
39,39,32,14,24,35,49,23,12,50,23
40,40,48,40,29,13,35,50,4,23,49
41,41,17,26,47,17,37,1,46,8,21
42,42,0,34,32,27,22,31,30,33,20
43,43,44,29,31,29,31,22,1,27,30
44,44,1,41,26,31,37,22,30,44,18
45,45,27,42,29,5,27,37,35,11,32
46,46,3,44,37,16,47,29,9,29,16
47,47,29,16,9,1,9,47,16,30,0
48,48,40,46,33,43,16,9,16,48,9
49,49,50,23,4,15,39,11,12,19,36
50,50,28,19,24,23,35,32,11,12,49
51,0,29,26,42,27,20,42,30,1,29
52,1,44,13,15,39,32,2,49,19,50
53,2,4,14,32,49,23,32,0,9,16
54,3,46,29,16,5,27,18,21,46,21
55,4,32,26,30,26,32,37,20,32,14
56,5,29,47,46,37,17,3,32,3,46
57,6,39,50,13,32,39,32,46,21,46
58,7,9,16,27,43,8,33,32,13,37
59,8,31,16,9,33,26,0,28,0,37
60,9,29,17,37,47,29,30,21,42,43
61,10,6,13,6,35,33,46,33,22,45
62,11,35,19,25,37,0,35,49,32,30
63,12,11,50,15,50,32,31,0,27,8
64,13,36,49,23,15,23,15,19,32,23
65,14,12,39,36,10,28,23,14,39,28
66,15,32,14,28,35,1,29,30,9,35
67,16,29,44,30,16,29,0,29,47,29
68,17,47,44,26,38,18,3,43,44,27
69,18,31,27,29,16,29,47,7,46,38
70,19,49,23,24,35,28,12,32,43,8
71,20,42,38,30,1,29,9,29,1,29
72,21,18,9,16,29,44,43,29,46,45
73,22,0,27,17,30,29,1,30,26,34
74,23,15,39,19,23,49,4,23,35,28
75,24,19,24,19,35,0,34,21,45,17
76,25,13,28,4,39,28,29,47,29,31
77,26,37,0,18,34,30,46,33,35,6
78,27,47,1,47,16,9,29,9,16,29
79,28,36,49,4,28,35,50,15,32,12
80,29,9,29,47,27,26,21,18,31,30
81,30,27,43,1,18,27,33,29,31,26
82,31,43,22,29,9,29,16,29,17,26
83,32,21,34,31,42,16,26,31,29,47
84,33,30,1,27,5,27,18,26,29,1
85,34,26,31,47,16,9,29,9,16,8
86,35,49,50,32,28,39,28,6,15,49
87,36,19,23,28,4,32,11,12,15,10
88,37,31,47,3,33,17,31,13,22,1
89,38,30,3,20,31,45,16,1,33,21
90,39,28,19,35,39,11,19,28,24,4
91,40,48,47,29,48,1,48,46,8,33
92,41,8,3,21,8,32,0,28,13,50
93,42,37,16,29,16,47,1,13,2,39
94,43,9,16,26,44,46,32,39,50,39
95,44,38,18,33,21,17,16,32,39,23
96,45,31,21,41,30,29,9,29,28,13
97,46,20,46,27,44,3,16,3,32,19
98,47,1,48,46,33,1,16,29,30,17
99,48,40,1,30,45,42,32,0,29,9
100,49,35,28,35,13,39,35,0,26,47
101,50,6,35,23,13,25,37,46,48,1
102,0,33,21,43,31,17,9,21,42,26
103,1,47,16,21,29,9,29,46,47,16
104,2,39,49,32,8,32,3,46,42,26
105,3,37,5,16,35,28,49,39,19,39
106,4,39,32,11,39,11,23,15,13,35
107,5,37,20,30,26,41,8,46,41,45
108,6,1,0,28,24,39,11,19,24,14
109,7,47,1,16,26,27,30,22,27,20
110,8,22,26,9,31,30,16,9,16,9
111,9,16,26,46,1,30,29,9,47,21
112,10,19,4,49,15,23,35,32,6,50
113,11,39,11,23,35,23,39,15,39,32
114,12,11,13,32,3,33,30,47,9,29
115,13,43,30,33,3,33,42,27,17,0
116,14,36,32,33,0,31,29,9,43,29
117,15,32,14,6,4,35,11,12,19,12
118,16,9,16,9,35,10,35,4,32,43
119,17,38,9,0,46,31,47,16,9,29
120,18,31,45,26,29,3,42,33,17,27
121,19,35,33,26,32,39,32,16,26,9
122,20,27,29,13,35,13,31,16,29,30
123,21,8,30,29,30,34,21,48,1,29
124,22,26,37,22,47,29,48,29,16,21
125,23,13,6,32,33,42,1,43,31,29
126,24,15,4,2,39,36,12,49,23,11
127,25,19,37,18,30,8,45,29,22,30
128,26,16,26,30,43,47,7,9,29,9
129,27,45,30,17,1,47,26,37,47,48
130,28,39,23,32,12,36,14,28,29,9
131,29,16,9,30,47,16,26,38,20,3
132,30,34,32,36,32,43,29,47,43,33
133,31,42,45,31,26,9,16,27,5,16
134,32,33,18,27,32,39,28,37,21,47
135,33,22,3,27,41,38,37,34,33,3
136,34,18,20,43,28,13,39,36,11,49
137,35,9,33,32,30,0,29,9,16,22
138,36,12,32,35,39,15,49,23,36,39
139,37,28,32,24,23,39,15,49,50,28
140,38,41,44,41,31,26,31,1,45,31
141,39,14,35,10,28,32,42,31,3,21
142,40,1,48,16,35,11,32,2,28,39
143,41,31,17,45,16,30,46,17,31,33
144,42,8,9,26,27,42,26,16,35,6
145,43,38,47,26,9,30,41,27,21,20
146,44,21,29,9,32,36,4,35,39,28
147,45,30,31,29,5,27,45,43,3,44
148,46,1,29,0,32,36,39,15,36,11
149,47,41,38,9,13,24,19,24,50,32
150,48,29,37,30,29,13,10,28,26,9
151,49,23,32,42,20,31,30,34,26,44
152,50,49,23,19,49,39,23,32,35,19
