,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,26,27,37,1,29,16,35,15,39
1,1,30,9,29,48,16,47,29,16,1
2,2,23,15,13,37,31,37,45,29,16
3,3,46,0,45,1,30,1,27,18,30
4,4,50,28,24,36,32,4,28,13,14
5,5,29,44,18,44,30,42,9,29,16
6,6,13,6,2,32,39,36,14,35,39
7,7,1,13,15,32,36,32,23,28,49
8,8,30,18,38,47,26,27,20,41,20
9,9,1,16,35,32,18,37,27,37,32
10,10,39,50,32,4,12,36,12,39,23
11,11,36,39,12,32,35,4,24,36,12
12,12,19,0,24,28,35,13,50,28,44
13,13,4,2,15,50,24,23,32,15,50
14,14,19,24,28,4,35,28,12,49,50
15,15,23,50,13,32,45,22,29,9,35
16,16,9,1,32,36,39,13,28,35,39
17,17,37,20,33,8,31,30,44,30,37
18,18,38,31,27,46,45,16,33,26,21
19,19,13,28,39,32,43,31,30,29,43
20,20,30,31,30,0,32,17,3,21,0
21,21,45,21,32,39,32,39,28,30,28
22,22,9,29,9,16,26,3,43,32,11
23,23,32,12,32,18,27,33,32,10,28
24,24,23,4,19,35,33,9,31,37,27
25,25,13,35,28,13,28,23,49,4,39
26,26,16,22,34,46,30,47,20,8,43
27,27,29,20,33,37,26,37,25,0,25
28,28,35,13,30,45,18,33,22,29,33
29,29,9,26,46,31,16,27,38,45,27
30,30,45,47,30,29,48,7,46,48,40
31,31,8,29,46,8,32,26,30,43,13
32,32,0,44,45,1,18,3,20,46,9
33,33,32,34,16,37,33,38,34,27,37
34,34,38,8,26,29,46,48,1,45,43
35,35,32,11,12,36,14,50,35,23,49
36,36,14,36,35,19,50,24,28,32,39
37,37,43,30,18,45,26,18,30,22,37
38,38,9,29,33,9,38,47,30,47,48
39,39,50,19,4,13,28,13,49,32,23
40,40,1,46,26,22,30,20,26,31,29
41,41,16,27,30,29,21,22,33,41,9
42,42,45,37,41,26,32,9,29,27,22
43,43,1,48,47,29,16,9,35,16,44
44,44,1,19,35,33,41,8,21,22,17
45,45,46,33,9,35,32,13,12,39,36
46,46,48,40,47,45,1,21,16,47,31
47,47,9,16,9,43,41,44,31,30,34
48,48,47,16,27,33,16,30,22,44,26
49,49,10,13,23,14,13,35,28,13,15
50,50,23,10,36,39,49,39,50,24,19
51,0,25,0,9,21,3,26,20,41,31
52,1,47,16,9,29,47,16,9,16,47
53,2,23,28,35,13,14,12,32,39,36
54,3,33,26,32,23,15,28,12,39,14
55,4,32,4,39,32,13,50,23,35,50
56,5,26,33,9,16,9,16,9,29,16
57,6,36,10,28,19,13,50,35,19,25
58,7,9,16,9,16,47,30,43,31,33
59,8,34,9,16,47,46,37,44,18,17
60,9,16,21,30,1,44,34,27,34,30
61,10,15,35,32,19,11,12,28,32,39
62,11,36,39,32,35,9,30,44,33,47
63,12,11,28,19,39,23,15,24,14,32
64,13,35,36,39,28,23,35,1,18,9
65,14,32,33,3,26,17,30,13,32,1
66,15,35,6,39,28,50,10,12,28,32
67,16,29,40,29,38,33,44,43,47,26
68,17,33,29,9,30,1,32,10,13,11
69,18,32,39,36,39,28,25,0,46,33
70,19,32,11,13,35,13,28,19,24,13
71,20,9,29,16,5,26,29,0,32,36
72,21,22,42,16,5,27,31,32,13,49
73,22,3,30,16,34,32,35,13,15,35
74,23,49,11,12,36,39,49,50,35,36
75,24,28,13,36,28,23,35,36,11,32
76,25,19,39,32,34,38,8,16,21,1
77,26,27,17,26,37,3,27,41,1,47
78,27,26,0,16,9,29,13,2,32,27
79,28,35,24,39,32,35,13,50,28,0
80,29,16,47,16,29,1,13,50,13,32
81,30,9,26,44,22,8,30,17,31,45
82,31,47,33,0,32,36,12,39,15,19
83,32,37,31,1,35,0,31,22,30,27
84,33,17,43,26,27,18,37,29,47,26
85,34,17,37,47,48,9,47,16,29,16
86,35,6,39,36,35,4,49,4,24,28
87,36,11,36,11,36,11,39,49,15,35
88,37,38,31,18,3,33,26,42,34,26
89,38,34,44,17,26,9,16,45,37,27
90,39,50,6,10,13,6,1,16,21,37
91,40,46,26,16,35,39,14,32,15,24
92,41,22,9,16,21,41,8,9,46,29
93,42,34,21,20,21,17,44,32,39,6
94,43,31,30,29,31,30,41,16,9,31
95,44,38,30,16,33,38,47,33,35,13
96,45,0,28,12,19,1,42,21,34,30
97,46,38,48,46,37,30,45,26,30,31
98,47,33,35,39,13,24,28,39,35,14
99,48,47,26,16,9,1,30,22,37,27
100,49,23,15,13,37,33,18,31,30,3
101,50,39,19,28,32,22,21,26,27,30
102,0,28,39,49,35,32,1,43,9,45
103,1,30,41,27,37,43,1,8,1,46
104,2,49,39,36,11,24,37,26,16,35
105,3,45,18,3,32,23,6,49,15,32
106,4,49,39,15,49,4,39,28,35,19
107,5,26,9,47,20,47,7,9,26,16
108,6,32,28,19,37,26,38,3,21,1
109,7,48,46,32,12,32,43,16,26,31
110,8,41,46,0,34,29,3,1,43,18
111,9,1,19,12,23,6,35,28,37,31
