,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,19,1,35,8,35,20,35,45,35
1,1,24,48,19,29,32,29,28,16,23
2,2,16,6,16,39,9,36,9,36,29
3,3,35,27,35,32,16,39,16,39,16
4,4,29,35,16,32,16,39,9,36,9
5,5,6,27,6,27,35,21,35,47,24
6,6,27,6,29,49,47,50,47,28,30
7,7,19,38,19,46,35,26,6,27,6
8,8,35,0,35,42,35,0,1,28,1
9,9,32,9,19,1,28,30,35,33,35
10,10,17,10,17,10,17,35,30,28,1
11,11,29,28,30,28,43,13,44,35,43
12,12,9,36,29,36,29,11,9,12,9
13,13,16,39,47,35,18,35,46,35,22
14,14,29,28,30,13,26,35,26,35,32
15,15,16,50,16,32,9,39,16,6,5
16,16,28,1,28,16,2,16,39,16,49
17,17,10,29,39,9,12,9,36,9,32
18,18,35,33,35,47,15,47,50,16,15
19,19,47,28,1,24,46,19,46,35,38
20,20,35,18,35,0,19,38,35,9,39
21,21,35,26,35,22,35,31,28,1,19
22,22,35,32,9,32,29,12,9,36,9
23,23,16,32,9,14,9,36,9,19,47
24,24,29,32,16,4,29,50,29,6,5
25,25,1,28,30,35,1,28,1,28,1
26,26,35,27,6,5,6,16,13,29,4
27,27,35,44,13,26,13,1,25,1,28
28,28,29,32,9,39,16,32,9,32,16
29,29,10,17,35,16,28,1,35,34,35
30,30,13,44,35,1,19,48,23,16,6
31,31,28,31,35,38,19,38,19,7,19
32,32,29,19,38,35,26,6,26,39,9
33,33,35,26,35,32,35,32,16,39,9
34,34,35,44,13,47,28,22,28,31,28
35,35,47,23,29,32,9,11,31,28,1
36,36,9,35,20,35,22,28,43,13,29
37,37,1,0,1,25,1,13,28,30,35
38,38,19,1,0,1,25,1,28,30,28
39,39,9,11,9,39,16,39,16,15,16
40,40,24,29,19,0,35,3,35,20,35
41,41,35,31,28,30,28,1,28,43,13
42,42,35,26,35,27,6,29,49,47,50
43,43,13,26,39,9,14,29,24,48,24
44,44,35,18,35,33,35,43,28,1,13
45,45,35,30,35,46,19,1,37,35,21
46,46,35,46,19,29,39,9,36,29,12
47,47,50,47,50,29,36,9,36,29,14
48,48,19,7,19,47,49,16,35,37,35
49,49,47,24,29,35,45,35,29,32,35
50,50,47,23,48,19,38,35,20,35,34
51,0,19,48,24,48,24,46,24,40,14
52,1,24,48,24,47,13,47,23,48,19
53,2,16,4,16,35,41,35,0,35,33
54,3,35,26,35,47,39,29,35,45,28
55,4,16,32,35,26,6,16,39,9,32
56,5,6,37,6,5,6,27,35,30,13
57,6,16,32,9,39,9,32,9,12,29
58,7,19,1,35,1,24,1,19,9,32
59,8,35,45,28,47,19,48,24,29,23
60,9,39,9,11,9,39,16,39,9,11
61,10,17,10,29,49,29,35,43,35,20
62,11,29,23,16,13,16,6,5,6,16
63,12,9,39,16,50,16,4,47,50,47
64,13,17,13,29,32,9,39,9,36,29
65,14,9,39,16,35,33,35,20,35,1
66,15,47,19,29,14,9,14,40,24,1
67,16,32,16,39,9,36,9,11,9,39
68,17,10,17,35,30,28,30,28,30,35
69,18,35,46,24,46,35,31,11,31,35
70,19,48,24,48,24,29,39,9,39,9
71,20,35,42,35,0,35,31,35,26,35
72,21,35,37,1,0,1,28,1,25,1
73,22,35,45,28,31,35,41,35,16,23
74,23,16,13,47,13,1,24,1,37,1
75,24,48,24,1,25,1,0,1,0,35
76,25,1,0,1,35,33,35,17,35,26
77,26,6,5,6,26,13,28,1,0,35
78,27,35,20,35,33,35,34,35,0,1
79,28,1,25,1,28,30,35,21,35,32
80,29,50,16,15,47,35,45,35,26,13
81,30,28,16,23,21,23,16,6,26,39
82,31,11,31,11,9,39,9,35,26,6
83,32,9,39,29,28,16,49,29,36,9
84,33,35,33,35,38,19,1,25,1,35
85,34,35,9,32,35,29,28,1,0,19
86,35,27,6,29,35,38,35,20,35,38
87,36,29,19,29,28,9,32,16,4,29
88,37,35,16,15,16,2,16,32,29,11
89,38,19,48,24,40,24,40,14,40,24
90,39,9,36,9,19,47,23,48,23,21
91,40,14,40,24,1,13,47,15,29,15
92,41,35,20,35,30,28,44,13,28,44
93,42,35,18,35,18,35,17,13,44,13
94,43,13,30,28,9,36,9,39,47,50
95,44,28,43,13,26,6,5,6,26,13
96,45,35,37,6,37,35,31,35,20,35
97,46,19,1,0,1,35,18,35,30,28
98,47,28,30,28,29,10,17,10,17,13
99,48,19,1,13,47,23,48,19,38,19
100,49,47,23,21,23,47,24,46,35,41
101,50,16,23,47,24,29,15,29,6,37
102,0,1,24,46,19,7,19,47,28,30
103,1,0,35,33,35,26,39,16,32,29
104,2,16,50,16,32,35,46,19,7,19
105,3,35,27,6,37,35,26,35,21,23
106,4,47,50,47,49,16,39,9,35,26
107,5,6,29,39,9,39,16,23,16,49
108,6,27,6,26,6,27,6,16,15,16
109,7,19,48,19,48,19,48,19,48,19
110,8,35,32,9,12,9,32,35,3,35
111,9,35,33,35,18,35,43,28,30,28
112,10,17,10,29,36,29,28,47,35,32
113,11,9,12,9,35,26,35,33,35,18
114,12,9,35,1,19,1,25,1,13,28
115,13,47,49,29,6,27,35,30,28,43
116,14,29,32,16,32,16,35,26,6,26
117,15,16,39,29,11,9,14,40,14,9
118,16,32,16,32,16,32,29,50,16,28
119,17,13,43,35,20,35,33,35,17,35
120,18,35,17,10,17,13,30,35,9,11
121,19,46,19,7,19,9,39,9,12,9
122,20,35,9,11,9,36,9,12,9,12
123,21,35,27,35,27,35,37,35,26,6
124,22,28,22,28,9,32,16,32,35,47
125,23,47,39,47,49,47,28,30,35,27
126,24,40,14,9,14,40,24,29,19,1
127,25,1,19,9,12,9,32,9,11,29
128,26,35,41,35,37,35,33,35,42,35
129,27,35,21,35,43,13,28,30,35,0
130,28,30,28,1,25,1,0,1,0,19
131,29,36,29,39,29,36,29,11,9,39
132,30,28,22,28,1,0,35,33,35,26
133,31,35,33,35,29,24,47,50,29,12
134,32,9,36,9,11,29,39,16,32,16
135,33,35,0,19,7,19,47,13,29,23
136,34,35,27,35,26,39,9,14,9,12
137,35,43,28,31,28,9,11,29,28,13
138,36,9,14,40,14,40,14,40,14,40
139,37,6,29,28,29,28,31,28,30,13
140,38,19,7,19,7,19,1,28,31,35
141,39,9,19,48,19,1,25,1,24,46
142,40,24,29,10,29,36,9,11,31,35
143,41,35,38,35,37,35,33,35,43,35
144,42,35,27,35,38,35,44,28,1,28
145,43,28,45,35,8,35,1,0,1,19
146,44,13,47,13,47,13,47,35,18,35
147,45,35,33,35,41,35,8,35,33,35
148,46,19,1,19,9,11,29,24,47,23
149,47,28,1,19,48,19,46,35,43,28
150,48,23,16,6,26,39,16,32,9,32
151,49,16,32,16,4,29,50,47,13,26
152,50,29,19,46,24,40,14,29,35,47
153,0,1,25,1,37,35,37,35,16,15
154,1,28,31,11,29,11,9,12,9,39
155,2,16,32,16,32,9,14,29,39,16
156,3,35,33,35,45,28,47,28,43,13
157,4,47,19,9,19,7,19,9,36,9
