,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,26,29,30,21,16,9,29,16,22
1,1,34,3,31,22,18,22,46,44,31
2,2,6,4,49,23,32,36,50,36,28
3,3,0,22,3,20,37,0,31,43,42
4,4,13,28,32,42,29,32,22,16,30
5,5,27,1,29,30,26,18,22,43,45
6,6,13,6,39,32,39,35,19,11,12
7,7,0,25,35,1,29,0,37,34,30
8,8,21,30,44,20,27,22,13,35,39
9,9,16,29,9,48,16,26,30,1,29
10,10,11,32,30,43,3,34,31,17,47
11,11,28,11,15,32,2,6,35,39,12
12,12,28,35,28,15,49,39,35,15,36
13,13,24,10,35,28,10,28,50,19,24
14,14,35,19,28,32,23,24,19,28,32
15,15,28,39,35,11,13,47,1,46,48
16,16,9,29,47,16,1,47,31,30,22
17,17,1,29,30,31,22,37,47,38,31
18,18,31,22,33,27,33,35,28,11,14
19,19,25,19,36,14,50,39,35,28,39
20,20,17,44,20,37,27,29,30,9,31
21,21,27,3,37,22,30,38,29,9,35
22,22,16,43,26,45,26,32,28,39,19
23,23,13,39,6,39,4,15,32,28,35
24,24,37,18,17,26,9,31,32,12,11
25,25,28,32,14,39,32,39,50,19,14
26,26,0,17,26,47,9,29,16,17,45
27,27,21,20,38,30,8,27,22,33,35
28,28,39,32,12,19,36,13,32,24,25
29,29,30,22,31,43,41,17,0,43,41
30,30,33,42,27,29,1,29,9,29,9
31,31,3,1,30,47,29,0,27,18,38
32,32,9,22,0,25,35,23,50,36,13
33,33,27,32,11,39,35,36,14,32,6
34,34,26,3,21,32,42,31,1,26,1
35,35,19,49,4,49,50,12,39,13,29
36,36,50,32,44,20,27,31,44,45,1
37,37,26,31,43,1,33,38,47,44,30
38,38,33,18,37,30,29,32,13,28,12
39,39,32,16,9,44,1,19,4,23,15
40,40,9,16,35,33,1,13,31,30,46
41,41,26,16,47,7,1,16,29,38,32
42,42,37,27,31,47,30,13,32,4,23
43,43,1,29,16,33,34,31,0,43,1
44,44,9,16,31,34,0,28,39,28,13
45,45,27,26,8,16,29,9,29,43,17
46,46,37,28,35,33,18,9,31,29,33
47,47,1,16,9,13,31,30,0,17,9
48,48,1,30,16,29,48,0,25,19,37
49,49,11,32,23,15,2,39,28,32,38
50,50,39,36,39,11,23,49,50,24,37
51,0,29,16,9,47,1,41,32,36,50
52,1,34,33,22,17,41,30,45,21,37
53,2,28,0,31,9,30,26,31,8,33
54,3,38,3,0,3,32,39,12,32,4
55,4,28,32,50,39,32,4,6,12,28
56,5,27,43,29,9,16,47,16,38,9
57,6,35,25,0,33,41,22,3,31,13
58,7,46,30,1,13,0,25,28,4,13
59,8,38,16,27,37,30,31,8,30,47
60,9,16,29,26,29,42,31,20,33,26
61,10,23,39,24,23,32,49,50,49,50
62,11,32,28,36,39,14,12,50,15,39
63,12,19,12,19,11,32,11,19,36,39
64,13,39,15,49,2,32,11,28,30,1
