,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,26,16,35,32,19,23,39,2,39
1,1,0,37,26,5,27,43,31,3,18
2,2,39,35,29,30,17,20,31,1,9
3,3,31,13,12,13,49,50,49,50,32
4,4,10,50,24,13,6,36,11,39,35
5,5,37,27,37,28,11,39,50,49,50
6,6,10,28,24,0,26,32,23,39,32
7,7,0,37,43,37,26,20,44,1,48
8,8,45,32,34,30,47,21,47,44,30
9,9,29,9,0,17,8,46,1,43,26
10,10,4,28,24,0,47,31,16,32,50
11,11,28,35,39,14,11,35,12,11,32
12,12,32,8,21,42,26,47,26,47,31
13,13,10,13,19,13,35,50,49,36,28
14,14,6,35,24,23,39,32,50,39,28
15,15,12,49,19,11,39,12,11,39,14
16,16,41,20,33,32,36,13,28,36,35
17,17,1,9,16,44,33,27,22,34,29
18,18,3,0,28,36,14,49,6,23,39
19,19,35,13,35,39,35,39,2,13,24
20,20,46,0,19,37,27,30,1,32,23
21,21,41,18,26,27,22,42,27,46,48
22,22,29,48,16,29,35,6,36,50,23
23,23,15,6,2,23,35,50,11,39,11
24,24,35,39,24,15,23,49,36,12,28
25,25,35,6,35,10,19,13,32,13,1
26,26,20,17,38,26,29,26,22,29,16
27,27,33,8,30,32,23,13,4,50,24
28,28,19,15,50,4,12,39,24,23,28
29,29,46,48,47,43,17,21,18,17,44
30,30,16,47,29,33,27,21,29,9,38
31,31,33,26,17,47,27,0,16,35,6
32,32,27,31,22,45,27,16,1,7,48
33,33,43,29,9,29,1,44,27,8,27
34,34,33,43,30,3,20,30,29,13,22
35,35,28,50,32,34,32,26,16,29,16
36,36,35,6,39,35,33,46,37,31,42
37,37,32,28,35,28,32,36,11,32,39
38,38,22,41,26,3,43,27,31,1,33
39,39,28,25,28,50,6,15,14,36,6
40,40,29,31,22,1,30,47,29,44,1
41,41,0,3,20,27,16,31,16,9,16
42,42,26,27,31,1,29,44,46,47,16
43,43,16,1,28,39,32,15,23,39,12
44,44,1,16,47,1,31,30,32,39,36
45,45,26,30,32,39,28,39,12,14,39
46,46,17,46,33,26,27,20,45,43,17
47,47,48,7,1,40,29,45,27,17,9
48,48,0,27,17,21,41,8,30,22,0
49,49,15,6,15,39,28,1,31,44,32
50,50,23,50,49,4,28,35,50,35,23
51,0,25,0,29,27,33,34,0,31,43
52,1,29,40,9,16,9,37,29,27,5
53,2,49,39,32,1,46,26,37,25,19
54,3,29,27,26,17,43,26,37,44,0
55,4,14,12,39,23,39,6,39,28,39
56,5,16,48,16,45,46,29,33,22,26
57,6,35,32,47,27,18,33,21,9,16
58,7,48,38,7,38,18,32,49,39,2
59,8,16,26,41,30,9,1,19,1,33
