,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,19,46,35,43,13,17,35,41,35
1,1,35,34,35,41,35,37,35,42,35
2,2,16,39,29,13,43,28,31,11,9
3,3,35,37,6,5,6,29,32,16,15
4,4,16,23,47,4,16,28,22,28,1
5,5,6,27,6,37,6,27,6,5,6
6,6,16,15,29,13,1,37,1,19,47
7,7,19,0,35,26,35,1,25,1,24
8,8,35,38,35,3,35,43,28,45,35
9,9,12,29,32,35,32,16,32,9,36
10,10,17,13,29,14,40,14,40,14,40
11,11,31,35,26,39,26,35,9,32,16
12,12,29,39,16,23,21,23,48,23,47
13,13,1,0,35,26,35,29,24,47,50
14,14,40,24,1,13,47,13,47,15,29
15,15,47,28,29,28,29,36,29,6,37
16,16,6,27,35,37,35,26,6,27,6
17,17,10,29,36,29,12,29,12,9,39
18,18,35,20,35,31,28,13,29,36,9
19,19,1,24,46,19,0,19,1,28,1
20,20,35,27,35,30,28,31,28,13,28
21,21,23,16,35,27,6,29,24,48,19
22,22,35,46,35,26,39,9,12,9,28
23,23,16,50,47,19,46,35,47,4,16
24,24,48,23,16,2,16,6,27,6,29
25,25,1,37,35,30,28,22,35,33,35
26,26,35,34,35,47,23,47,15,29,6
27,27,6,37,1,13,30,28,1,28,1
28,28,31,35,44,28,31,11,9,32,9
29,29,36,9,39,9,35,27,6,27,6
30,30,35,20,35,43,28,29,50,29,39
31,31,11,29,19,48,23,16,2,16,13
32,32,16,39,29,4,16,6,27,6,5
33,33,35,30,13,29,50,47,49,29,24
34,34,35,21,23,16,2,16,23,47,23
35,35,18,35,42,35,47,28,29,14,40
36,36,29,50,16,32,35,21,23,47,28
37,37,1,24,46,24,40,14,29,14,9
38,38,35,16,15,47,19,0,19,1,24
39,39,29,49,47,19,38,19,38,35,47
40,40,14,9,11,29,4,47,4,16,32
41,41,35,34,35,18,35,33,35,31,28
42,42,35,16,28,13,1,0,19,1,19
43,43,13,30,28,30,35,29,36,9,19
44,44,28,30,13,44,35,21,35,33,35
45,45,28,22,28,9,39,47,35,26,39
46,46,24,40,14,9,32,35,26,35,20
47,47,50,47,24,47,49,47,35,46,24
48,48,23,47,4,29,4,29,36,9,36
49,49,29,24,29,14,40,24,29,32,35
50,50,29,4,29,32,35,33,35,27,6
51,0,35,22,28,16,35,8,35,27,35
52,1,19,48,24,48,24,46,19,7,19
53,2,16,32,16,15,47,49,47,49,29
54,3,35,16,32,29,35,31,28,9,36
55,4,47,49,47,24,46,35,41,35,34
56,5,6,16,6,27,35,42,35,22,35
57,6,29,49,29,35,33,35,47,50,29
58,7,19,7,19,7,19,47,50,47,49
59,8,35,46,24,1,28,30,28,13,29
60,9,36,9,39,9,36,9,14,9,32
61,10,29,32,16,32,29,10,29,36,9
62,11,9,14,40,24,40,14,29,50,16
63,12,9,19,0,19,1,25,1,35,3
64,13,26,6,5,6,37,35,37,6,5
65,14,29,36,29,23,48,23,16,32,16
66,15,16,28,45,28,16,32,16,2,16
67,16,49,29,32,35,27,6,26,6,27
68,17,35,3,35,22,28,31,28,31,28
69,18,35,20,35,26,6,5,6,27,35
70,19,38,35,27,6,27,35,29,36,29
71,20,35,22,28,29,15,47,50,16,28
72,21,35,37,6,27,6,5,6,16,32
73,22,35,3,35,30,28,22,35,46,24
74,23,21,23,47,23,21,35,33,35,42
75,24,29,19,0,1,28,31,35,3,35
76,25,1,28,22,35,30,35,9,39,29
77,26,39,9,39,47,35,22,35,33,35
78,27,6,29,28,1,37,35,44,28,29
79,28,31,28,16,32,35,41,35,32,9
80,29,36,29,6,29,35,20,35,31,28
81,30,35,30,35,38,35,45,28,30,13
82,31,11,29,23,48,24,40,24,47,50
