,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,46,31,42,29,3,27,37,21,32
1,1,44,31,44,33,31,30,21,1,22
2,2,32,28,13,28,49,28,39,19,32
3,3,26,9,29,26,27,33,20,32,39
4,4,13,35,28,39,23,28,39,15,4
5,5,26,34,33,17,45,30,1,29,48
6,6,35,29,22,33,26,41,21,38,29
7,7,47,38,1,3,22,30,0,28,11
8,8,41,16,9,47,29,9,26,18,20
9,9,1,48,46,29,16,9,35,37,21
10,10,15,14,11,35,19,23,28,14,11
11,11,50,15,28,14,24,23,4,24,19
12,12,23,28,6,32,9,37,31,32,19
13,13,10,32,19,39,6,10,23,24,50
14,14,39,23,28,23,36,35,28,6,15
15,15,28,0,37,26,43,22,38,34,41
16,16,29,30,44,47,1,47,9,35,28
17,17,47,45,1,30,47,29,31,30,1
18,18,37,28,6,24,11,36,39,14,39
19,19,49,28,4,39,11,35,11,23,39
20,20,9,13,14,36,6,32,27,30,38
21,21,47,9,47,16,29,26,16,22,45
22,22,17,26,16,9,16,30,1,38,43
23,23,28,36,11,32,35,11,14,39,32
24,24,19,36,39,32,33,26,8,29,16
25,25,28,32,11,39,2,32,13,35,1
26,26,45,3,42,41,17,26,9,17,45
27,27,20,26,37,27,37,8,1,29,9
28,28,39,28,25,19,1,31,45,21,37
29,29,9,29,43,33,47,26,9,38,29
30,30,26,32,22,20,34,9,1,30,1
31,31,9,30,32,39,36,10,36,19,36
32,32,44,45,27,38,47,41,1,29,44
33,33,31,45,30,43,26,30,47,16,47
34,34,30,29,17,47,29,17,31,30,21
35,35,29,16,17,29,9,29,1,31,30
36,36,39,32,23,14,39,49,36,12,39
37,37,0,31,30,16,35,24,19,28,32
38,38,22,30,1,46,48,38,21,29,9
39,39,4,15,23,49,35,32,1,43,29
40,40,9,31,1,8,26,37,28,19,50
41,41,27,16,9,35,19,28,50,14,50
42,42,30,31,9,26,31,43,16,29,16
43,43,20,3,27,5,27,0,28,49,19
44,44,29,9,16,29,9,35,13,35,39
45,45,29,47,29,26,46,26,16,29,47
46,46,0,29,9,44,42,30,21,48,29
47,47,20,47,29,30,26,27,37,19,50
48,48,0,37,21,45,32,21,17,43,38
49,49,39,36,12,39,50,32,44,47,9
50,50,28,13,19,36,10,49,15,32,12
51,0,47,21,9,29,3,38,1,7,48
