,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,35,33,35,38,35,3,35,22,28
1,1,25,1,28,30,35,43,13,17,10
2,2,16,49,29,49,29,14,29,24,46
3,3,35,31,35,17,13,44,28,1,28
4,4,47,23,16,39,9,12,29,36,9
5,5,6,16,23,47,49,47,49,29,39
6,6,29,39,29,39,9,19,38,35,8
7,7,19,47,50,47,35,32,16,28,29
8,8,35,33,35,27,6,16,23,21,35
9,9,28,45,28,30,13,43,35,22,35
10,10,17,35,38,35,1,28,43,28,30
11,11,9,39,16,39,29,32,29,49,47
12,12,9,39,16,23,16,23,48,24,48
13,13,30,28,29,14,40,24,29,28,29
14,14,29,50,29,13,44,13,47,50,47
15,15,29,24,47,19,7,19,7,19,48
16,16,35,37,35,27,6,27,6,27,6
17,17,10,29,19,48,24,46,24,48,23
18,18,35,9,36,9,12,9,14,40,14
19,19,47,50,29,24,46,35,30,28,1
20,20,35,27,35,3,35,17,13,17,35
21,21,23,16,35,37,35,42,35,22,28
22,22,35,30,28,29,32,9,35,29,4
23,23,47,19,38,19,48,23,29,50,47
24,24,48,19,9,11,9,11,31,28,47
25,25,1,13,44,28,30,28,29,4,47
26,26,35,46,35,30,28,9,19,7,19
27,27,6,26,13,29,39,16,6,5,6
28,28,47,28,47,19,47,28,9,19,47
29,29,39,9,11,9,36,29,19,7,19
30,30,35,33,35,34,35,37,35,34,35
31,31,28,31,11,9,11,29,15,47,28
32,32,16,49,29,12,29,10,29,50,29
33,33,35,41,35,41,35,37,1,25,1
34,34,35,37,1,19,29,49,47,28,16
35,35,29,36,9,39,9,39,9,11,29
36,36,9,39,16,50,29,13,43,28,13
37,37,35,1,24,46,24,48,24,29,11
38,38,35,38,35,3,35,31,35,37,6
39,39,47,23,21,35,47,24,48,19,48
40,40,24,48,19,1,0,1,28,45,28
41,41,35,30,35,31,11,29,50,16,39
42,42,35,3,35,33,35,26,35,38,19
43,43,13,44,35,30,28,9,36,9,32
44,44,28,31,35,27,6,37,1,24,29
45,45,35,42,35,16,50,29,13,44,13
46,46,35,44,28,43,13,43,35,29,14
47,47,28,1,13,43,35,20,35,20,35
48,48,23,48,24,48,24,48,19,46,19
49,49,29,32,35,46,19,29,35,30,13
50,50,16,39,9,12,9,36,9,36,29
51,0,19,29,49,47,49,16,39,9,39
52,1,28,30,13,26,35,1,13,28,9
53,2,16,32,16,32,29,32,16,23,47
54,3,35,30,35,37,1,28,44,13,28
55,4,29,36,29,23,29,49,47,28,45
56,5,6,37,1,19,38,35,29,39,29
57,6,26,39,16,39,16,35,1,0,35
58,7,19,46,19,48,24,48,24,48,19
59,8,35,32,16,13,30,28,29,50,47
60,9,11,31,35,17,35,8,35,8,35
61,10,17,10,17,13,47,39,47,23,47
62,11,9,39,26,35,17,35,16,39,26
63,12,9,11,29,36,9,19,48,23,21
64,13,43,28,43,13,47,23,16,32,29
65,14,40,24,48,19,47,24,29,32,9
