,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,28,4,50,24,15,24,23,19,13
1,1,30,9,31,47,9,35,49,4,32
2,2,49,28,36,6,4,19,14,11,36
3,3,30,1,47,1,17,31,47,16,47
4,4,23,13,32,33,37,34,26,22,16
5,5,27,16,9,35,19,35,36,23,2
6,6,4,39,50,2,28,50,36,4,49
7,7,1,30,37,20,3,41,32,15,39
8,8,37,32,13,39,32,12,11,50,24
9,9,46,9,16,48,1,29,32,39,32
10,10,23,28,13,4,24,14,36,39,4
11,11,39,35,9,1,29,35,33,31,1
12,12,10,6,39,49,28,4,39,14,32
13,13,12,35,28,39,19,12,39,13,49
14,14,15,10,4,28,0,29,33,44,47
15,15,39,35,39,50,35,36,11,13,44
16,16,47,31,43,8,0,33,18,33,34
17,17,28,50,32,28,29,26,27,16,31
18,18,8,0,38,26,27,33,16,35,32
19,19,36,39,28,13,28,35,36,35,23
20,20,31,1,38,32,9,29,38,42,9
21,21,48,0,25,0,43,30,47,40,29
22,22,29,43,41,33,8,38,20,17,26
23,23,24,19,14,36,14,36,39,32,2
24,24,35,19,50,35,15,49,39,12,23
25,25,24,11,19,28,12,39,32,6,39
26,26,33,35,16,47,17,47,1,22,26
27,27,5,16,9,29,31,30,29,16,31
28,28,4,49,6,35,13,28,35,33,37
29,29,30,29,44,3,22,47,29,1,35
30,30,33,3,33,34,22,30,44,26,37
31,31,42,46,1,31,32,34,32,50,15
32,32,4,13,50,28,29,7,48,46,32
33,33,27,26,3,33,26,31,1,30,1
34,34,17,26,27,33,38,20,26,47,16
35,35,16,9,29,27,3,27,30,16,21
36,36,32,23,4,19,13,23,13,32,39
37,37,1,6,36,24,19,28,24,49,23
38,38,20,32,22,38,9,22,31,34,47
39,39,11,36,39,35,12,24,32,30,43
40,40,48,29,27,31,21,48,21,27,30
41,41,22,33,35,12,39,28,15,4,15
42,42,34,30,9,30,1,45,27,44,26
43,43,1,19,0,47,31,32,31,20,41
44,44,47,16,43,33,20,18,32,46,30
45,45,8,31,16,9,33,30,45,44,41
46,46,20,0,27,30,1,40,1,38,46
47,47,1,28,13,23,39,28,24,49,39
48,48,7,38,1,44,1,7,9,29,48
49,49,15,23,13,14,24,35,1,43,30
50,50,4,23,50,23,13,6,32,36,50
51,0,26,18,27,32,28,39,35,13,19
52,1,47,46,42,37,28,35,13,29,33
53,2,35,39,32,22,32,49,50,23,39
54,3,17,38,47,1,44,43,47,33,45
55,4,49,50,24,32,28,39,6,2,49
56,5,26,30,9,16,47,26,27,46,34
57,6,35,28,35,32,35,23,39,4,32
58,7,1,43,29,16,26,27,42,30,44
59,8,32,22,30,43,8,31,9,16,47
60,9,29,26,43,47,29,17,0,18,47
61,10,50,39,11,19,28,39,23,10,28
62,11,32,37,0,16,9,27,29,16,29
63,12,39,12,15,39,36,24,50,39,28
64,13,10,12,15,50,32,19,12,11,39
65,14,4,23,39,12,39,35,39,32,0
66,15,50,23,39,50,19,11,12,10,13
67,16,44,22,9,44,1,30,13,4,49
68,17,44,30,29,30,38,1,13,30,31
69,18,3,29,26,33,26,20,38,27,42
70,19,32,35,50,32,37,29,16,37,28
71,20,8,32,45,32,33,9,29,9,30
72,21,45,31,22,34,21,17,26,30,1
73,22,30,46,34,26,29,30,16,47,16
74,23,28,0,9,16,27,1,44,33,37
75,24,50,35,0,13,0,38,17,33,0
76,25,28,12,39,23,32,39,6,35,16
77,26,16,44,26,27,33,41,34,32,3
78,27,26,22,31,29,16,29,16,35,36
79,28,13,36,11,36,14,11,50,2,39
80,29,9,32,23,39,11,32,39,36,32
81,30,44,30,18,41,44,33,45,17,27
82,31,0,32,13,35,36,32,19,49,32
83,32,2,39,35,28,32,46,33,34,43
84,33,20,8,26,5,16,34,17,32,36
85,34,33,35,16,26,34,29,44,46,33
86,35,12,39,36,11,32,30,26,16,29
87,36,19,32,11,49,32,12,32,35,24
88,37,3,32,39,35,13,28,37,21,9
89,38,20,33,26,37,47,16,9,26,9
90,39,15,19,50,6,23,49,13,1,9
91,40,29,13,36,50,13,23,39,28,24
92,41,47,16,27,41,32,36,10,15,23
93,42,3,26,29,9,30,27,37,44,20
94,43,37,20,31,16,29,1,31,22,30
95,44,38,30,9,30,22,37,47,46,30
96,45,3,22,30,22,30,26,38,3,37
97,46,42,33,26,30,33,43,41,0,26
98,47,30,16,47,38,26,31,30,18,20
99,48,40,48,29,43,21,26,37,42,33
100,49,28,32,39,36,12,11,49,23,6
101,50,13,30,29,27,43,9,29,48,47
102,0,25,19,28,50,15,13,39,4,32
103,1,31,17,9,30,22,30,31,34,30
104,2,50,28,25,13,50,39,32,39,15
105,3,16,26,16,29,3,26,37,1,35
106,4,39,50,24,10,49,4,39,49,39
107,5,29,9,29,46,38,20,33,0,46
108,6,32,11,32,11,12,32,43,16,9
109,7,0,9,29,1,30,18,16,37,30
110,8,46,48,29,9,16,27,21,0,37
111,9,1,29,0,28,24,0,8,31,30
112,10,11,32,26,0,7,0,28,0,25
113,11,32,17,34,33,42,31,29,9,47
114,12,6,13,24,39,12,32,23,15,13
115,13,4,50,19,32,28,32,0,28,1
116,14,35,11,36,11,36,4,6,32,39
117,15,6,39,36,39,11,39,11,19,23
118,16,47,1,13,28,14,39,50,10,35
119,17,33,30,29,22,9,31,26,16,9
120,18,27,33,32,36,12,36,6,4,6
121,19,15,4,39,36,12,39,23,28,10
122,20,18,32,0,28,12,32,30,31,29
123,21,48,29,9,16,47,16,47,1,38
124,22,41,29,13,19,4,12,19,39,19
125,23,39,50,28,35,13,28,39,28,49
126,24,50,39,12,32,36,14,6,4,28
127,25,28,6,10,35,13,39,28,19,39
128,26,30,1,48,1,31,47,9,29,9
129,27,9,0,34,37,5,16,29,7,9
130,28,15,19,12,36,12,32,49,23,49
131,29,30,44,3,31,30,29,16,27,22
132,30,33,32,19,13,28,17,30,45,1
133,31,1,34,37,8,41,37,26,30,33
134,32,39,32,42,27,29,16,38,26,17
135,33,31,9,29,43,22,44,43,44,38
136,34,33,31,9,16,9,29,33,44,0
137,35,13,36,12,36,32,36,32,42,8
138,36,12,11,14,32,11,15,32,37,33
139,37,8,1,30,29,5,27,30,26,30
140,38,3,26,17,37,38,0,28,35,9
141,39,28,32,37,18,41,26,32,39,12
142,40,29,0,24,35,50,39,19,1,47
143,41,37,31,30,22,47,29,35,19,49
144,42,32,2,50,6,2,39,12,10,4
145,43,26,31,30,31,3,26,27,30,33
146,44,1,26,9,16,46,18,26,0,28
147,45,32,24,25,0,7,9,16,1,44
148,46,31,0,19,35,28,13,28,35,19
149,47,40,29,16,27,46,31,37,26,43
150,48,47,1,35,32,24,23,19,39,36
151,49,4,39,12,36,35,36,12,39,35
152,50,19,4,49,39,23,15,32,21,26
153,0,48,47,37,22,30,9,16,47,48
154,1,47,26,44,30,20,26,32,15,36
155,2,50,6,13,50,35,15,39,35,39
156,3,45,1,26,21,48,9,26,47,30
157,4,39,6,19,35,13,1,30,13,19
158,5,27,30,31,30,47,30,27,34,46
159,6,2,39,50,23,39,50,49,32,39
160,7,46,7,9,20,27,33,9,30,1
161,8,37,34,41,42,8,47,22,37,45
162,9,29,48,1,31,32,12,35,6,50
163,10,6,39,11,36,32,28,36,14,32
164,11,36,12,11,32,9,29,31,22,37
165,12,32,35,0,28,11,32,12,35,32
166,13,30,32,47,44,45,0,37,47,9
167,14,36,4,39,11,23,35,28,39,28
168,15,28,32,26,29,43,26,30,45,37
169,16,29,9,29,1,17,18,1,44,26
170,17,27,30,18,22,29,26,8,27,16
171,18,20,18,47,1,44,1,29,40,48
172,19,11,28,23,32,13,29,47,29,45
173,20,16,9,8,17,32,14,36,32,13
174,21,33,17,43,44,16,35,13,31,32
175,22,33,29,1,27,30,26,34,0,48
176,23,4,50,24,28,39,11,35,23,14
177,24,4,39,32,23,6,35,0,1,30
178,25,28,39,49,15,24,13,35,23,49
179,26,34,33,8,47,16,17,45,47,9
180,27,22,33,44,30,43,37,34,32,39
181,28,19,39,36,39,32,39,50,49,36
182,29,47,29,26,30,37,5,26,47,33
183,30,9,29,47,37,41,1,9,16,9
184,31,27,34,26,31,30,46,30,27,22
185,32,31,18,30,22,47,7,38,7,38
186,33,30,21,33,47,26,46,8,9,45
187,34,29,1,30,44,27,41,31,21,42
188,35,28,13,39,32,22,33,31,30,20
189,36,13,1,30,9,47,7,48,46,45
190,37,43,44,8,33,31,13,30,31,32
191,38,45,47,46,47,29,47,26,29,31
192,39,15,2,39,23,35,29,9,35,29
193,40,48,16,33,18,30,29,30,34,26
194,41,0,1,7,0,13,35,28,19,24
195,42,30,17,37,26,44,42,34,33,26
196,43,22,33,3,41,22,43,33,26,33
197,44,22,32,39,32,13,1,38,41,30
198,45,30,21,38,26,33,32,33,35,39
199,46,38,29,17,32,13,37,22,33,1
200,47,46,34,29,16,29,47,9,30,16
201,48,46,9,30,17,21,29,9,43,16
202,49,13,6,14,36,28,4,2,32,37
203,50,49,14,39,32,50,23,35,39,28
204,0,34,37,16,9,1,22,30,16,47
205,1,35,32,39,15,14,39,4,28,11
206,2,35,37,27,33,1,30,29,16,35
207,3,27,26,43,9,22,37,41,38,42
208,4,12,32,17,43,20,3,33,37,18
209,5,37,35,39,11,28,35,13,36,12
210,6,4,36,11,39,12,14,15,24,0
211,7,48,1,48,46,32,39,28,39,32
212,8,9,29,16,9,47,31,41,26,29
213,9,45,30,29,0,26,30,16,9,35
214,10,35,2,32,26,31,26,30,9,27
215,11,39,36,10,14,19,50,11,35,25
