,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,20,32,39,36,12,39,11,35,23
1,1,43,31,47,1,48,47,16,31,9
2,2,35,49,50,23,19,25,28,23,39
3,3,26,43,38,27,47,1,30,26,31
4,4,32,44,21,47,16,47,16,42,30
5,5,37,27,26,20,9,22,29,48,9
6,6,14,28,49,13,49,39,19,39,14
7,7,29,38,0,26,33,16,31,1,29
8,8,33,45,29,9,45,30,44,26,42
9,9,29,9,29,9,29,43,3,47,48
10,10,19,23,11,4,14,11,39,36,14
11,11,12,39,14,4,6,39,28,35,16
12,12,36,32,4,49,4,49,32,28,39
13,13,35,50,19,28,0,26,1,26,1
14,14,11,12,15,14,4,13,10,6,4
15,15,11,39,15,13,45,33,22,30,33
16,16,29,47,37,29,9,35,23,32,20
17,17,31,16,34,42,27,33,32,39,32
18,18,41,9,47,30,20,3,22,31,8
19,19,11,36,19,50,28,4,19,35,39
20,20,31,22,3,30,45,33,31,18,31
21,21,32,39,50,32,33,35,29,47,1
22,22,38,37,42,17,26,38,33,17,41
23,23,39,11,4,28,11,32,36,11,36
24,24,28,4,19,32,6,13,32,39,12
25,25,37,26,47,32,28,37,38,3,42
26,26,16,30,20,32,35,28,13,19,50
27,27,20,32,39,6,35,50,6,4,15
28,28,50,49,23,39,50,36,23,28,13
29,29,44,37,27,31,29,48,29,21,33
30,30,43,16,9,7,0,44,30,13,50
31,31,43,30,44,29,13,49,50,13,43
32,32,26,42,33,37,38,42,16,43,29
33,33,32,23,32,39,10,35,13,50,23
34,34,29,47,46,44,30,3,30,31,13
35,35,13,28,13,50,15,24,28,35,19
36,36,13,50,4,35,6,19,50,39,24
37,37,27,33,26,18,45,26,17,29,16
38,38,46,48,47,31,30,43,31,30,22
39,39,6,23,49,6,35,6,24,19,50
40,40,47,1,31,47,16,1,47,16,26
41,41,33,31,29,9,43,18,33,38,9
42,42,33,32,49,6,13,28,37,26,27
43,43,46,3,26,47,29,17,9,21,17
44,44,16,31,30,37,9,31,26,22,1
45,45,38,1,31,20,26,33,37,30,29
