,walk0,walk1,walk2,walk3,walk4,walk5,walk6,walk7,walk8,walk9
0,0,9,47,16,38,18,31,29,31,45
1,1,44,29,47,31,26,33,21,31,27
2,2,39,12,32,30,43,28,35,29,1
3,3,29,47,9,16,47,45,20,9,16
4,4,14,49,4,24,28,15,10,12,39
5,5,26,22,32,39,32,33,32,49,13
6,6,15,11,36,39,35,19,25,28,32
7,7,48,46,42,47,17,30,43,31,29
8,8,27,45,47,29,16,47,16,29,17
9,9,29,9,30,45,44,21,33,1,47
10,10,50,15,14,36,6,49,50,32,24
11,11,32,38,31,29,16,22,16,29,1
12,12,36,39,28,49,23,4,23,50,28
13,13,49,35,28,11,35,6,35,33,0
14,14,32,35,39,12,10,49,50,39,28
15,15,13,28,25,28,35,50,15,50,36
16,16,9,27,29,41,47,32,0,19,37
17,17,33,32,39,28,19,13,44,38,34
18,18,8,33,21,9,16,9,26,21,27
19,19,13,39,32,16,9,21,33,21,37
20,20,18,30,1,20,34,20,33,31,42
21,21,30,34,33,20,27,30,9,35,16
22,22,30,1,31,46,20,30,44,38,34
23,23,49,13,11,36,14,35,32,37,0
24,24,35,33,27,46,33,27,41,0,28
25,25,0,28,12,49,13,0,35,9,35
26,26,43,33,26,1,16,29,42,41,46
27,27,5,27,18,16,35,15,6,35,13
28,28,35,13,28,35,39,15,4,23,15
29,29,9,29,9,30,16,48,40,47,16
30,30,29,16,26,27,45,26,20,16,9
31,31,33,16,47,9,31,45,37,44,26
32,32,12,14,28,36,11,6,23,49,12
33,33,21,22,1,47,16,47,40,29,30
34,34,31,16,17,21,27,26,32,13,28
35,35,23,39,23,39,6,23,4,39,13
36,36,14,19,32,37,0,32,6,19,24
37,37,1,29,47,29,47,43,44,26,3
38,38,9,40,29,45,13,28,4,23,39
39,39,32,14,4,13,19,0,28,35,32
40,40,48,1,0,24,35,1,16,35,39
41,41,9,29,26,37,17,37,28,13,39
42,42,26,46,33,38,33,16,30,47,9
43,43,1,30,47,16,9,16,1,45,42
44,44,43,47,30,32,39,28,32,15,4
45,45,42,38,32,39,14,12,50,19,28
46,46,47,16,9,38,48,1,7,1,48
47,47,44,37,28,11,14,10,49,19,37
48,48,47,30,9,16,9,16,29,35,15
49,49,32,30,1,30,3,20,29,9,16
50,50,39,36,11,39,19,49,2,39,32
51,0,31,1,30,47,31,29,47,16,35
52,1,34,22,41,33,44,3,33,8,20
53,2,49,32,29,26,9,31,30,34,27
54,3,1,30,16,30,33,8,27,18,34
55,4,50,36,14,36,14,12,11,39,23
56,5,37,33,47,48,1,9,29,47,0
57,6,32,39,23,39,15,12,39,28,24
58,7,29,9,16,9,7,48,1,40,9
59,8,16,30,29,16,42,18,26,27,20
60,9,38,41,47,26,18,37,44,43,30
61,10,35,9,1,44,43,29,41,9,46
62,11,23,6,39,32,26,32,39,35,28
63,12,28,32,39,32,38,30,16,32,39
64,13,24,35,9,33,37,0,47,31,21
65,14,12,49,13,23,15,6,2,35,32
66,15,35,6,32,11,35,14,32,39,28
67,16,30,1,28,11,39,19,49,2,49
68,17,27,26,45,31,30,29,43,37,34
69,18,1,32,39,36,15,23,15,50,4
70,19,32,13,43,30,42,33,44,47,29
71,20,37,46,1,44,33,41,33,38,30
72,21,26,42,22,26,3,9,29,16,29
73,22,1,47,1,29,45,18,37,47,44
74,23,50,19,11,36,12,36,32,39,28
75,24,13,35,23,50,49,23,4,39,14
76,25,0,27,33,43,16,29,26,17,32
77,26,20,43,33,30,1,26,18,29,31
78,27,5,27,29,43,26,18,0,13,35
79,28,13,28,35,32,11,28,13,1,22
80,29,30,18,30,33,31,30,32,27,37
81,30,31,37,42,41,8,21,42,46,1
82,31,45,26,31,43,27,33,31,3,41
83,32,33,45,37,34,37,33,16,47,44
84,33,20,26,43,16,26,33,37,8,0
85,34,22,9,29,31,44,29,16,9,31
86,35,24,19,36,23,32,12,28,13,4
87,36,39,4,23,2,39,19,36,39,32
88,37,31,18,21,45,30,26,30,26,27
89,38,29,16,26,21,32,46,29,40,1
90,39,23,50,32,11,23,13,28,49,14
91,40,9,26,32,50,15,35,19,15,35
92,41,31,27,31,26,30,38,16,35,16
93,42,8,45,30,1,30,41,31,26,29
94,43,16,9,29,47,16,30,38,41,26
95,44,26,38,29,9,16,9,29,26,34
96,45,17,26,30,1,33,37,34,45,27
97,46,17,44,45,30,13,50,35,13,35
98,47,42,38,27,34,45,1,43,30,45
99,48,7,47,31,18,16,29,47,16,21
100,49,23,49,35,39,23,28,35,9,44
101,50,39,32,36,35,32,6,11,12,32
102,0,7,38,0,19,39,50,39,4,23
103,1,47,29,30,45,33,30,37,5,27
104,2,39,36,35,39,14,19,50,4,39
105,3,0,33,43,22,30,22,31,26,0
106,4,24,50,39,36,11,28,6,35,13
107,5,27,38,27,29,9,16,9,21,42
108,6,39,14,39,28,23,49,15,32,39
109,7,48,7,48,46,7,0,37,20,44
110,8,44,31,1,13,35,28,6,36,39
111,9,47,16,9,26,16,29,18,31,3
112,10,32,38,43,30,21,31,47,46,34
113,11,35,28,11,13,50,13,32,15,19
114,12,32,23,32,10,35,33,31,0,19
115,13,45,8,27,18,0,18,37,27,8
116,14,35,6,2,39,12,36,12,36,35
117,15,36,39,36,11,39,23,39,28,12
118,16,9,16,35,9,16,29,27,47,44
119,17,26,27,16,30,29,48,47,16,1
120,18,44,46,9,16,37,24,12,32,6
121,19,32,28,37,29,17,30,22,43,16
122,20,1,27,26,20,32,12,39,35,19
123,21,30,31,17,32,31,30,32,47,31
124,22,30,44,29,35,6,23,39,50,13
125,23,19,39,11,36,49,32,50,15,14
126,24,19,39,15,4,50,49,35,39,28
127,25,24,19,32,49,6,2,39,4,23
128,26,29,16,47,20,0,37,42,31,1
129,27,45,30,33,27,8,43,30,31,27
130,28,15,23,24,19,36,12,39,14,19
131,29,47,16,9,29,9,35,13,1,45
132,30,47,27,44,37,1,0,37,18,44
133,31,30,17,34,47,16,29,26,37,33
134,32,19,14,39,12,23,13,32,29,47
135,33,35,16,45,26,5,16,29,26,47
136,34,37,28,0,8,44,1,30,43,20
137,35,39,35,13,30,1,44,34,26,32
138,36,11,36,28,39,4,39,23,50,32
139,37,30,41,16,9,16,21,43,9,16
140,38,27,16,47,7,1,44,30,20,27
141,39,32,39,12,11,32,6,35,10,11
142,40,48,47,22,20,33,47,29,34,17
143,41,37,21,29,43,27,26,38,31,18
144,42,47,29,48,29,16,47,48,40,46
145,43,20,17,47,16,47,29,28,32,28
146,44,27,16,27,47,29,30,32,6,13
147,45,42,47,21,3,32,33,8,34,38
148,46,26,44,32,39,35,50,4,15,35
149,47,16,26,22,31,42,32,23,24,19
150,48,21,33,35,11,32,16,29,9,33
151,49,35,13,35,6,28,39,32,39,15
152,50,49,13,35,13,16,47,26,29,9
153,0,37,30,22,47,46,0,13,31,26
154,1,30,46,42,30,31,8,16,29,35
155,2,28,32,12,39,10,12,11,35,28
156,3,16,9,1,47,48,1,22,34,8
157,4,2,39,35,28,35,49,4,13,45
158,5,27,33,22,16,9,16,9,29,16
159,6,14,28,13,32,49,13,1,27,5
160,7,29,28,35,16,48,16,38,7,9
161,8,42,33,47,16,29,30,47,38,31
162,9,1,33,42,37,26,9,16,1,47
163,10,32,46,38,8,37,34,3,9,22
164,11,12,11,13,28,0,26,33,44,13
165,12,28,35,28,19,0,37,27,26,27
166,13,36,39,32,39,49,36,12,39,28
167,14,28,39,49,23,32,11,39,4,39
168,15,35,19,32,36,39,32,49,12,13
169,16,17,32,8,33,44,26,29,30,29
170,17,3,9,26,29,20,32,39,23,15
171,18,41,33,35,28,19,49,39,12,35
172,19,28,35,39,10,24,28,49,19,36
173,20,26,16,9,29,17,46,0,8,32
174,21,26,46,43,30,29,47,16,37,30
175,22,47,48,1,16,9,18,8,22,31
176,23,49,32,29,26,43,42,26,33,16
177,24,36,6,13,2,23,15,11,28,36
178,25,19,23,4,35,28,12,36,39,36
179,26,34,44,8,30,3,31,33,26,32
180,27,34,30,0,26,27,26,33,21,33
181,28,19,23,4,39,15,32,49,4,23
182,29,31,37,20,21,29,16,35,9,29
183,30,13,28,24,15,4,23,49,39,23
184,31,22,29,30,1,48,47,16,9,16
185,32,2,32,10,32,12,36,11,35,24
186,33,29,16,27,31,33,38,34,44,22
187,34,0,9,16,9,31,30,47,29,7
188,35,13,35,28,36,49,4,13,39,15
189,36,39,32,28,23,49,39,32,19,13
190,37,19,25,0,45,26,27,32,50,49
191,38,1,35,28,0,13,28,11,39,2
192,39,36,49,15,4,14,12,32,39,11
193,40,48,1,43,26,37,33,32,49,28
194,41,26,42,1,47,9,48,7,38,1
195,42,44,47,42,27,37,26,47,29,17
196,43,9,16,47,40,47,3,0,35,23
197,44,30,21,48,7,48,0,13,28,32
198,45,26,32,36,11,12,36,14,15,50
199,46,32,15,19,32,44,30,41,43,45
200,47,45,29,17,8,21,3,46,38,47
201,48,9,31,37,33,46,30,18,32,21
202,49,32,11,24,6,35,19,39,6,13
203,50,28,49,32,39,12,28,35,11,36
